-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2025 through 06/28/2026 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,QV2M
42,-82.5,2025,187,17.27
42.5,-83.75,2025,187,15.37
42.5,-83.125,2025,187,15.78
42.5,-82.5,2025,187,16.12
41,-83.75,2025,188,16.4
41,-83.125,2025,188,16.69
41,-82.5,2025,188,17.05
41.5,-83.75,2025,188,15.24
41.5,-83.125,2025,188,15.87
41.5,-82.5,2025,188,16.44
42,-83.75,2025,188,14.01
42,-83.125,2025,188,14.57
42,-82.5,2025,188,15.07
42.5,-83.75,2025,188,12.76
42.5,-83.125,2025,188,12.93
42.5,-82.5,2025,188,13.16
41,-83.75,2025,189,12.57
41,-83.125,2025,189,12.71
41,-82.5,2025,189,13.14
41.5,-83.75,2025,189,12.23
41.5,-83.125,2025,189,12.58
41.5,-82.5,2025,189,12.62
42,-83.75,2025,189,12.24
42,-83.125,2025,189,12.06
42,-82.5,2025,189,11.72
42.5,-83.75,2025,189,11.76
42.5,-83.125,2025,189,11.55
42.5,-82.5,2025,189,11.06
41,-83.75,2025,190,13.38
41,-83.125,2025,190,12.65
41,-82.5,2025,190,12.95
41.5,-83.75,2025,190,13.49
41.5,-83.125,2025,190,13.43
41.5,-82.5,2025,190,13.17
42,-83.75,2025,190,14.35
42,-83.125,2025,190,14.17
42,-82.5,2025,190,13.72
42.5,-83.75,2025,190,14.71
42.5,-83.125,2025,190,14.68
42.5,-82.5,2025,190,14.3
41,-83.75,2025,191,13.87
41,-83.125,2025,191,14.21
41,-82.5,2025,191,14.57
41.5,-83.75,2025,191,13.04
41.5,-83.125,2025,191,13.72
41.5,-82.5,2025,191,14.27
42,-83.75,2025,191,13.19
42,-83.125,2025,191,13.89
42,-82.5,2025,191,14.15
42.5,-83.75,2025,191,12.8
42.5,-83.125,2025,191,13.47
42.5,-82.5,2025,191,13.93
41,-83.75,2025,192,15.01
41,-83.125,2025,192,14.82
41,-82.5,2025,192,15.04
41.5,-83.75,2025,192,14.23
41.5,-83.125,2025,192,15.24
41.5,-82.5,2025,192,15.97
42,-83.75,2025,192,15.22
42,-83.125,2025,192,15.97
42,-82.5,2025,192,15.97
42.5,-83.75,2025,192,15.06
42.5,-83.125,2025,192,15.16
42.5,-82.5,2025,192,14.75
41,-83.75,2025,193,17.66
41,-83.125,2025,193,17.38
41,-82.5,2025,193,17.13
41.5,-83.75,2025,193,16.99
41.5,-83.125,2025,193,17.57
41.5,-82.5,2025,193,17.98
42,-83.75,2025,193,17.18
42,-83.125,2025,193,17.99
42,-82.5,2025,193,18.3
42.5,-83.75,2025,193,17.05
42.5,-83.125,2025,193,17.47
42.5,-82.5,2025,193,17.5
41,-83.75,2025,194,15.18
41,-83.125,2025,194,15.55
41,-82.5,2025,194,16.36
41.5,-83.75,2025,194,14.45
41.5,-83.125,2025,194,15.74
41.5,-82.5,2025,194,16.78
42,-83.75,2025,194,14.62
42,-83.125,2025,194,15.83
42,-82.5,2025,194,16.5
42.5,-83.75,2025,194,14.21
42.5,-83.125,2025,194,14.97
42.5,-82.5,2025,194,15.78
41,-83.75,2025,195,12.64
41,-83.125,2025,195,13.53
41,-82.5,2025,195,14.2
41.5,-83.75,2025,195,11.01
41.5,-83.125,2025,195,12.69
41.5,-82.5,2025,195,13.98
42,-83.75,2025,195,10.78
42,-83.125,2025,195,12.33
42,-82.5,2025,195,13.75
42.5,-83.75,2025,195,10.59
42.5,-83.125,2025,195,11.71
42.5,-82.5,2025,195,13.08
41,-83.75,2025,196,12.44
41,-83.125,2025,196,12.76
41,-82.5,2025,196,13.04
41.5,-83.75,2025,196,10.39
41.5,-83.125,2025,196,11.94
41.5,-82.5,2025,196,12.34
42,-83.75,2025,196,10.38
42,-83.125,2025,196,11.53
42,-82.5,2025,196,11.92
42.5,-83.75,2025,196,10.39
42.5,-83.125,2025,196,10.84
42.5,-82.5,2025,196,11
41,-83.75,2025,197,17.4
41,-83.125,2025,197,17.31
41,-82.5,2025,197,17.09
41.5,-83.75,2025,197,17.07
41.5,-83.125,2025,197,17.31
41.5,-82.5,2025,197,17.53
42,-83.75,2025,197,17.03
42,-83.125,2025,197,17.5
42,-82.5,2025,197,17.57
42.5,-83.75,2025,197,16.63
42.5,-83.125,2025,197,16.73
42.5,-82.5,2025,197,16.53
41,-83.75,2025,198,14.92
41,-83.125,2025,198,15.23
41,-82.5,2025,198,15.69
41.5,-83.75,2025,198,14.03
41.5,-83.125,2025,198,14.81
41.5,-82.5,2025,198,15.71
42,-83.75,2025,198,13.52
42,-83.125,2025,198,14.44
42,-82.5,2025,198,15.2
42.5,-83.75,2025,198,13.01
42.5,-83.125,2025,198,13.41
42.5,-82.5,2025,198,14.09
41,-83.75,2025,199,12.81
41,-83.125,2025,199,12.53
41,-82.5,2025,199,12.35
41.5,-83.75,2025,199,11.14
41.5,-83.125,2025,199,11.27
41.5,-82.5,2025,199,11.43
42,-83.75,2025,199,10.12
42,-83.125,2025,199,10.21
42,-82.5,2025,199,10.33
42.5,-83.75,2025,199,9.17
42.5,-83.125,2025,199,9.05
42.5,-82.5,2025,199,9.04
41,-83.75,2025,200,14.93
41,-83.125,2025,200,14.34
41,-82.5,2025,200,13.48
41.5,-83.75,2025,200,13.72
41.5,-83.125,2025,200,13.61
41.5,-82.5,2025,200,13.09
42,-83.75,2025,200,13.44
42,-83.125,2025,200,13.3
42,-82.5,2025,200,12.13
42.5,-83.75,2025,200,13.15
42.5,-83.125,2025,200,12.61
42.5,-82.5,2025,200,11.15
41,-83.75,2025,201,16.51
41,-83.125,2025,201,16.39
41,-82.5,2025,201,16.33
41.5,-83.75,2025,201,15.22
41.5,-83.125,2025,201,15.43
41.5,-82.5,2025,201,15.69
42,-83.75,2025,201,13.9
42,-83.125,2025,201,14.32
42,-82.5,2025,201,14.59
42.5,-83.75,2025,201,12.8
42.5,-83.125,2025,201,12.93
42.5,-82.5,2025,201,13.06
41,-83.75,2025,202,10.36
41,-83.125,2025,202,10.12
41,-82.5,2025,202,10.14
41.5,-83.75,2025,202,9.84
41.5,-83.125,2025,202,10.19
41.5,-82.5,2025,202,10.64
42,-83.75,2025,202,9.69
42,-83.125,2025,202,10.14
42,-82.5,2025,202,10.54
42.5,-83.75,2025,202,9.27
42.5,-83.125,2025,202,9.49
42.5,-82.5,2025,202,9.64
41,-83.75,2025,203,8.94
41,-83.125,2025,203,8.71
41,-82.5,2025,203,8.48
41.5,-83.75,2025,203,8.1
41.5,-83.125,2025,203,8.93
41.5,-82.5,2025,203,9.36
42,-83.75,2025,203,7.95
42,-83.125,2025,203,8.97
42,-82.5,2025,203,9.49
42.5,-83.75,2025,203,7.8
42.5,-83.125,2025,203,8.32
42.5,-82.5,2025,203,8.74
41,-83.75,2025,204,9.94
41,-83.125,2025,204,9.44
41,-82.5,2025,204,9.41
41.5,-83.75,2025,204,9.45
41.5,-83.125,2025,204,9.78
41.5,-82.5,2025,204,10.02
42,-83.75,2025,204,9.92
42,-83.125,2025,204,10.32
42,-82.5,2025,204,10.41
42.5,-83.75,2025,204,9.74
42.5,-83.125,2025,204,9.83
42.5,-82.5,2025,204,9.71
41,-83.75,2025,205,15.54
41,-83.125,2025,205,15.2
41,-82.5,2025,205,14.55
41.5,-83.75,2025,205,14.69
41.5,-83.125,2025,205,15.09
41.5,-82.5,2025,205,15.42
42,-83.75,2025,205,15.08
42,-83.125,2025,205,15.59
42,-82.5,2025,205,15.77
42.5,-83.75,2025,205,15.43
42.5,-83.125,2025,205,15.34
42.5,-82.5,2025,205,15.14
41,-83.75,2025,206,18.65
41,-83.125,2025,206,18.3
41,-82.5,2025,206,18.25
41.5,-83.75,2025,206,17.54
41.5,-83.125,2025,206,17.74
41.5,-82.5,2025,206,18
42,-83.75,2025,206,16.98
42,-83.125,2025,206,16.97
42,-82.5,2025,206,17.06
42.5,-83.75,2025,206,15.41
42.5,-83.125,2025,206,15.42
42.5,-82.5,2025,206,15.44
41,-83.75,2025,207,18.34
41,-83.125,2025,207,18.07
41,-82.5,2025,207,17.84
41.5,-83.75,2025,207,18.38
41.5,-83.125,2025,207,18.28
41.5,-82.5,2025,207,17.99
42,-83.75,2025,207,18.07
42,-83.125,2025,207,17.7
42,-82.5,2025,207,17.08
42.5,-83.75,2025,207,17.22
42.5,-83.125,2025,207,16.53
42.5,-82.5,2025,207,16.02
41,-83.75,2025,208,18.46
41,-83.125,2025,208,18.14
41,-82.5,2025,208,17.91
41.5,-83.75,2025,208,16.58
41.5,-83.125,2025,208,16.69
41.5,-82.5,2025,208,17.52
42,-83.75,2025,208,14.75
42,-83.125,2025,208,15.63
42,-82.5,2025,208,16.35
42.5,-83.75,2025,208,14.79
42.5,-83.125,2025,208,15.26
42.5,-82.5,2025,208,16.15
41,-83.75,2025,209,18.29
41,-83.125,2025,209,18.04
41,-82.5,2025,209,17.24
41.5,-83.75,2025,209,17.23
41.5,-83.125,2025,209,17.09
41.5,-82.5,2025,209,16.68
42,-83.75,2025,209,15.69
42,-83.125,2025,209,16.3
42,-82.5,2025,209,16.03
42.5,-83.75,2025,209,14.9
42.5,-83.125,2025,209,15.22
42.5,-82.5,2025,209,15.54
41,-83.75,2025,210,15.55
41,-83.125,2025,210,15.96
41,-82.5,2025,210,16.05
41.5,-83.75,2025,210,14.64
41.5,-83.125,2025,210,15.82
41.5,-82.5,2025,210,16.2
42,-83.75,2025,210,14.51
42,-83.125,2025,210,15.34
42,-82.5,2025,210,16
42.5,-83.75,2025,210,13.52
42.5,-83.125,2025,210,14.22
42.5,-82.5,2025,210,15.07
41,-83.75,2025,211,14.82
41,-83.125,2025,211,14.68
41,-82.5,2025,211,14.74
41.5,-83.75,2025,211,14.53
41.5,-83.125,2025,211,14.97
41.5,-82.5,2025,211,15.56
42,-83.75,2025,211,14.73
42,-83.125,2025,211,15.11
42,-82.5,2025,211,15.45
42.5,-83.75,2025,211,14.29
42.5,-83.125,2025,211,14.18
42.5,-82.5,2025,211,14.23
41,-83.75,2025,212,12.71
41,-83.125,2025,212,13.1
41,-82.5,2025,212,13.43
41.5,-83.75,2025,212,11.68
41.5,-83.125,2025,212,12.78
41.5,-82.5,2025,212,13.7
42,-83.75,2025,212,10.87
42,-83.125,2025,212,12.11
42,-82.5,2025,212,12.7
42.5,-83.75,2025,212,10.26
42.5,-83.125,2025,212,10.53
42.5,-82.5,2025,212,10.84
41,-83.75,2025,213,8.83
41,-83.125,2025,213,9.13
41,-82.5,2025,213,9.4
41.5,-83.75,2025,213,8.33
41.5,-83.125,2025,213,9.28
41.5,-82.5,2025,213,10.2
42,-83.75,2025,213,8.36
42,-83.125,2025,213,9.41
42,-82.5,2025,213,9.87
42.5,-83.75,2025,213,8
42.5,-83.125,2025,213,8.41
42.5,-82.5,2025,213,8.56
41,-83.75,2025,214,8.7
41,-83.125,2025,214,8.55
41,-82.5,2025,214,8.26
41.5,-83.75,2025,214,8.06
41.5,-83.125,2025,214,8.95
41.5,-82.5,2025,214,9.32
42,-83.75,2025,214,8.14
42,-83.125,2025,214,8.9
42,-82.5,2025,214,9.19
42.5,-83.75,2025,214,8.17
42.5,-83.125,2025,214,8.47
42.5,-82.5,2025,214,8.45
41,-83.75,2025,215,8.27
41,-83.125,2025,215,8.43
41,-82.5,2025,215,8.55
41.5,-83.75,2025,215,8.15
41.5,-83.125,2025,215,9.02
41.5,-82.5,2025,215,9.48
42,-83.75,2025,215,8.58
42,-83.125,2025,215,9.27
42,-82.5,2025,215,9.52
42.5,-83.75,2025,215,8.94
42.5,-83.125,2025,215,9.48
42.5,-82.5,2025,215,9.43
41,-83.75,2025,216,9.12
41,-83.125,2025,216,9.18
41,-82.5,2025,216,9.33
41.5,-83.75,2025,216,9.65
41.5,-83.125,2025,216,10.66
41.5,-82.5,2025,216,10.96
42,-83.75,2025,216,10.01
42,-83.125,2025,216,11
42,-82.5,2025,216,11.41
42.5,-83.75,2025,216,9.69
42.5,-83.125,2025,216,10.28
42.5,-82.5,2025,216,10.46
41,-83.75,2025,217,10.7
41,-83.125,2025,217,10.52
41,-82.5,2025,217,10.8
41.5,-83.75,2025,217,10.87
41.5,-83.125,2025,217,11.72
41.5,-82.5,2025,217,12.06
42,-83.75,2025,217,10.84
42,-83.125,2025,217,11.65
42,-82.5,2025,217,12.04
42.5,-83.75,2025,217,10.25
42.5,-83.125,2025,217,10.56
42.5,-82.5,2025,217,10.52
41,-83.75,2025,218,12
41,-83.125,2025,218,10.82
41,-82.5,2025,218,9.95
41.5,-83.75,2025,218,11.39
41.5,-83.125,2025,218,11.55
41.5,-82.5,2025,218,11.6
42,-83.75,2025,218,11.93
42,-83.125,2025,218,12.46
42,-82.5,2025,218,12.51
42.5,-83.75,2025,218,11.57
42.5,-83.125,2025,218,11.45
42.5,-82.5,2025,218,11.3
41,-83.75,2025,219,12.11
41,-83.125,2025,219,11.41
41,-82.5,2025,219,11.13
41.5,-83.75,2025,219,11.17
41.5,-83.125,2025,219,11.67
41.5,-82.5,2025,219,11.9
42,-83.75,2025,219,11.93
42,-83.125,2025,219,12.31
42,-82.5,2025,219,12.2
42.5,-83.75,2025,219,11.71
42.5,-83.125,2025,219,11.57
42.5,-82.5,2025,219,11.26
41,-83.75,2025,220,13.13
41,-83.125,2025,220,12.39
41,-82.5,2025,220,12.04
41.5,-83.75,2025,220,12.76
41.5,-83.125,2025,220,13.05
41.5,-82.5,2025,220,13.35
42,-83.75,2025,220,13.35
42,-83.125,2025,220,13.94
42,-82.5,2025,220,14.11
42.5,-83.75,2025,220,13.02
42.5,-83.125,2025,220,13.17
42.5,-82.5,2025,220,13.27
41,-83.75,2025,221,13.76
41,-83.125,2025,221,13.01
41,-82.5,2025,221,12.71
41.5,-83.75,2025,221,13.55
41.5,-83.125,2025,221,13.88
41.5,-82.5,2025,221,14.26
42,-83.75,2025,221,14.35
42,-83.125,2025,221,14.81
42,-82.5,2025,221,14.83
42.5,-83.75,2025,221,14.15
42.5,-83.125,2025,221,13.96
42.5,-82.5,2025,221,13.82
41,-83.75,2025,222,13.13
41,-83.125,2025,222,12.51
41,-82.5,2025,222,11.87
41.5,-83.75,2025,222,13.01
41.5,-83.125,2025,222,13.28
41.5,-82.5,2025,222,13.62
42,-83.75,2025,222,13.96
42,-83.125,2025,222,14.44
42,-82.5,2025,222,14.49
42.5,-83.75,2025,222,13.69
42.5,-83.125,2025,222,13.69
42.5,-82.5,2025,222,13.6
41,-83.75,2025,223,12.78
41,-83.125,2025,223,12.7
41,-82.5,2025,223,12.4
41.5,-83.75,2025,223,12.05
41.5,-83.125,2025,223,13.46
41.5,-82.5,2025,223,14.25
42,-83.75,2025,223,12.93
42,-83.125,2025,223,14.62
42,-82.5,2025,223,15.12
42.5,-83.75,2025,223,12.93
42.5,-83.125,2025,223,13.65
42.5,-82.5,2025,223,13.99
41,-83.75,2025,224,14.58
41,-83.125,2025,224,14.33
41,-82.5,2025,224,13.63
41.5,-83.75,2025,224,14.23
41.5,-83.125,2025,224,15.19
41.5,-82.5,2025,224,15.66
42,-83.75,2025,224,14.6
42,-83.125,2025,224,16
42,-82.5,2025,224,16.51
42.5,-83.75,2025,224,14.7
42.5,-83.125,2025,224,15.19
42.5,-82.5,2025,224,15.43
41,-83.75,2025,225,15.14
41,-83.125,2025,225,15.54
41,-82.5,2025,225,15.88
41.5,-83.75,2025,225,14.96
41.5,-83.125,2025,225,15.91
41.5,-82.5,2025,225,16.37
42,-83.75,2025,225,14.7
42,-83.125,2025,225,15.54
42,-82.5,2025,225,16.07
42.5,-83.75,2025,225,13.95
42.5,-83.125,2025,225,14.48
42.5,-82.5,2025,225,15.14
41,-83.75,2025,226,12.85
41,-83.125,2025,226,12.67
41,-82.5,2025,226,12.54
41.5,-83.75,2025,226,12.19
41.5,-83.125,2025,226,12.45
41.5,-82.5,2025,226,12.83
42,-83.75,2025,226,11.72
42,-83.125,2025,226,12.43
42,-82.5,2025,226,12.97
42.5,-83.75,2025,226,11.42
42.5,-83.125,2025,226,12
42.5,-82.5,2025,226,12.18
41,-83.75,2025,227,10.43
41,-83.125,2025,227,10.7
41,-82.5,2025,227,11.04
41.5,-83.75,2025,227,10.29
41.5,-83.125,2025,227,11.77
41.5,-82.5,2025,227,11.94
42,-83.75,2025,227,11.47
42,-83.125,2025,227,12.08
42,-82.5,2025,227,12.23
42.5,-83.75,2025,227,11.2
42.5,-83.125,2025,227,11.58
42.5,-82.5,2025,227,11.65
41,-83.75,2025,228,13.7
41,-83.125,2025,228,13.16
41,-82.5,2025,228,12.57
41.5,-83.75,2025,228,12.98
41.5,-83.125,2025,228,13.41
41.5,-82.5,2025,228,13.14
42,-83.75,2025,228,13.82
42,-83.125,2025,228,14.1
42,-82.5,2025,228,13.43
42.5,-83.75,2025,228,13.45
42.5,-83.125,2025,228,13.08
42.5,-82.5,2025,228,12.42
41,-83.75,2025,229,14.4
41,-83.125,2025,229,14.32
41,-82.5,2025,229,14.32
41.5,-83.75,2025,229,13.94
41.5,-83.125,2025,229,14.53
41.5,-82.5,2025,229,15.18
42,-83.75,2025,229,13.61
42,-83.125,2025,229,14.43
42,-82.5,2025,229,14.89
42.5,-83.75,2025,229,12.91
42.5,-83.125,2025,229,13.06
42.5,-82.5,2025,229,13.58
41,-83.75,2025,230,9.7
41,-83.125,2025,230,9.97
41,-82.5,2025,230,10.28
41.5,-83.75,2025,230,9.36
41.5,-83.125,2025,230,10.79
41.5,-82.5,2025,230,11.4
42,-83.75,2025,230,9.79
42,-83.125,2025,230,11.16
42,-82.5,2025,230,11.4
42.5,-83.75,2025,230,9.06
42.5,-83.125,2025,230,10.03
42.5,-82.5,2025,230,10.11
41,-83.75,2025,231,13.77
41,-83.125,2025,231,13.45
41,-82.5,2025,231,13.2
41.5,-83.75,2025,231,13.8
41.5,-83.125,2025,231,14.27
41.5,-82.5,2025,231,14.15
42,-83.75,2025,231,14.27
42,-83.125,2025,231,14.58
42,-82.5,2025,231,13.95
42.5,-83.75,2025,231,13.75
42.5,-83.125,2025,231,13.69
42.5,-82.5,2025,231,13.23
41,-83.75,2025,232,12.6
41,-83.125,2025,232,13.13
41,-82.5,2025,232,13.78
41.5,-83.75,2025,232,12.09
41.5,-83.125,2025,232,13.12
41.5,-82.5,2025,232,14.17
42,-83.75,2025,232,11.61
42,-83.125,2025,232,12.77
42,-82.5,2025,232,13.76
42.5,-83.75,2025,232,11.05
42.5,-83.125,2025,232,11.64
42.5,-82.5,2025,232,12.69
41,-83.75,2025,233,11.26
41,-83.125,2025,233,12.07
41,-82.5,2025,233,12.41
41.5,-83.75,2025,233,10.71
41.5,-83.125,2025,233,12.1
41.5,-82.5,2025,233,13.1
42,-83.75,2025,233,10.83
42,-83.125,2025,233,11.91
42,-82.5,2025,233,12.64
42.5,-83.75,2025,233,10.56
42.5,-83.125,2025,233,10.96
42.5,-82.5,2025,233,11.35
41,-83.75,2025,234,10.61
41,-83.125,2025,234,11.35
41,-82.5,2025,234,11.63
41.5,-83.75,2025,234,10.18
41.5,-83.125,2025,234,11.49
41.5,-82.5,2025,234,12.26
42,-83.75,2025,234,10.27
42,-83.125,2025,234,11.45
42,-82.5,2025,234,12.08
42.5,-83.75,2025,234,10.05
42.5,-83.125,2025,234,10.68
42.5,-82.5,2025,234,11.1
41,-83.75,2025,235,10.48
41,-83.125,2025,235,10.66
41,-82.5,2025,235,11.03
41.5,-83.75,2025,235,10.43
41.5,-83.125,2025,235,11.53
41.5,-82.5,2025,235,12.31
42,-83.75,2025,235,11.05
42,-83.125,2025,235,12.17
42,-82.5,2025,235,12.69
42.5,-83.75,2025,235,10.91
42.5,-83.125,2025,235,11.44
42.5,-82.5,2025,235,11.94
41,-83.75,2025,236,8.58
41,-83.125,2025,236,8.88
41,-82.5,2025,236,9.73
41.5,-83.75,2025,236,8.37
41.5,-83.125,2025,236,9.36
41.5,-82.5,2025,236,10.5
42,-83.75,2025,236,8.68
42,-83.125,2025,236,9.75
42,-82.5,2025,236,10.39
42.5,-83.75,2025,236,8.42
42.5,-83.125,2025,236,8.74
42.5,-82.5,2025,236,9.44
41,-83.75,2025,237,7.87
41,-83.125,2025,237,8.1
41,-82.5,2025,237,8.55
41.5,-83.75,2025,237,7.43
41.5,-83.125,2025,237,8.37
41.5,-82.5,2025,237,9.59
42,-83.75,2025,237,7.53
42,-83.125,2025,237,8.71
42,-82.5,2025,237,9.4
42.5,-83.75,2025,237,7.3
42.5,-83.125,2025,237,7.76
42.5,-82.5,2025,237,8.33
41,-83.75,2025,238,6.27
41,-83.125,2025,238,6.44
41,-82.5,2025,238,7
41.5,-83.75,2025,238,5.98
41.5,-83.125,2025,238,6.93
41.5,-82.5,2025,238,7.97
42,-83.75,2025,238,6.29
42,-83.125,2025,238,7.31
42,-82.5,2025,238,7.98
42.5,-83.75,2025,238,6.25
42.5,-83.125,2025,238,6.7
42.5,-82.5,2025,238,7.26
41,-83.75,2025,239,5.98
41,-83.125,2025,239,6.02
41,-82.5,2025,239,6.12
41.5,-83.75,2025,239,5.96
41.5,-83.125,2025,239,6.73
41.5,-82.5,2025,239,7.36
42,-83.75,2025,239,6.57
42,-83.125,2025,239,7.44
42,-82.5,2025,239,7.9
42.5,-83.75,2025,239,6.61
42.5,-83.125,2025,239,7.09
42.5,-82.5,2025,239,7.35
41,-83.75,2025,240,8.63
41,-83.125,2025,240,8.43
41,-82.5,2025,240,7.87
41.5,-83.75,2025,240,8.72
41.5,-83.125,2025,240,9.12
41.5,-82.5,2025,240,9.57
42,-83.75,2025,240,9
42,-83.125,2025,240,9.64
42,-82.5,2025,240,10.02
42.5,-83.75,2025,240,8.87
42.5,-83.125,2025,240,8.84
42.5,-82.5,2025,240,9.11
41,-83.75,2025,241,6.93
41,-83.125,2025,241,7.02
41,-82.5,2025,241,7.38
41.5,-83.75,2025,241,6.36
41.5,-83.125,2025,241,6.97
41.5,-82.5,2025,241,7.81
42,-83.75,2025,241,6.46
42,-83.125,2025,241,7.06
42,-82.5,2025,241,7.77
42.5,-83.75,2025,241,6.28
42.5,-83.125,2025,241,6.61
42.5,-82.5,2025,241,6.98
41,-83.75,2025,242,5.97
41,-83.125,2025,242,6.1
41,-82.5,2025,242,6.27
41.5,-83.75,2025,242,5.98
41.5,-83.125,2025,242,6.64
41.5,-82.5,2025,242,7.16
42,-83.75,2025,242,6.71
42,-83.125,2025,242,7.13
42,-82.5,2025,242,7.46
42.5,-83.75,2025,242,6.8
42.5,-83.125,2025,242,6.96
42.5,-82.5,2025,242,7.15
41,-83.75,2025,243,6.52
41,-83.125,2025,243,6.81
41,-82.5,2025,243,7.12
41.5,-83.75,2025,243,6.48
41.5,-83.125,2025,243,7.49
41.5,-82.5,2025,243,8.28
42,-83.75,2025,243,7.22
42,-83.125,2025,243,7.96
42,-82.5,2025,243,8.29
42.5,-83.75,2025,243,7.26
42.5,-83.125,2025,243,7.59
42.5,-82.5,2025,243,7.62
41,-83.75,2025,244,7.77
41,-83.125,2025,244,7.74
41,-82.5,2025,244,7.71
41.5,-83.75,2025,244,8.03
41.5,-83.125,2025,244,8.96
41.5,-82.5,2025,244,9.24
42,-83.75,2025,244,8.48
42,-83.125,2025,244,9.3
42,-82.5,2025,244,9.45
42.5,-83.75,2025,244,7.73
42.5,-83.125,2025,244,8.3
42.5,-82.5,2025,244,8.6
41,-83.75,2025,245,6.84
41,-83.125,2025,245,6.78
41,-82.5,2025,245,7.18
41.5,-83.75,2025,245,7.87
