-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2025 through 06/28/2026 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,QV2M
42,-81.25,2025,205,15.49
42,-80.625,2025,205,14.56
42,-80,2025,205,13.84
42.5,-81.875,2025,205,14.72
42.5,-81.25,2025,205,15.33
42.5,-80.625,2025,205,15.14
42.5,-80,2025,205,15.4
41,-81.875,2025,206,18.08
41,-81.25,2025,206,17.55
41,-80.625,2025,206,17.2
41,-80,2025,206,17.18
41.5,-81.875,2025,206,18.05
41.5,-81.25,2025,206,17.38
41.5,-80.625,2025,206,16.96
41.5,-80,2025,206,16.58
42,-81.875,2025,206,17.26
42,-81.25,2025,206,17.53
42,-80.625,2025,206,17.04
42,-80,2025,206,16.31
42.5,-81.875,2025,206,14.82
42.5,-81.25,2025,206,15.55
42.5,-80.625,2025,206,15.89
42.5,-80,2025,206,16.29
41,-81.875,2025,207,17.5
41,-81.25,2025,207,17.06
41,-80.625,2025,207,17.32
41,-80,2025,207,17.57
41.5,-81.875,2025,207,17.85
41.5,-81.25,2025,207,17.39
41.5,-80.625,2025,207,17.31
41.5,-80,2025,207,17.13
42,-81.875,2025,207,17.22
42,-81.25,2025,207,17.5
42,-80.625,2025,207,16.91
42,-80,2025,207,16.42
42.5,-81.875,2025,207,15.59
42.5,-81.25,2025,207,16.76
42.5,-80.625,2025,207,16.59
42.5,-80,2025,207,16.81
41,-81.875,2025,208,17.64
41,-81.25,2025,208,16.89
41,-80.625,2025,208,16.42
41,-80,2025,208,16.74
41.5,-81.875,2025,208,17.52
41.5,-81.25,2025,208,16.42
41.5,-80.625,2025,208,16.09
41.5,-80,2025,208,15.98
42,-81.875,2025,208,17.21
42,-81.25,2025,208,17.3
42,-80.625,2025,208,16.62
42,-80,2025,208,15.87
42.5,-81.875,2025,208,15.77
42.5,-81.25,2025,208,16.34
42.5,-80.625,2025,208,16.08
42.5,-80,2025,208,16.52
41,-81.875,2025,209,15.66
41,-81.25,2025,209,14
41,-80.625,2025,209,12.7
41,-80,2025,209,13.11
41.5,-81.875,2025,209,15.49
41.5,-81.25,2025,209,13.84
41.5,-80.625,2025,209,12.86
41.5,-80,2025,209,12.94
42,-81.875,2025,209,15.65
42,-81.25,2025,209,15.75
42,-80.625,2025,209,14.27
42,-80,2025,209,13.43
42.5,-81.875,2025,209,14.83
42.5,-81.25,2025,209,14.77
42.5,-80.625,2025,209,13.98
42.5,-80,2025,209,14.39
41,-81.875,2025,210,15.45
41,-81.25,2025,210,14.79
41,-80.625,2025,210,14.5
41,-80,2025,210,13.87
41.5,-81.875,2025,210,15.62
41.5,-81.25,2025,210,14.21
41.5,-80.625,2025,210,13.4
41.5,-80,2025,210,12.81
42,-81.875,2025,210,16.18
42,-81.25,2025,210,16.04
42,-80.625,2025,210,14.52
42,-80,2025,210,13.44
42.5,-81.875,2025,210,14.39
42.5,-81.25,2025,210,15.2
42.5,-80.625,2025,210,14.97
42.5,-80,2025,210,15.52
41,-81.875,2025,211,14.32
41,-81.25,2025,211,13.62
41,-80.625,2025,211,13.19
41,-80,2025,211,13.54
41.5,-81.875,2025,211,15.21
41.5,-81.25,2025,211,14.22
41.5,-80.625,2025,211,13.52
41.5,-80,2025,211,13.04
42,-81.875,2025,211,15.25
42,-81.25,2025,211,15.82
42,-80.625,2025,211,14.74
42,-80,2025,211,13.67
42.5,-81.875,2025,211,13.29
42.5,-81.25,2025,211,14.07
42.5,-80.625,2025,211,13.79
42.5,-80,2025,211,14.34
41,-81.875,2025,212,13.02
41,-81.25,2025,212,12.6
41,-80.625,2025,212,12.62
41,-80,2025,212,12.88
41.5,-81.875,2025,212,13.47
41.5,-81.25,2025,212,12.36
41.5,-80.625,2025,212,11.94
41.5,-80,2025,212,11.71
42,-81.875,2025,212,13.27
42,-81.25,2025,212,13.45
42,-80.625,2025,212,12.32
42,-80,2025,212,11.55
42.5,-81.875,2025,212,10.53
42.5,-81.25,2025,212,11.83
42.5,-80.625,2025,212,11.47
42.5,-80,2025,212,11.88
41,-81.875,2025,213,8.8
41,-81.25,2025,213,8.1
41,-80.625,2025,213,7.81
41,-80,2025,213,7.76
41.5,-81.875,2025,213,9.91
41.5,-81.25,2025,213,8.56
41.5,-80.625,2025,213,8.05
41.5,-80,2025,213,7.52
42,-81.875,2025,213,10.2
42,-81.25,2025,213,10.25
42,-80.625,2025,213,9.28
42,-80,2025,213,8.3
42.5,-81.875,2025,213,8.33
42.5,-81.25,2025,213,9.12
42.5,-80.625,2025,213,8.99
42.5,-80,2025,213,9.19
41,-81.875,2025,214,7.48
41,-81.25,2025,214,6.77
41,-80.625,2025,214,6.41
41,-80,2025,214,6.44
41.5,-81.875,2025,214,8.66
41.5,-81.25,2025,214,7.49
41.5,-80.625,2025,214,6.96
41.5,-80,2025,214,6.6
42,-81.875,2025,214,9.01
42,-81.25,2025,214,8.82
42,-80.625,2025,214,7.89
42,-80,2025,214,7.38
42.5,-81.875,2025,214,7.74
42.5,-81.25,2025,214,8.2
42.5,-80.625,2025,214,7.61
42.5,-80,2025,214,8.01
41,-81.875,2025,215,8.13
41,-81.25,2025,215,7.77
41,-80.625,2025,215,7.67
41,-80,2025,215,7.53
41.5,-81.875,2025,215,9.28
41.5,-81.25,2025,215,8.16
41.5,-80.625,2025,215,7.76
41.5,-80,2025,215,7.39
42,-81.875,2025,215,9.4
42,-81.25,2025,215,9.33
42,-80.625,2025,215,8.36
42,-80,2025,215,7.77
42.5,-81.875,2025,215,8.78
42.5,-81.25,2025,215,9.32
42.5,-80.625,2025,215,8.66
42.5,-80,2025,215,9.14
41,-81.875,2025,216,8.87
41,-81.25,2025,216,8.46
41,-80.625,2025,216,8.16
41,-80,2025,216,8.06
41.5,-81.875,2025,216,10.86
41.5,-81.25,2025,216,9.23
41.5,-80.625,2025,216,8.82
41.5,-80,2025,216,8.39
42,-81.875,2025,216,11.63
42,-81.25,2025,216,11.75
42,-80.625,2025,216,10.41
42,-80,2025,216,9.52
42.5,-81.875,2025,216,9.8
42.5,-81.25,2025,216,10.45
42.5,-80.625,2025,216,10.2
42.5,-80,2025,216,10.8
41,-81.875,2025,217,10.59
41,-81.25,2025,217,10.07
41,-80.625,2025,217,8.81
41,-80,2025,217,8.34
41.5,-81.875,2025,217,11.59
41.5,-81.25,2025,217,9.85
41.5,-80.625,2025,217,9.1
41.5,-80,2025,217,8.19
42,-81.875,2025,217,12.48
42,-81.25,2025,217,12.61
42,-80.625,2025,217,10.67
42,-80,2025,217,9.04
42.5,-81.875,2025,217,9.7
42.5,-81.25,2025,217,11.27
42.5,-80.625,2025,217,11.18
42.5,-80,2025,217,11.47
41,-81.875,2025,218,8.85
41,-81.25,2025,218,7.93
41,-80.625,2025,218,7.49
41,-80,2025,218,7.09
41.5,-81.875,2025,218,10.76
41.5,-81.25,2025,218,8.48
41.5,-80.625,2025,218,7.83
41.5,-80,2025,218,7.44
42,-81.875,2025,218,12.53
42,-81.25,2025,218,12.04
42,-80.625,2025,218,10.35
42,-80,2025,218,9.46
42.5,-81.875,2025,218,11.35
42.5,-81.25,2025,218,12.85
42.5,-80.625,2025,218,12.1
42.5,-80,2025,218,12.8
41,-81.875,2025,219,10.47
41,-81.25,2025,219,9.83
41,-80.625,2025,219,9.54
41,-80,2025,219,9.33
41.5,-81.875,2025,219,11.21
41.5,-81.25,2025,219,9.71
41.5,-80.625,2025,219,9.66
41.5,-80,2025,219,9.04
42,-81.875,2025,219,12.01
42,-81.25,2025,219,11.94
42,-80.625,2025,219,10.94
42,-80,2025,219,9.79
42.5,-81.875,2025,219,10.37
42.5,-81.25,2025,219,11.83
42.5,-80.625,2025,219,11.55
42.5,-80,2025,219,11.86
41,-81.875,2025,220,11.78
41,-81.25,2025,220,11.27
41,-80.625,2025,220,10.44
41,-80,2025,220,10.12
41.5,-81.875,2025,220,12.85
41.5,-81.25,2025,220,11.59
41.5,-80.625,2025,220,10.73
41.5,-80,2025,220,10.06
42,-81.875,2025,220,14.03
42,-81.25,2025,220,13.41
42,-80.625,2025,220,11.91
42,-80,2025,220,10.77
42.5,-81.875,2025,220,12.88
42.5,-81.25,2025,220,13.59
42.5,-80.625,2025,220,12.69
42.5,-80,2025,220,12.97
41,-81.875,2025,221,12.33
41,-81.25,2025,221,11.47
41,-80.625,2025,221,10.26
41,-80,2025,221,9.05
41.5,-81.875,2025,221,13.77
41.5,-81.25,2025,221,12.26
41.5,-80.625,2025,221,11.06
41.5,-80,2025,221,9.79
42,-81.875,2025,221,15.03
42,-81.25,2025,221,14.18
42,-80.625,2025,221,12.81
42,-80,2025,221,11.21
42.5,-81.875,2025,221,13.51
42.5,-81.25,2025,221,14.44
42.5,-80.625,2025,221,13.71
42.5,-80,2025,221,13.71
41,-81.875,2025,222,11.13
41,-81.25,2025,222,10.12
41,-80.625,2025,222,9.32
41,-80,2025,222,8.57
41.5,-81.875,2025,222,12.95
41.5,-81.25,2025,222,10.74
41.5,-80.625,2025,222,9.49
41.5,-80,2025,222,8.45
42,-81.875,2025,222,14.74
42,-81.25,2025,222,13.28
42,-80.625,2025,222,11.46
42,-80,2025,222,9.63
42.5,-81.875,2025,222,13.22
42.5,-81.25,2025,222,14.2
42.5,-80.625,2025,222,13.03
42.5,-80,2025,222,12.69
41,-81.875,2025,223,11.66
41,-81.25,2025,223,11
41,-80.625,2025,223,10.58
41,-80,2025,223,10.43
41.5,-81.875,2025,223,13.41
41.5,-81.25,2025,223,11.28
41.5,-80.625,2025,223,10.39
41.5,-80,2025,223,9.91
42,-81.875,2025,223,15.22
42,-81.25,2025,223,13.96
42,-80.625,2025,223,11.85
42,-80,2025,223,10.71
42.5,-81.875,2025,223,13.33
42.5,-81.25,2025,223,14.18
42.5,-80.625,2025,223,12.81
42.5,-80,2025,223,13.36
41,-81.875,2025,224,12.8
41,-81.25,2025,224,12.39
41,-80.625,2025,224,12.04
41,-80,2025,224,11.87
41.5,-81.875,2025,224,14.83
41.5,-81.25,2025,224,12.94
41.5,-80.625,2025,224,12.44
41.5,-80,2025,224,12.15
42,-81.875,2025,224,16.85
42,-81.25,2025,224,16.4
42,-80.625,2025,224,14.45
42,-80,2025,224,13.65
42.5,-81.875,2025,224,14.89
42.5,-81.25,2025,224,15.97
42.5,-80.625,2025,224,15.19
42.5,-80,2025,224,15.77
41,-81.875,2025,225,15.67
41,-81.25,2025,225,15.47
41,-80.625,2025,225,15.45
41,-80,2025,225,15.1
41.5,-81.875,2025,225,16.4
41.5,-81.25,2025,225,15.75
41.5,-80.625,2025,225,15.18
41.5,-80,2025,225,14.36
42,-81.875,2025,225,16.24
42,-81.25,2025,225,16.3
42,-80.625,2025,225,15.95
42,-80,2025,225,15.15
42.5,-81.875,2025,225,14.71
42.5,-81.25,2025,225,15.12
42.5,-80.625,2025,225,15.31
42.5,-80,2025,225,16.18
41,-81.875,2025,226,11.97
41,-81.25,2025,226,11.84
41,-80.625,2025,226,11.96
41,-80,2025,226,12.09
41.5,-81.875,2025,226,12.54
41.5,-81.25,2025,226,12.02
41.5,-80.625,2025,226,12.01
41.5,-80,2025,226,11.76
42,-81.875,2025,226,12.61
42,-81.25,2025,226,12.68
42,-80.625,2025,226,12.6
42,-80,2025,226,12.15
42.5,-81.875,2025,226,11.05
42.5,-81.25,2025,226,11.55
42.5,-80.625,2025,226,11.52
42.5,-80,2025,226,12.47
41,-81.875,2025,227,10.51
41,-81.25,2025,227,9.9
41,-80.625,2025,227,9.82
41,-80,2025,227,9.67
41.5,-81.875,2025,227,11.55
41.5,-81.25,2025,227,10.23
41.5,-80.625,2025,227,9.83
41.5,-80,2025,227,9.37
42,-81.875,2025,227,12
42,-81.25,2025,227,11.95
42,-80.625,2025,227,11.42
42,-80,2025,227,10.94
42.5,-81.875,2025,227,11.03
42.5,-81.25,2025,227,11.37
42.5,-80.625,2025,227,11.41
42.5,-80,2025,227,12.61
41,-81.875,2025,228,11.37
41,-81.25,2025,228,10.65
41,-80.625,2025,228,10.36
41,-80,2025,228,10.26
41.5,-81.875,2025,228,12.54
41.5,-81.25,2025,228,10.62
41.5,-80.625,2025,228,10.31
41.5,-80,2025,228,9.82
42,-81.875,2025,228,12.81
42,-81.25,2025,228,12.47
42,-80.625,2025,228,11.74
42,-80,2025,228,10.76
42.5,-81.875,2025,228,11.78
42.5,-81.25,2025,228,12.44
42.5,-80.625,2025,228,12.13
42.5,-80,2025,228,11.98
41,-81.875,2025,229,14.09
41,-81.25,2025,229,14.18
41,-80.625,2025,229,13.75
41,-80,2025,229,13.63
41.5,-81.875,2025,229,15.12
41.5,-81.25,2025,229,14.46
41.5,-80.625,2025,229,14.07
41.5,-80,2025,229,14
42,-81.875,2025,229,15.3
42,-81.25,2025,229,15.64
42,-80.625,2025,229,15.03
42,-80,2025,229,14.46
42.5,-81.875,2025,229,13.21
42.5,-81.25,2025,229,14.42
42.5,-80.625,2025,229,14.35
42.5,-80,2025,229,15.03
41,-81.875,2025,230,9.83
41,-81.25,2025,230,9.6
41,-80.625,2025,230,9.36
41,-80,2025,230,8.79
