-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2025 through 06/28/2026 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
WS10M     MERRA-2 Wind Speed at 10 Meters (m/s),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,WS10M
41,-83.75,2025,194,2.76
41,-83.125,2025,194,2.89
41,-82.5,2025,194,3.04
41.5,-83.75,2025,194,2.8
41.5,-83.125,2025,194,2.52
41.5,-82.5,2025,194,2.34
42,-83.75,2025,194,2.7
42,-83.125,2025,194,2.37
42,-82.5,2025,194,1.86
42.5,-83.75,2025,194,2.47
42.5,-83.125,2025,194,2.35
42.5,-82.5,2025,194,2.34
41,-83.75,2025,195,1.51
41,-83.125,2025,195,1.63
41,-82.5,2025,195,1.87
41.5,-83.75,2025,195,2.28
41.5,-83.125,2025,195,2.28
41.5,-82.5,2025,195,2.29
42,-83.75,2025,195,2.48
42,-83.125,2025,195,2.46
42,-82.5,2025,195,1.92
42.5,-83.75,2025,195,2.09
42.5,-83.125,2025,195,2.22
42.5,-82.5,2025,195,2.23
41,-83.75,2025,196,2.21
41,-83.125,2025,196,1.98
41,-82.5,2025,196,1.36
41.5,-83.75,2025,196,1.48
41.5,-83.125,2025,196,1.64
41.5,-82.5,2025,196,1.81
42,-83.75,2025,196,1.64
42,-83.125,2025,196,2.23
42,-82.5,2025,196,2.16
42.5,-83.75,2025,196,1.69
42.5,-83.125,2025,196,1.8
42.5,-82.5,2025,196,2.01
41,-83.75,2025,197,3.79
41,-83.125,2025,197,3.84
41,-82.5,2025,197,3.71
41.5,-83.75,2025,197,3.73
41.5,-83.125,2025,197,4.07
41.5,-82.5,2025,197,4.38
42,-83.75,2025,197,3.68
42,-83.125,2025,197,4.16
42,-82.5,2025,197,4.49
42.5,-83.75,2025,197,3.83
42.5,-83.125,2025,197,3.86
42.5,-82.5,2025,197,4.1
41,-83.75,2025,198,4.99
41,-83.125,2025,198,5.25
41,-82.5,2025,198,5.63
41.5,-83.75,2025,198,5.55
41.5,-83.125,2025,198,6.23
41.5,-82.5,2025,198,7.29
42,-83.75,2025,198,6.15
42,-83.125,2025,198,7.11
42,-82.5,2025,198,7.87
42.5,-83.75,2025,198,6.01
42.5,-83.125,2025,198,6.45
42.5,-82.5,2025,198,7.06
41,-83.75,2025,199,2.38
41,-83.125,2025,199,2.63
41,-82.5,2025,199,2.85
41.5,-83.75,2025,199,3.13
41.5,-83.125,2025,199,3.46
41.5,-82.5,2025,199,3.67
42,-83.75,2025,199,3.33
42,-83.125,2025,199,3.79
42,-82.5,2025,199,3.95
42.5,-83.75,2025,199,2.9
42.5,-83.125,2025,199,3.05
42.5,-82.5,2025,199,3.31
41,-83.75,2025,200,3.38
41,-83.125,2025,200,3.19
41,-82.5,2025,200,2.42
41.5,-83.75,2025,200,3.26
41.5,-83.125,2025,200,2.8
41.5,-82.5,2025,200,2.26
42,-83.75,2025,200,3.47
42,-83.125,2025,200,3.1
42,-82.5,2025,200,2.42
42.5,-83.75,2025,200,3.79
42.5,-83.125,2025,200,3.47
42.5,-82.5,2025,200,2.91
41,-83.75,2025,201,3.2
41,-83.125,2025,201,3.48
41,-82.5,2025,201,3.82
41.5,-83.75,2025,201,3.07
41.5,-83.125,2025,201,3.5
41.5,-82.5,2025,201,4.24
42,-83.75,2025,201,3.54
42,-83.125,2025,201,4.03
42,-82.5,2025,201,4.49
42.5,-83.75,2025,201,3.64
42.5,-83.125,2025,201,3.97
42.5,-82.5,2025,201,4.52
41,-83.75,2025,202,2.91
41,-83.125,2025,202,3.2
41,-82.5,2025,202,3.5
41.5,-83.75,2025,202,2.8
41.5,-83.125,2025,202,3.48
41.5,-82.5,2025,202,4.05
42,-83.75,2025,202,2.74
42,-83.125,2025,202,3.72
42,-82.5,2025,202,4.08
42.5,-83.75,2025,202,3.03
42.5,-83.125,2025,202,3.52
42.5,-82.5,2025,202,4
41,-83.75,2025,203,2.72
41,-83.125,2025,203,2.81
41,-82.5,2025,203,2.85
41.5,-83.75,2025,203,2.77
41.5,-83.125,2025,203,3.01
41.5,-82.5,2025,203,3.24
42,-83.75,2025,203,2.74
42,-83.125,2025,203,3.1
42,-82.5,2025,203,3.08
42.5,-83.75,2025,203,2.39
42.5,-83.125,2025,203,2.45
42.5,-82.5,2025,203,2.57
41,-83.75,2025,204,2.68
41,-83.125,2025,204,2.42
41,-82.5,2025,204,2.13
41.5,-83.75,2025,204,2.61
41.5,-83.125,2025,204,2.35
41.5,-82.5,2025,204,2.11
42,-83.75,2025,204,2.86
42,-83.125,2025,204,3.01
42,-82.5,2025,204,2.78
42.5,-83.75,2025,204,3.32
42.5,-83.125,2025,204,3.16
42.5,-82.5,2025,204,3.21
41,-83.75,2025,205,4.73
41,-83.125,2025,205,4.91
41,-82.5,2025,205,4.59
41.5,-83.75,2025,205,4.84
41.5,-83.125,2025,205,5.06
41.5,-82.5,2025,205,5.32
42,-83.75,2025,205,4.51
42,-83.125,2025,205,4.78
42,-82.5,2025,205,5.24
42.5,-83.75,2025,205,4.62
42.5,-83.125,2025,205,4.5
42.5,-82.5,2025,205,4.69
41,-83.75,2025,206,1.79
41,-83.125,2025,206,1.77
41,-82.5,2025,206,2.19
41.5,-83.75,2025,206,1.74
41.5,-83.125,2025,206,1.99
41.5,-82.5,2025,206,2.43
42,-83.75,2025,206,2.06
42,-83.125,2025,206,2.34
42,-82.5,2025,206,2.25
42.5,-83.75,2025,206,2.4
42.5,-83.125,2025,206,2.4
42.5,-82.5,2025,206,2.49
41,-83.75,2025,207,2.57
41,-83.125,2025,207,3.02
41,-82.5,2025,207,3.1
41.5,-83.75,2025,207,1.77
41.5,-83.125,2025,207,1.95
41.5,-82.5,2025,207,2.24
42,-83.75,2025,207,1.77
42,-83.125,2025,207,1.83
42,-82.5,2025,207,1.75
42.5,-83.75,2025,207,3.05
42.5,-83.125,2025,207,2.89
42.5,-82.5,2025,207,2.83
41,-83.75,2025,208,2.47
41,-83.125,2025,208,2.48
41,-82.5,2025,208,2.64
41.5,-83.75,2025,208,1.95
41.5,-83.125,2025,208,2.21
41.5,-82.5,2025,208,2.78
42,-83.75,2025,208,1.73
42,-83.125,2025,208,2.24
42,-82.5,2025,208,2.24
42.5,-83.75,2025,208,1.94
42.5,-83.125,2025,208,1.95
42.5,-82.5,2025,208,2.28
41,-83.75,2025,209,1.88
41,-83.125,2025,209,2
41,-82.5,2025,209,1.82
41.5,-83.75,2025,209,1.53
41.5,-83.125,2025,209,1.63
41.5,-82.5,2025,209,1.99
42,-83.75,2025,209,1.48
42,-83.125,2025,209,1.9
42,-82.5,2025,209,1.91
42.5,-83.75,2025,209,1.76
42.5,-83.125,2025,209,2.05
42.5,-82.5,2025,209,2.17
41,-83.75,2025,210,2.08
41,-83.125,2025,210,2.06
41,-82.5,2025,210,2.13
41.5,-83.75,2025,210,1.79
41.5,-83.125,2025,210,1.7
41.5,-82.5,2025,210,1.69
42,-83.75,2025,210,1.9
42,-83.125,2025,210,1.6
42,-82.5,2025,210,1.59
42.5,-83.75,2025,210,2.3
42.5,-83.125,2025,210,2.11
42.5,-82.5,2025,210,2.22
41,-83.75,2025,211,2.19
41,-83.125,2025,211,2
41,-82.5,2025,211,1.85
41.5,-83.75,2025,211,2.79
41.5,-83.125,2025,211,2.68
41.5,-82.5,2025,211,2.47
42,-83.75,2025,211,3.37
42,-83.125,2025,211,3.24
42,-82.5,2025,211,2.76
42.5,-83.75,2025,211,3.79
42.5,-83.125,2025,211,3.36
42.5,-82.5,2025,211,2.8
41,-83.75,2025,212,5.84
41,-83.125,2025,212,6.05
41,-82.5,2025,212,6.03
41.5,-83.75,2025,212,5.87
41.5,-83.125,2025,212,6.83
41.5,-82.5,2025,212,7.86
42,-83.75,2025,212,5.65
42,-83.125,2025,212,6.78
42,-82.5,2025,212,7.54
42.5,-83.75,2025,212,5
42.5,-83.125,2025,212,5.39
42.5,-82.5,2025,212,5.56
41,-83.75,2025,213,4.74
41,-83.125,2025,213,4.88
41,-82.5,2025,213,5.07
41.5,-83.75,2025,213,4.69
41.5,-83.125,2025,213,5.34
41.5,-82.5,2025,213,5.83
42,-83.75,2025,213,4.55
42,-83.125,2025,213,5.63
42,-82.5,2025,213,5.71
42.5,-83.75,2025,213,4.01
42.5,-83.125,2025,213,4.45
42.5,-82.5,2025,213,4.78
41,-83.75,2025,214,3.7
41,-83.125,2025,214,3.72
41,-82.5,2025,214,3.69
41.5,-83.75,2025,214,3.55
41.5,-83.125,2025,214,3.88
41.5,-82.5,2025,214,4.14
42,-83.75,2025,214,3.17
42,-83.125,2025,214,3.65
42,-82.5,2025,214,3.73
42.5,-83.75,2025,214,2.36
42.5,-83.125,2025,214,2.57
42.5,-82.5,2025,214,2.76
41,-83.75,2025,215,3.69
41,-83.125,2025,215,3.76
41,-82.5,2025,215,3.6
41.5,-83.75,2025,215,3.33
41.5,-83.125,2025,215,3.65
41.5,-82.5,2025,215,3.84
42,-83.75,2025,215,2.75
42,-83.125,2025,215,3.04
42,-82.5,2025,215,2.85
42.5,-83.75,2025,215,2.05
42.5,-83.125,2025,215,2
42.5,-82.5,2025,215,1.71
41,-83.75,2025,216,2.74
41,-83.125,2025,216,2.76
41,-82.5,2025,216,2.68
41.5,-83.75,2025,216,3.14
41.5,-83.125,2025,216,3.38
41.5,-82.5,2025,216,3.55
42,-83.75,2025,216,3.2
42,-83.125,2025,216,3.73
42,-82.5,2025,216,3.66
42.5,-83.75,2025,216,3.06
42.5,-83.125,2025,216,3.11
42.5,-82.5,2025,216,2.98
41,-83.75,2025,217,1.91
41,-83.125,2025,217,2.14
41,-82.5,2025,217,2.16
41.5,-83.75,2025,217,2.98
41.5,-83.125,2025,217,3.22
41.5,-82.5,2025,217,3.28
42,-83.75,2025,217,3.43
42,-83.125,2025,217,3.75
42,-82.5,2025,217,3.59
42.5,-83.75,2025,217,3.49
42.5,-83.125,2025,217,3.38
42.5,-82.5,2025,217,3.29
41,-83.75,2025,218,1.63
41,-83.125,2025,218,2.45
41,-82.5,2025,218,2.84
41.5,-83.75,2025,218,2
41.5,-83.125,2025,218,2.97
41.5,-82.5,2025,218,3.47
42,-83.75,2025,218,2.62
42,-83.125,2025,218,3.36
42,-82.5,2025,218,3.55
42.5,-83.75,2025,218,2.73
42.5,-83.125,2025,218,3.06
42.5,-82.5,2025,218,3.29
41,-83.75,2025,219,1.89
41,-83.125,2025,219,2.33
41,-82.5,2025,219,2.33
41.5,-83.75,2025,219,1.81
41.5,-83.125,2025,219,2.68
41.5,-82.5,2025,219,3.56
42,-83.75,2025,219,2.36
42,-83.125,2025,219,3.55
42,-82.5,2025,219,4.09
42.5,-83.75,2025,219,2.72
42.5,-83.125,2025,219,3.18
42.5,-82.5,2025,219,3.61
41,-83.75,2025,220,2.68
41,-83.125,2025,220,2.67
41,-82.5,2025,220,2.5
41.5,-83.75,2025,220,2.62
41.5,-83.125,2025,220,2.81
41.5,-82.5,2025,220,2.99
42,-83.75,2025,220,2.73
42,-83.125,2025,220,3.28
42,-82.5,2025,220,3.43
42.5,-83.75,2025,220,3.05
42.5,-83.125,2025,220,3.37
42.5,-82.5,2025,220,3.5
41,-83.75,2025,221,3.11
41,-83.125,2025,221,3.05
41,-82.5,2025,221,2.59
41.5,-83.75,2025,221,3.05
41.5,-83.125,2025,221,3.13
41.5,-82.5,2025,221,2.99
42,-83.75,2025,221,3.14
42,-83.125,2025,221,3.54
42,-82.5,2025,221,3.47
42.5,-83.75,2025,221,3.56
42.5,-83.125,2025,221,3.85
42.5,-82.5,2025,221,3.97
41,-83.75,2025,222,2.74
41,-83.125,2025,222,2.72
41,-82.5,2025,222,2.52
41.5,-83.75,2025,222,2.87
41.5,-83.125,2025,222,2.98
41.5,-82.5,2025,222,3.2
42,-83.75,2025,222,3.23
42,-83.125,2025,222,3.76
42,-82.5,2025,222,3.85
42.5,-83.75,2025,222,3.68
42.5,-83.125,2025,222,3.83
42.5,-82.5,2025,222,4.03
41,-83.75,2025,223,3.3
41,-83.125,2025,223,3.3
41,-82.5,2025,223,3.06
41.5,-83.75,2025,223,3.53
41.5,-83.125,2025,223,3.49
41.5,-82.5,2025,223,3.51
42,-83.75,2025,223,3.75
42,-83.125,2025,223,3.82
42,-82.5,2025,223,3.9
42.5,-83.75,2025,223,4.01
42.5,-83.125,2025,223,3.86
42.5,-82.5,2025,223,4.1
41,-83.75,2025,224,3.08
41,-83.125,2025,224,3.04
41,-82.5,2025,224,2.7
41.5,-83.75,2025,224,3.41
41.5,-83.125,2025,224,3.4
41.5,-82.5,2025,224,3.22
42,-83.75,2025,224,3.19
42,-83.125,2025,224,3.48
42,-82.5,2025,224,3.43
42.5,-83.75,2025,224,2.8
42.5,-83.125,2025,224,2.94
42.5,-82.5,2025,224,3.21
41,-83.75,2025,225,2.1
41,-83.125,2025,225,2.03
41,-82.5,2025,225,2.12
41.5,-83.75,2025,225,2.06
41.5,-83.125,2025,225,2.11
41.5,-82.5,2025,225,2.54
42,-83.75,2025,225,2.18
42,-83.125,2025,225,2.42
42,-82.5,2025,225,2.77
42.5,-83.75,2025,225,2.3
42.5,-83.125,2025,225,2.48
42.5,-82.5,2025,225,2.75
41,-83.75,2025,226,1.85
41,-83.125,2025,226,2.47
41,-82.5,2025,226,2.76
41.5,-83.75,2025,226,2.53
41.5,-83.125,2025,226,2.98
41.5,-82.5,2025,226,3.34
42,-83.75,2025,226,2.63
42,-83.125,2025,226,3.25
42,-82.5,2025,226,3.34
42.5,-83.75,2025,226,2.34
42.5,-83.125,2025,226,2.62
42.5,-82.5,2025,226,2.98
41,-83.75,2025,227,1.74
41,-83.125,2025,227,1.73
41,-82.5,2025,227,1.67
41.5,-83.75,2025,227,1.49
41.5,-83.125,2025,227,2.21
41.5,-82.5,2025,227,2.71
42,-83.75,2025,227,2.33
42,-83.125,2025,227,2.94
42,-82.5,2025,227,2.86
42.5,-83.75,2025,227,2.43
42.5,-83.125,2025,227,2.53
42.5,-82.5,2025,227,2.4
41,-83.75,2025,228,2.44
41,-83.125,2025,228,2.32
41,-82.5,2025,228,1.9
41.5,-83.75,2025,228,2.36
41.5,-83.125,2025,228,1.96
41.5,-82.5,2025,228,1.78
42,-83.75,2025,228,2.41
42,-83.125,2025,228,2.42
42,-82.5,2025,228,2.28
42.5,-83.75,2025,228,2.63
42.5,-83.125,2025,228,2.64
42.5,-82.5,2025,228,2.56
41,-83.75,2025,229,3.96
41,-83.125,2025,229,4.25
41,-82.5,2025,229,4.54
41.5,-83.75,2025,229,4.42
41.5,-83.125,2025,229,5.1
41.5,-82.5,2025,229,5.76
42,-83.75,2025,229,4.86
42,-83.125,2025,229,5.79
42,-82.5,2025,229,6.32
42.5,-83.75,2025,229,5.04
42.5,-83.125,2025,229,5.59
42.5,-82.5,2025,229,5.98
41,-83.75,2025,230,2.6
41,-83.125,2025,230,2.91
41,-82.5,2025,230,3.13
41.5,-83.75,2025,230,3.14
41.5,-83.125,2025,230,3.58
41.5,-82.5,2025,230,4.27
42,-83.75,2025,230,3.35
42,-83.125,2025,230,4.16
42,-82.5,2025,230,4.86
42.5,-83.75,2025,230,3.44
42.5,-83.125,2025,230,3.81
42.5,-82.5,2025,230,4.22
41,-83.75,2025,231,4.11
41,-83.125,2025,231,4.04
41,-82.5,2025,231,3.45
41.5,-83.75,2025,231,4.05
41.5,-83.125,2025,231,4.16
41.5,-82.5,2025,231,3.76
42,-83.75,2025,231,3.96
42,-83.125,2025,231,4.17
42,-82.5,2025,231,3.71
42.5,-83.75,2025,231,3.65
42.5,-83.125,2025,231,3.72
42.5,-82.5,2025,231,3.55
41,-83.75,2025,232,4.02
41,-83.125,2025,232,4.32
41,-82.5,2025,232,4.61
41.5,-83.75,2025,232,4.33
41.5,-83.125,2025,232,5.02
41.5,-82.5,2025,232,5.58
42,-83.75,2025,232,4.84
42,-83.125,2025,232,5.75
42,-82.5,2025,232,5.94
42.5,-83.75,2025,232,4.98
42.5,-83.125,2025,232,5.39
42.5,-82.5,2025,232,5.51
41,-83.75,2025,233,4.29
41,-83.125,2025,233,4.4
41,-82.5,2025,233,4.77
41.5,-83.75,2025,233,4.28
41.5,-83.125,2025,233,5.01
41.5,-82.5,2025,233,5.88
42,-83.75,2025,233,4.14
42,-83.125,2025,233,5.06
42,-82.5,2025,233,5.71
42.5,-83.75,2025,233,3.71
42.5,-83.125,2025,233,4
42.5,-82.5,2025,233,4.26
41,-83.75,2025,234,1.69
41,-83.125,2025,234,2.2
41,-82.5,2025,234,2.24
41.5,-83.75,2025,234,1.95
41.5,-83.125,2025,234,2.57
41.5,-82.5,2025,234,2.5
42,-83.75,2025,234,1.98
42,-83.125,2025,234,2.67
42,-82.5,2025,234,2.49
42.5,-83.75,2025,234,1.36
42.5,-83.125,2025,234,1.96
42.5,-82.5,2025,234,2.12
41,-83.75,2025,235,3.23
41,-83.125,2025,235,3.14
41,-82.5,2025,235,3.18
41.5,-83.75,2025,235,3.58
41.5,-83.125,2025,235,3.71
41.5,-82.5,2025,235,3.92
42,-83.75,2025,235,4.13
42,-83.125,2025,235,4.58
42,-82.5,2025,235,4.53
42.5,-83.75,2025,235,4.56
42.5,-83.125,2025,235,4.65
42.5,-82.5,2025,235,4.63
41,-83.75,2025,236,3.69
41,-83.125,2025,236,3.64
41,-82.5,2025,236,3.74
41.5,-83.75,2025,236,4.24
41.5,-83.125,2025,236,4.57
41.5,-82.5,2025,236,5.01
42,-83.75,2025,236,4.83
42,-83.125,2025,236,5.41
42,-82.5,2025,236,5.44
42.5,-83.75,2025,236,4.95
42.5,-83.125,2025,236,4.85
42.5,-82.5,2025,236,4.62
41,-83.75,2025,237,4.06
41,-83.125,2025,237,3.96
41,-82.5,2025,237,3.97
41.5,-83.75,2025,237,4.41
41.5,-83.125,2025,237,4.69
41.5,-82.5,2025,237,5.24
42,-83.75,2025,237,4.83
42,-83.125,2025,237,5.41
42,-82.5,2025,237,5.69
42.5,-83.75,2025,237,4.75
42.5,-83.125,2025,237,4.87
42.5,-82.5,2025,237,5.06
41,-83.75,2025,238,3.37
41,-83.125,2025,238,3.24
41,-82.5,2025,238,3.35
41.5,-83.75,2025,238,3.42
41.5,-83.125,2025,238,3.7
41.5,-82.5,2025,238,4.27
42,-83.75,2025,238,3.68
42,-83.125,2025,238,4.19
42,-82.5,2025,238,4.56
42.5,-83.75,2025,238,3.72
42.5,-83.125,2025,238,3.82
42.5,-82.5,2025,238,4.09
41,-83.75,2025,239,2.67
41,-83.125,2025,239,2.76
41,-82.5,2025,239,2.93
41.5,-83.75,2025,239,2.92
41.5,-83.125,2025,239,3.34
41.5,-82.5,2025,239,3.85
42,-83.75,2025,239,3.18
42,-83.125,2025,239,3.93
42,-82.5,2025,239,4.27
42.5,-83.75,2025,239,3.24
42.5,-83.125,2025,239,3.6
42.5,-82.5,2025,239,3.75
41,-83.75,2025,240,4.56
41,-83.125,2025,240,4.79
41,-82.5,2025,240,4.93
41.5,-83.75,2025,240,4.49
41.5,-83.125,2025,240,5.43
41.5,-82.5,2025,240,6.48
42,-83.75,2025,240,4.38
42,-83.125,2025,240,5.61
42,-82.5,2025,240,6.61
42.5,-83.75,2025,240,4.42
42.5,-83.125,2025,240,4.68
42.5,-82.5,2025,240,5.1
41,-83.75,2025,241,2.65
41,-83.125,2025,241,2.97
41,-82.5,2025,241,3.39
41.5,-83.75,2025,241,2.54
41.5,-83.125,2025,241,3.05
41.5,-82.5,2025,241,3.81
42,-83.75,2025,241,2.82
42,-83.125,2025,241,3.45
42,-82.5,2025,241,4.07
42.5,-83.75,2025,241,3.08
42.5,-83.125,2025,241,3.54
42.5,-82.5,2025,241,3.96
41,-83.75,2025,242,2.33
41,-83.125,2025,242,2.74
41,-82.5,2025,242,3.04
41.5,-83.75,2025,242,2.07
41.5,-83.125,2025,242,2.66
41.5,-82.5,2025,242,3.12
42,-83.75,2025,242,2.08
42,-83.125,2025,242,2.53
42,-82.5,2025,242,2.74
42.5,-83.75,2025,242,1.74
42.5,-83.125,2025,242,2.05
42.5,-82.5,2025,242,2.5
41,-83.75,2025,243,3.35
41,-83.125,2025,243,3.53
41,-82.5,2025,243,3.54
41.5,-83.75,2025,243,2.87
41.5,-83.125,2025,243,3.42
41.5,-82.5,2025,243,3.61
42,-83.75,2025,243,2.36
42,-83.125,2025,243,3.26
42,-82.5,2025,243,3.45
42.5,-83.75,2025,243,1.92
42.5,-83.125,2025,243,2.39
42.5,-82.5,2025,243,2.61
41,-83.75,2025,244,2.9
41,-83.125,2025,244,2.95
41,-82.5,2025,244,2.91
41.5,-83.75,2025,244,3.07
41.5,-83.125,2025,244,3.29
41.5,-82.5,2025,244,3.57
42,-83.75,2025,244,2.87
42,-83.125,2025,244,3.3
42,-82.5,2025,244,3.51
42.5,-83.75,2025,244,2.52
42.5,-83.125,2025,244,2.69
42.5,-82.5,2025,244,2.75
41,-83.75,2025,245,1.21
41,-83.125,2025,245,1.56
41,-82.5,2025,245,1.84
41.5,-83.75,2025,245,1.45
