-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data,,,,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,,,,
Location: Regional,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,,,,
parameter(s):,,,,,,,
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg),,,,,,,
-END HEADER-,,,,,,,
LAT,LON,YEAR,DOY,QV2M,Scaling Factor,,2018 QV2M Avg
43,-78.125,2018,187,9.78,1.121737917,,
43.5,-79.375,2018,187,9.33,1.070124209,,
43.5,-78.75,2018,187,10.37,1.189409223,,
43.5,-78.125,2018,187,10.76,1.234141103,,
42,-79.375,2018,188,8.41,0.964602851,,
42,-78.75,2018,188,8.03,0.9210179421,,
42,-78.125,2018,188,7.56,0.8671102917,,
42.5,-79.375,2018,188,8.4,0.9634558797,,
42.5,-78.75,2018,188,7.98,0.9152830857,,
42.5,-78.125,2018,188,7.45,0.8544936076,,
43,-79.375,2018,188,7.79,0.8934906313,,
43,-78.75,2018,188,7.64,0.876286062,,
43,-78.125,2018,188,7.26,0.8327011532,,
43.5,-79.375,2018,188,8.32,0.9542801094,,
43.5,-78.75,2018,188,8.38,0.9611619371,,
43.5,-78.125,2018,188,7.23,0.8292602393,,
42,-79.375,2018,189,9.25,1.060948439,,
42,-78.75,2018,189,9.12,1.046037812,,
42,-78.125,2018,189,8.71,0.9990119895,,
42.5,-79.375,2018,189,10.12,1.160734941,,
42.5,-78.75,2018,189,9.2,1.055213583,,
42.5,-78.125,2018,189,8.27,0.948545253,,
43,-79.375,2018,189,9.93,1.138942486,,
43,-78.75,2018,189,9.04,1.036862042,,
43,-78.125,2018,189,7.79,0.8934906313,,
43.5,-79.375,2018,189,10.31,1.182527395,,
43.5,-78.75,2018,189,11.26,1.291489667,,
43.5,-78.125,2018,189,10.68,1.224965333,,
42,-79.375,2018,190,10.73,1.230700189,,
42,-78.75,2018,190,10.88,1.247904758,,
42,-78.125,2018,190,10.56,1.211201677,,
42.5,-79.375,2018,190,12.04,1.380953428,,
42.5,-78.75,2018,190,10.7,1.227259275,,
42.5,-78.125,2018,190,9.94,1.140089458,,
43,-79.375,2018,190,12.07,1.384394341,,
43,-78.75,2018,190,10.75,1.232994132,,
43,-78.125,2018,190,9.26,1.06209541,,
43.5,-79.375,2018,190,11.85,1.359160973,,
43.5,-78.75,2018,190,12.96,1.486474786,,
43.5,-78.125,2018,190,12.88,1.477299016,,
42,-79.375,2018,191,12.98,1.488768728,,
42,-78.75,2018,191,12.92,1.481886901,,
42,-78.125,2018,191,12.81,1.469270217,,
42.5,-79.375,2018,191,13.43,1.540382436,,
42.5,-78.75,2018,191,12.43,1.425685308,,
42.5,-78.125,2018,191,11.78,1.351132174,,
43,-79.375,2018,191,12.33,1.414215595,,
43,-78.75,2018,191,12.1,1.387835255,,
43,-78.125,2018,191,11.43,1.310988179,,
43.5,-79.375,2018,191,12.17,1.395864054,,
43.5,-78.75,2018,191,13.09,1.501385413,,
43.5,-78.125,2018,191,13.63,1.563321862,,
42,-79.375,2018,192,10.14,1.163028883,,
42,-78.75,2018,192,10.02,1.149265228,,
42,-78.125,2018,192,9.31,1.067830267,,
42.5,-79.375,2018,192,10.4,1.192850137,,
42.5,-78.75,2018,192,9.36,1.073565123,,
42.5,-78.125,2018,192,8.45,0.9691907361,,
43,-79.375,2018,192,9.99,1.145824314,,
43,-78.75,2018,192,8.98,1.029980214,,
43,-78.125,2018,192,8.36,0.9588679945,,
43.5,-79.375,2018,192,9.93,1.138942486,,
43.5,-78.75,2018,192,10.53,1.207760763,,
43.5,-78.125,2018,192,10.12,1.160734941,,
42,-79.375,2018,193,9.58,1.098798491,,
42,-78.75,2018,193,9.39,1.077006037,,
42,-78.125,2018,193,8.64,0.9909831905,,
42.5,-79.375,2018,193,9.51,1.090769692,,
42.5,-78.75,2018,193,8.96,1.027686272,,
42.5,-78.125,2018,193,7.9,0.9061073154,,
43,-79.375,2018,193,9.85,1.129766716,,
43,-78.75,2018,193,8.77,1.005893817,,
43,-78.125,2018,193,7.92,0.908401258,,
43.5,-79.375,2018,193,10.59,1.214642591,,
43.5,-78.75,2018,193,11.1,1.273138127,,
43.5,-78.125,2018,193,10.99,1.260521443,,
42,-79.375,2018,194,11.88,1.362601887,,
42,-78.75,2018,194,11.77,1.349985203,,
42,-78.125,2018,194,11.16,1.280019954,,
42.5,-79.375,2018,194,12.5,1.433714107,,
42.5,-78.75,2018,194,11.43,1.310988179,,
42.5,-78.125,2018,194,10.53,1.207760763,,
43,-79.375,2018,194,11.83,1.356867031,,
43,-78.75,2018,194,11.05,1.26740327,,
43,-78.125,2018,194,10.06,1.153853113,,
43.5,-79.375,2018,194,12.34,1.415362566,,
43.5,-78.75,2018,194,12.55,1.439448963,,
43.5,-78.125,2018,194,12.25,1.405039825,,
42,-79.375,2018,195,14.38,1.649344708,,
42,-78.75,2018,195,14.55,1.66884322,,
42,-78.125,2018,195,14.1,1.617229512,,
42.5,-79.375,2018,195,14.81,1.698664474,,
42.5,-78.75,2018,195,14.17,1.625258311,,
42.5,-78.125,2018,195,13.73,1.574791575,,
43,-79.375,2018,195,14.6,1.674578077,,
43,-78.75,2018,195,14.28,1.637874995,,
43,-78.125,2018,195,13.81,1.583967345,,
43.5,-79.375,2018,195,14.52,1.665402306,,
43.5,-78.75,2018,195,15.01,1.721603899,,
43.5,-78.125,2018,195,15.19,1.742249382,,
42,-79.375,2018,196,14.23,1.632140139,,
42,-78.75,2018,196,14.78,1.69522356,,
42,-78.125,2018,196,14.62,1.676872019,,
42.5,-79.375,2018,196,15.1,1.731926641,,
42.5,-78.75,2018,196,14.27,1.636728024,,
42.5,-78.125,2018,196,14.11,1.618376484,,
43,-79.375,2018,196,14.48,1.660814421,,
43,-78.75,2018,196,14.29,1.639021967,,
43,-78.125,2018,196,13.91,1.595437058,,
43.5,-79.375,2018,196,14.01,1.606906771,,
43.5,-78.75,2018,196,14.65,1.680312933,,
43.5,-78.125,2018,196,14.82,1.699811445,,
42,-79.375,2018,197,15.84,1.816802516,,
42,-78.75,2018,197,15.87,1.82024343,,
42,-78.125,2018,197,15.17,1.73995544,,
42.5,-79.375,2018,197,15.93,1.827125258,,
42.5,-78.75,2018,197,15.28,1.752572124,,
42.5,-78.125,2018,197,14.61,1.675725048,,
43,-79.375,2018,197,15.44,1.770923665,,
43,-78.75,2018,197,14.91,1.710134186,,
43,-78.125,2018,197,14.35,1.645903794,,
43.5,-79.375,2018,197,15.91,1.824831315,,
43.5,-78.75,2018,197,15.91,1.824831315,,
43.5,-78.125,2018,197,15.68,1.798450975,,
42,-79.375,2018,198,12.45,1.42797925,,
42,-78.75,2018,198,13,1.491062671,,
42,-78.125,2018,198,13.2,1.514002097,,
42.5,-79.375,2018,198,12.4,1.422244394,,
42.5,-78.75,2018,198,12.11,1.388982227,,
42.5,-78.125,2018,198,11.89,1.363748858,,
43,-79.375,2018,198,11.34,1.300665438,,
43,-78.75,2018,198,11.31,1.297224524,,
43,-78.125,2018,198,11.32,1.298371495,,
43.5,-79.375,2018,198,11.36,1.30295938,,
43.5,-78.75,2018,198,12.33,1.414215595,,
43.5,-78.125,2018,198,13.13,1.505973298,,
42,-79.375,2018,199,9.76,1.119443974,,
42,-78.75,2018,199,9.7,1.112562147,,
42,-78.125,2018,199,9.25,1.060948439,,
42.5,-79.375,2018,199,10.17,1.166469797,,
42.5,-78.75,2018,199,8.93,1.024245358,,
42.5,-78.125,2018,199,8.35,0.9577210233,,
43,-79.375,2018,199,9.39,1.077006037,,
43,-78.75,2018,199,8.42,0.9657498223,,
43,-78.125,2018,199,7.84,0.8992254877,,
43.5,-79.375,2018,199,9.3,1.066683295,,
43.5,-78.75,2018,199,9.15,1.049478726,,
43.5,-78.125,2018,199,8.86,1.016216559,,
42,-79.375,2018,200,9.2,1.055213583,,
42,-78.75,2018,200,8.87,1.01736353,,
42,-78.125,2018,200,7.93,0.9095482293,,
42.5,-79.375,2018,200,10.1,1.158440998,,
42.5,-78.75,2018,200,8.8,1.009334731,,
42.5,-78.125,2018,200,7.59,0.8705512056,,
43,-79.375,2018,200,10.07,1.155000084,,
43,-78.75,2018,200,9.04,1.036862042,,
43,-78.125,2018,200,7.7,0.8831678897,,
43.5,-79.375,2018,200,9.43,1.081593922,,
43.5,-78.75,2018,200,10.04,1.15155917,,
43.5,-78.125,2018,200,9.89,1.134354601,,
42,-79.375,2018,201,10.89,1.24905173,,
42,-78.75,2018,201,10.41,1.193997108,,
42,-78.125,2018,201,9.38,1.075859066,,
42.5,-79.375,2018,201,12.13,1.391276169,,
42.5,-78.75,2018,201,10.19,1.16876374,,
42.5,-78.125,2018,201,8.88,1.018510501,,
43,-79.375,2018,201,11.89,1.363748858,,
43,-78.75,2018,201,10.07,1.155000084,,
43,-78.125,2018,201,8.4,0.9634558797,,
43.5,-79.375,2018,201,12.57,1.441742906,,
43.5,-78.75,2018,201,12.36,1.417656509,,
43.5,-78.125,2018,201,12.17,1.395864054,,
42,-79.375,2018,202,11.07,1.269697213,,
42,-78.75,2018,202,10.82,1.241022931,,
42,-78.125,2018,202,10.3,1.181380424,,
42.5,-79.375,2018,202,12.07,1.384394341,,
42.5,-78.75,2018,202,10.64,1.220377448,,
42.5,-78.125,2018,202,9.88,1.13320763,,
43,-79.375,2018,202,11.87,1.361454916,,
43,-78.75,2018,202,10.63,1.219230476,,
43,-78.125,2018,202,9.48,1.087328779,,
43.5,-79.375,2018,202,12.27,1.407333767,,
43.5,-78.75,2018,202,12.3,1.410774681,,
43.5,-78.125,2018,202,11.95,1.370630686,,
42,-79.375,2018,203,12.39,1.421097423,,
42,-78.75,2018,203,12.29,1.40962771,,
42,-78.125,2018,203,12.53,1.437155021,,
42.5,-79.375,2018,203,13.08,1.500238441,,
42.5,-78.75,2018,203,12.54,1.438301992,,
42.5,-78.125,2018,203,12.52,1.436008049,,
43,-79.375,2018,203,13.08,1.500238441,,
43,-78.75,2018,203,13.05,1.496797527,,
43,-78.125,2018,203,12.96,1.486474786,,
43.5,-79.375,2018,203,13.18,1.511708154,,
43.5,-78.75,2018,203,13.91,1.595437058,,
43.5,-78.125,2018,203,14.36,1.647050766,,
42,-79.375,2018,204,14.76,1.692929617,,
42,-78.75,2018,204,15.09,1.73077967,,
42,-78.125,2018,204,15.34,1.759453952,,
42.5,-79.375,2018,204,15.43,1.769776693,,
42.5,-78.75,2018,204,15.08,1.729632698,,
42.5,-78.125,2018,204,15.21,1.744543325,,
43,-79.375,2018,204,15.4,1.766335779,,
43,-78.75,2018,204,15.36,1.761747894,,
43,-78.125,2018,204,15.49,1.776658521,,
43.5,-79.375,2018,204,15.67,1.797304004,,
43.5,-78.75,2018,204,15.87,1.82024343,,
43.5,-78.125,2018,204,16.1,1.846623769,,
42,-79.375,2018,205,15.29,1.753719095,,
42,-78.75,2018,205,15.59,1.788128234,,
42,-78.125,2018,205,15.48,1.77551155,,
42.5,-79.375,2018,205,15.87,1.82024343,,
42.5,-78.75,2018,205,15.64,1.79386309,,
42.5,-78.125,2018,205,15.49,1.776658521,,
43,-79.375,2018,205,15.78,1.809920688,,
43,-78.75,2018,205,15.73,1.804185832,,
43,-78.125,2018,205,15.77,1.808773717,,
43.5,-79.375,2018,205,15.78,1.809920688,,
43.5,-78.75,2018,205,15.87,1.82024343,,
43.5,-78.125,2018,205,16.09,1.845476798,,
42,-79.375,2018,206,14.76,1.692929617,,
42,-78.75,2018,206,15.18,1.741102411,,
42,-78.125,2018,206,15.23,1.746837268,,
42.5,-79.375,2018,206,15.47,1.774364578,,
42.5,-78.75,2018,206,15.16,1.738808469,,
42.5,-78.125,2018,206,15.24,1.747984239,,
43,-79.375,2018,206,14.97,1.717016014,,
43,-78.75,2018,206,15.24,1.747984239,,
43,-78.125,2018,206,15.36,1.761747894,,
43.5,-79.375,2018,206,14.15,1.622964369,,
43.5,-78.75,2018,206,15.06,1.727338756,,
43.5,-78.125,2018,206,15.58,1.786981263,,
42,-79.375,2018,207,13.38,1.53464758,,
42,-78.75,2018,207,13.57,1.556440034,,
42,-78.125,2018,207,13.62,1.562174891,,
42.5,-79.375,2018,207,13.99,1.604612828,,
42.5,-78.75,2018,207,13.47,1.544970321,,
42.5,-78.125,2018,207,13.43,1.540382436,,
43,-79.375,2018,207,13.49,1.547264264,,
43,-78.75,2018,207,13.2,1.514002097,,
43,-78.125,2018,207,13.05,1.496797527,,
43.5,-79.375,2018,207,13.35,1.531206666,,
43.5,-78.75,2018,207,13.83,1.586261288,,
43.5,-78.125,2018,207,14.08,1.61493557,,
42,-79.375,2018,208,11.83,1.356867031,,
42,-78.75,2018,208,12.08,1.385541313,,
42,-78.125,2018,208,12.49,1.432567135,,
42.5,-79.375,2018,208,12.37,1.41880348,,
42.5,-78.75,2018,208,11.81,1.354573088,,
42.5,-78.125,2018,208,11.79,1.352279145,,
43,-79.375,2018,208,12.24,1.403892853,,
43,-78.75,2018,208,11.91,1.366042801,,
43,-78.125,2018,208,11.42,1.309841208,,
43.5,-79.375,2018,208,12.28,1.408480738,,
43.5,-78.75,2018,208,13.33,1.528912723,,
43.5,-78.125,2018,208,13.61,1.561027919,,
42,-79.375,2018,209,10.64,1.220377448,,
42,-78.75,2018,209,10.48,1.202025907,,
42,-78.125,2018,209,10.5,1.20431985,,
42.5,-79.375,2018,209,11.51,1.320163949,,
42.5,-78.75,2018,209,10.71,1.228406247,,
42.5,-78.125,2018,209,10.32,1.183674366,,
43,-79.375,2018,209,11.33,1.299518466,,
43,-78.75,2018,209,10.92,1.252492644,,
43,-78.125,2018,209,10.16,1.165322826,,
43.5,-79.375,2018,209,11.21,1.285754811,,
43.5,-78.75,2018,209,12.11,1.388982227,,
43.5,-78.125,2018,209,12.41,1.423391365,,
42,-79.375,2018,210,10.38,1.190556194,,
42,-78.75,2018,210,10.35,1.18711528,,
42,-78.125,2018,210,10.06,1.153853113,,
42.5,-79.375,2018,210,10.87,1.246757787,,
42.5,-78.75,2018,210,10.26,1.176792539,,
42.5,-78.125,2018,210,10,1.146971285,,
43,-79.375,2018,210,10.83,1.242169902,,
43,-78.75,2018,210,10.2,1.169910711,,
43,-78.125,2018,210,9.81,1.125178831,,
43.5,-79.375,2018,210,11.24,1.289195725,,
43.5,-78.75,2018,210,11.33,1.299518466,,
43.5,-78.125,2018,210,10.98,1.259374471,,
42,-79.375,2018,211,11.35,1.301812409,,
42,-78.75,2018,211,11.27,1.292636639,,
42,-78.125,2018,211,11.09,1.271991155,,
42.5,-79.375,2018,211,12,1.376365542,,
42.5,-78.75,2018,211,11.36,1.30295938,,
42.5,-78.125,2018,211,11.08,1.270844184,,
43,-79.375,2018,211,12.2,1.399304968,,
43,-78.75,2018,211,11.43,1.310988179,,
43,-78.125,2018,211,10.84,1.243316873,,
43.5,-79.375,2018,211,12.48,1.431420164,,
43.5,-78.75,2018,211,12.84,1.47271113,,
43.5,-78.125,2018,211,12.63,1.448624733,,
42,-79.375,2018,212,13.2,1.514002097,,
42,-78.75,2018,212,13.15,1.50826724,,
42,-78.125,2018,212,12.89,1.478445987,,
42.5,-79.375,2018,212,13.77,1.57937946,,
42.5,-78.75,2018,212,13,1.491062671,,
42.5,-78.125,2018,212,12.69,1.455506561,,
43,-79.375,2018,212,13.29,1.524324838,,
43,-78.75,2018,212,12.79,1.466976274,,
43,-78.125,2018,212,12.51,1.434861078,,
43.5,-79.375,2018,212,13.37,1.533500608,,
43.5,-78.75,2018,212,13.44,1.541529407,,
43.5,-78.125,2018,212,13.55,1.554146092,,
42,-79.375,2018,213,14.01,1.606906771,,
42,-78.75,2018,213,14.46,1.658520479,,
42,-78.125,2018,213,15.01,1.721603899,,
42.5,-79.375,2018,213,14.52,1.665402306,,
42.5,-78.75,2018,213,14.16,1.62411134,,
42.5,-78.125,2018,213,14.36,1.647050766,,
43,-79.375,2018,213,14.3,1.640168938,,
43,-78.75,2018,213,13.99,1.604612828,,
43,-78.125,2018,213,13.77,1.57937946,,
43.5,-79.375,2018,213,14.42,1.653932593,,
43.5,-78.75,2018,213,14.92,1.711281158,,
43.5,-78.125,2018,213,15.23,1.746837268,,
42,-79.375,2018,214,12.99,1.4899157,,
42,-78.75,2018,214,13.17,1.510561183,,
42,-78.125,2018,214,13.24,1.518589982,,
42.5,-79.375,2018,214,13.75,1.577085517,,
42.5,-78.75,2018,214,12.97,1.487621757,,
42.5,-78.125,2018,214,12.77,1.464682331,,
43,-79.375,2018,214,13.54,1.55299912,,
43,-78.75,2018,214,12.94,1.484180843,,
43,-78.125,2018,214,12.25,1.405039825,,
43.5,-79.375,2018,214,13.64,1.564468833,,
43.5,-78.75,2018,214,14.48,1.660814421,,
43.5,-78.125,2018,214,14.32,1.642462881,,
42,-79.375,2018,215,13.5,1.548411235,,
42,-78.75,2018,215,13.15,1.50826724,,
42,-78.125,2018,215,13.48,1.546117293,,
42.5,-79.375,2018,215,14.44,1.656226536,,
42.5,-78.75,2018,215,13.19,1.512855125,,
42.5,-78.125,2018,215,12.8,1.468123245,,
43,-79.375,2018,215,14.25,1.634434082,,
43,-78.75,2018,215,13.44,1.541529407,,
43,-78.125,2018,215,12.78,1.465829303,,
43.5,-79.375,2018,215,14.55,1.66884322,,
43.5,-78.75,2018,215,15.01,1.721603899,,
43.5,-78.125,2018,215,14.95,1.714722072,,
42,-79.375,2018,216,12.59,1.444036848,,
42,-78.75,2018,216,12.81,1.469270217,,
42,-78.125,2018,216,12.88,1.477299016,,
42.5,-79.375,2018,216,14.24,1.63328711,,
42.5,-78.75,2018,216,12.99,1.4899157,,
42.5,-78.125,2018,216,12.56,1.440595934,,
43,-79.375,2018,216,14.14,1.621817397,,
43,-78.75,2018,216,13.41,1.538088494,,
43,-78.125,2018,216,12.57,1.441742906,,
43.5,-79.375,2018,216,14.32,1.642462881,,
43.5,-78.75,2018,216,15.1,1.731926641,,
43.5,-78.125,2018,216,15.19,1.742249382,,
42,-79.375,2018,217,13.52,1.550705178,,
42,-78.75,2018,217,13.75,1.577085517,,
42,-78.125,2018,217,13.75,1.577085517,,
42.5,-79.375,2018,217,14.73,1.689488703,,
42.5,-78.75,2018,217,13.31,1.526618781,,
42.5,-78.125,2018,217,12.73,1.460094446,,
43,-79.375,2018,217,14.72,1.688341732,,
43,-78.75,2018,217,13.33,1.528912723,,
43,-78.125,2018,217,11.9,1.36489583,,
43.5,-79.375,2018,217,15.06,1.727338756,,
43.5,-78.75,2018,217,15.44,1.770923665,,
43.5,-78.125,2018,217,14.66,1.681459904,,
42,-79.375,2018,218,14.29,1.639021967,,
42,-78.75,2018,218,14.87,1.705546301,,
42,-78.125,2018,218,14.97,1.717016014,,
42.5,-79.375,2018,218,15.89,1.822537372,,
42.5,-78.75,2018,218,14.77,1.694076588,,
42.5,-78.125,2018,218,14.48,1.660814421,,
43,-79.375,2018,218,16.45,1.886767764,,
43,-78.75,2018,218,15.35,1.760600923,,
43,-78.125,2018,218,14.43,1.655079565,,
43.5,-79.375,2018,218,17.02,1.952145128,,
43.5,-78.75,2018,218,16.87,1.934940558,,
43.5,-78.125,2018,218,16.62,1.906266276,,
42,-79.375,2018,219,14.49,1.661961392,,
42,-78.75,2018,219,14.91,1.710134186,,
42,-78.125,2018,219,15.19,1.742249382,,
42.5,-79.375,2018,219,15.71,1.801891889,,
42.5,-78.75,2018,219,15.23,1.746837268,,
42.5,-78.125,2018,219,15.46,1.773217607,,
43,-79.375,2018,219,15.48,1.77551155,,
43,-78.75,2018,219,15.24,1.747984239,,
43,-78.125,2018,219,15.35,1.760600923,,
43.5,-79.375,2018,219,15.33,1.75830698,,
43.5,-78.75,2018,219,16.04,1.839741942,,
43.5,-78.125,2018,219,15.97,1.831713143,,
42,-79.375,2018,220,14.7,1.686047789,,
42,-78.75,2018,220,14.98,1.718162985,,
42,-78.125,2018,220,15.26,1.750278181,,
42.5,-79.375,2018,220,15.32,1.757160009,,
42.5,-78.75,2018,220,14.83,1.700958416,,
42.5,-78.125,2018,220,14.96,1.715869043,,
43,-79.375,2018,220,15.09,1.73077967,,
43,-78.75,2018,220,15.02,1.722750871,,
43,-78.125,2018,220,15.04,1.725044813,,
43.5,-79.375,2018,220,15.2,1.743396354,,
43.5,-78.75,2018,220,15.72,1.803038861,,
43.5,-78.125,2018,220,15.73,1.804185832,,
42,-79.375,2018,221,12.13,1.391276169,,
42,-78.75,2018,221,12.43,1.425685308,,
42,-78.125,2018,221,12.44,1.426832279,,
42.5,-79.375,2018,221,13.62,1.562174891,,
42.5,-78.75,2018,221,12.47,1.430273193,,
42.5,-78.125,2018,221,11.98,1.3740716,,
43,-79.375,2018,221,13.33,1.528912723,,
43,-78.75,2018,221,12.79,1.466976274,,
43,-78.125,2018,221,12.11,1.388982227,,
43.5,-79.375,2018,221,13.76,1.578232489,,
43.5,-78.75,2018,221,14.09,1.616082541,,
43.5,-78.125,2018,221,14.29,1.639021967,,
42,-79.375,2018,222,12.31,1.411921652,,
42,-78.75,2018,222,12.66,1.452065647,,
42,-78.125,2018,222,12.7,1.456653532,,
42.5,-79.375,2018,222,13.22,1.516296039,,
42.5,-78.75,2018,222,12.29,1.40962771,,
42.5,-78.125,2018,222,11.91,1.366042801,,
43,-79.375,2018,222,12.08,1.385541313,,
43,-78.75,2018,222,11.48,1.316723036,,
43,-78.125,2018,222,10.91,1.251345672,,
43.5,-79.375,2018,222,11.06,1.268550242,,
43.5,-78.75,2018,222,11.2,1.28460784,,
43.5,-78.125,2018,222,11.03,1.265109328,,
42,-79.375,2018,223,10.19,1.16876374,,
42,-78.75,2018,223,11.58,1.328192748,,
42,-78.125,2018,223,11.42,1.309841208,,
42.5,-79.375,2018,223,10.16,1.165322826,,
42.5,-78.75,2018,223,9.89,1.134354601,,
42.5,-78.125,2018,223,9.84,1.128619745,,
43,-79.375,2018,223,9.62,1.103386376,,
43,-78.75,2018,223,9.06,1.039155985,,
