-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data,,,,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,,,,
Location: Regional,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,,,,
parameter(s):,,,,,,,
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg),,,,,,,
-END HEADER-,,,,,,,
LAT,LON,YEAR,DOY,QV2M,Scaling Factor,,2018 QV2M Avg
41,-83.125,2018,192,10.97,1.200917933,,
41,-82.5,2018,192,10.93,1.196539017,,
41.5,-83.75,2018,192,10.85,1.187781183,,
41.5,-83.125,2018,192,11.05,1.209675767,,
41.5,-82.5,2018,192,11.26,1.23266508,,
42,-83.75,2018,192,10.4,1.138518369,,
42,-83.125,2018,192,10.93,1.196539017,,
42,-82.5,2018,192,11.37,1.244707101,,
42.5,-83.75,2018,192,9.99,1.093634472,,
42.5,-83.125,2018,192,10.4,1.138518369,,
42.5,-82.5,2018,192,10.62,1.162602411,,
41,-83.75,2018,193,11.2,1.226096705,,
41,-83.125,2018,193,11.11,1.216244142,,
41,-82.5,2018,193,10.67,1.168076057,,
41.5,-83.75,2018,193,11.13,1.218433601,,
41.5,-83.125,2018,193,11.19,1.225001976,,
41.5,-82.5,2018,193,11.26,1.23266508,,
42,-83.75,2018,193,10.35,1.133044723,,
42,-83.125,2018,193,11,1.204202121,,
42,-82.5,2018,193,11.49,1.257843852,,
42.5,-83.75,2018,193,10,1.094729201,,
42.5,-83.125,2018,193,10.85,1.187781183,,
42.5,-82.5,2018,193,11.13,1.218433601,,
41,-83.75,2018,194,11.51,1.26003331,,
41,-83.125,2018,194,11.5,1.258938581,,
41,-82.5,2018,194,11.76,1.28740154,,
41.5,-83.75,2018,194,12.35,1.351990563,,
41.5,-83.125,2018,194,12.48,1.366222043,,
41.5,-82.5,2018,194,12.71,1.391400814,,
42,-83.75,2018,194,13.15,1.439568899,,
42,-83.125,2018,194,13.31,1.457084566,,
42,-82.5,2018,194,13.43,1.470221317,,
42.5,-83.75,2018,194,13.55,1.483358067,,
42.5,-83.125,2018,194,13.52,1.48007388,,
42.5,-82.5,2018,194,13.08,1.431905795,,
41,-83.75,2018,195,13.67,1.496494818,,
41,-83.125,2018,195,13.56,1.484452796,,
41,-82.5,2018,195,14.51,1.58845207,,
41.5,-83.75,2018,195,14.45,1.581883695,,
41.5,-83.125,2018,195,14.61,1.599399362,,
41.5,-82.5,2018,195,15.06,1.648662177,,
42,-83.75,2018,195,14.51,1.58845207,,
42,-83.125,2018,195,15.11,1.654135823,,
42,-82.5,2018,195,15.5,1.696830261,,
42.5,-83.75,2018,195,15.05,1.647567447,,
42.5,-83.125,2018,195,14.98,1.639904343,,
42.5,-82.5,2018,195,15.25,1.669462031,,
41,-83.75,2018,196,15.2,1.663988385,,
41,-83.125,2018,196,15.48,1.694640803,,
41,-82.5,2018,196,15.85,1.735145783,,
41.5,-83.75,2018,196,15.7,1.718724845,,
41.5,-83.125,2018,196,16.18,1.771271847,,
41.5,-82.5,2018,196,16.53,1.809587369,,
42,-83.75,2018,196,15.74,1.723103762,,
42,-83.125,2018,196,16.44,1.799734806,,
42,-82.5,2018,196,16.5,1.806303181,,
42.5,-83.75,2018,196,16.13,1.765798201,,
42.5,-83.125,2018,196,16.42,1.797545348,,
42.5,-82.5,2018,196,16.17,1.770177118,,
41,-83.75,2018,197,16.61,1.818345203,,
41,-83.125,2018,197,16.58,1.815061015,,
41,-82.5,2018,197,16.5,1.806303181,,
41.5,-83.75,2018,197,16.1,1.762514013,,
41.5,-83.125,2018,197,16.68,1.826008307,,
41.5,-82.5,2018,197,17.16,1.878555309,,
42,-83.75,2018,197,15.8,1.729672137,,
42,-83.125,2018,197,16.85,1.844618703,,
42,-82.5,2018,197,17.35,1.899355164,,
42.5,-83.75,2018,197,16.12,1.764703472,,
42.5,-83.125,2018,197,16.64,1.82162939,,
42.5,-82.5,2018,197,16.8,1.839145057,,
41,-83.75,2018,198,12.14,1.32900125,,
41,-83.125,2018,198,12.67,1.387021898,,
41,-82.5,2018,198,13.53,1.481168609,,
41.5,-83.75,2018,198,11.13,1.218433601,,
41.5,-83.125,2018,198,12.37,1.354180021,,
41.5,-82.5,2018,198,13.59,1.487736984,,
42,-83.75,2018,198,10.78,1.180118079,,
42,-83.125,2018,198,12.31,1.347611646,,
42,-82.5,2018,198,13.25,1.450516191,,
42.5,-83.75,2018,198,10.66,1.166981328,,
42.5,-83.125,2018,198,11.65,1.275359519,,
42.5,-82.5,2018,198,12.31,1.347611646,,
41,-83.75,2018,199,10.82,1.184496995,,
41,-83.125,2018,199,10.55,1.154939307,,
41,-82.5,2018,199,10.42,1.140707827,,
41.5,-83.75,2018,199,10.17,1.113339597,,
41.5,-83.125,2018,199,10.58,1.158223495,,
41.5,-82.5,2018,199,10.77,1.179023349,,
42,-83.75,2018,199,10.07,1.102392305,,
42,-83.125,2018,199,10.76,1.17792862,,
42,-82.5,2018,199,10.8,1.182307537,,
42.5,-83.75,2018,199,10.03,1.098013388,,
42.5,-83.125,2018,199,10.46,1.145086744,,
42.5,-82.5,2018,199,10.56,1.156034036,,
41,-83.75,2018,200,9.83,1.076118804,,
41,-83.125,2018,200,9.51,1.04108747,,
41,-82.5,2018,200,9.72,1.064076783,,
41.5,-83.75,2018,200,9.78,1.070645158,,
41.5,-83.125,2018,200,10.48,1.147276203,,
41.5,-82.5,2018,200,10.85,1.187781183,,
42,-83.75,2018,200,10.62,1.162602411,,
42,-83.125,2018,200,11.54,1.263317498,,
42,-82.5,2018,200,11.44,1.252370206,,
42.5,-83.75,2018,200,10.77,1.179023349,,
42.5,-83.125,2018,200,11.45,1.253464935,,
42.5,-82.5,2018,200,11.21,1.227191434,,
41,-83.75,2018,201,13.73,1.503063193,,
41,-83.125,2018,201,13.56,1.484452796,,
41,-82.5,2018,201,13.45,1.472410775,,
41.5,-83.75,2018,201,13.21,1.446137274,,
41.5,-83.125,2018,201,13.75,1.505252651,,
41.5,-82.5,2018,201,14.23,1.557799653,,
42,-83.75,2018,201,13.53,1.481168609,,
42,-83.125,2018,201,14.5,1.587357341,,
42,-82.5,2018,201,14.85,1.625672863,,
42.5,-83.75,2018,201,13.31,1.457084566,,
42.5,-83.125,2018,201,13.87,1.518389402,,
42.5,-82.5,2018,201,14.28,1.563273299,,
41,-83.75,2018,202,14.15,1.549041819,,
41,-83.125,2018,202,14.11,1.544662902,,
41,-82.5,2018,202,14.06,1.539189256,,
41.5,-83.75,2018,202,14.43,1.579694237,,
41.5,-83.125,2018,202,14.7,1.609251925,,
41.5,-82.5,2018,202,14.73,1.612536113,,
42,-83.75,2018,202,14.53,1.590641529,,
42,-83.125,2018,202,15,1.642093801,,
42,-82.5,2018,202,15.04,1.646472718,,
42.5,-83.75,2018,202,14.29,1.564368028,,
42.5,-83.125,2018,202,14.64,1.60268355,,
42.5,-82.5,2018,202,14.58,1.596115175,,
41,-83.75,2018,203,12.4,1.357464209,,
41,-83.125,2018,203,12.36,1.353085292,,
41,-82.5,2018,203,12.54,1.372790418,,
41.5,-83.75,2018,203,12.33,1.349801105,,
41.5,-83.125,2018,203,12.58,1.377169335,,
41.5,-82.5,2018,203,12.91,1.413295398,,
42,-83.75,2018,203,12.18,1.333380167,,
42,-83.125,2018,203,12.49,1.367316772,,
42,-82.5,2018,203,12.64,1.38373771,,
42.5,-83.75,2018,203,11.81,1.292875186,,
42.5,-83.125,2018,203,11.75,1.286306811,,
42.5,-82.5,2018,203,11.75,1.286306811,,
41,-83.75,2018,204,12.35,1.351990563,,
41,-83.125,2018,204,13.57,1.485547526,,
41,-82.5,2018,204,14.34,1.569841674,,
41.5,-83.75,2018,204,12.19,1.334474896,,
41.5,-83.125,2018,204,13.4,1.466937129,,
41.5,-82.5,2018,204,14.43,1.579694237,,
42,-83.75,2018,204,11.9,1.302727749,,
42,-83.125,2018,204,12.88,1.410011211,,
42,-82.5,2018,204,14.1,1.543568173,,
42.5,-83.75,2018,204,12.21,1.336664354,,
42.5,-83.125,2018,204,12.97,1.419863774,,
42.5,-82.5,2018,204,13.71,1.500873734,,
41,-83.75,2018,205,13.6,1.488831713,,
41,-83.125,2018,205,14,1.532620881,,
41,-82.5,2018,205,14.67,1.605967738,,
41.5,-83.75,2018,205,13.4,1.466937129,,
41.5,-83.125,2018,205,14.05,1.538094527,,
41.5,-82.5,2018,205,14.72,1.611441384,,
42,-83.75,2018,205,13.18,1.442853087,,
42,-83.125,2018,205,13.9,1.521673589,,
42,-82.5,2018,205,14.86,1.626767593,,
42.5,-83.75,2018,205,13.44,1.471316046,,
42.5,-83.125,2018,205,14.16,1.550136548,,
42.5,-82.5,2018,205,14.8,1.620199217,,
41,-83.75,2018,206,13.25,1.450516191,,
41,-83.125,2018,206,13.4,1.466937129,,
41,-82.5,2018,206,13.81,1.511821026,,
41.5,-83.75,2018,206,12.8,1.401253377,,
41.5,-83.125,2018,206,13.98,1.530431423,,
41.5,-82.5,2018,206,14.92,1.633335968,,
42,-83.75,2018,206,12.79,1.400158648,,
42,-83.125,2018,206,14.36,1.572031132,,
42,-82.5,2018,206,15.11,1.654135823,,
42.5,-83.75,2018,206,12.92,1.414390128,,
42.5,-83.125,2018,206,13.91,1.522768318,,
42.5,-82.5,2018,206,14.46,1.582978424,,
41,-83.75,2018,207,12.05,1.319148687,,
41,-83.125,2018,207,12.37,1.354180021,,
41,-82.5,2018,207,12.87,1.408916482,,
41.5,-83.75,2018,207,11.47,1.255654393,,
41.5,-83.125,2018,207,12.48,1.366222043,,
41.5,-82.5,2018,207,13.86,1.517294672,,
42,-83.75,2018,207,11.19,1.225001976,,
42,-83.125,2018,207,12.56,1.374979876,,
42,-82.5,2018,207,13.9,1.521673589,,
42.5,-83.75,2018,207,10.83,1.185591725,,
42.5,-83.125,2018,207,11.66,1.276454248,,
42.5,-82.5,2018,207,12.88,1.410011211,,
41,-83.75,2018,208,10.56,1.156034036,,
41,-83.125,2018,208,10.66,1.166981328,,
41,-82.5,2018,208,11.38,1.245801831,,
41.5,-83.75,2018,208,10.35,1.133044723,,
41.5,-83.125,2018,208,11.02,1.206391579,,
41.5,-82.5,2018,208,11.87,1.299443561,,
42,-83.75,2018,208,10.39,1.13742364,,
42,-83.125,2018,208,11.39,1.24689656,,
42,-82.5,2018,208,12.01,1.31476977,,
42.5,-83.75,2018,208,10.3,1.127571077,,
42.5,-83.125,2018,208,10.86,1.188875912,,
42.5,-82.5,2018,208,11.5,1.258938581,,
41,-83.75,2018,209,9.87,1.080497721,,
41,-83.125,2018,209,9.97,1.091445013,,
41,-82.5,2018,209,10.37,1.135234181,,
41.5,-83.75,2018,209,9.68,1.059697866,,
41.5,-83.125,2018,209,10.28,1.125381619,,
41.5,-82.5,2018,209,10.9,1.193254829,,
42,-83.75,2018,209,9.85,1.078308263,,
42,-83.125,2018,209,10.56,1.156034036,,
42,-82.5,2018,209,11.13,1.218433601,,
42.5,-83.75,2018,209,9.87,1.080497721,,
42.5,-83.125,2018,209,10.42,1.140707827,,
42.5,-82.5,2018,209,10.94,1.197633746,,
41,-83.75,2018,210,9.84,1.077213534,,
41,-83.125,2018,210,10.04,1.099108118,,
41,-82.5,2018,210,10.33,1.130855265,,
41.5,-83.75,2018,210,9.66,1.057508408,,
41.5,-83.125,2018,210,10.49,1.148370932,,
41.5,-82.5,2018,210,11.01,1.20529685,,
42,-83.75,2018,210,9.89,1.08268718,,
42,-83.125,2018,210,11.01,1.20529685,,
42,-82.5,2018,210,11.53,1.262222769,,
42.5,-83.75,2018,210,9.75,1.067360971,,
42.5,-83.125,2018,210,10.82,1.184496995,,
42.5,-82.5,2018,210,11.56,1.265506956,,
41,-83.75,2018,211,11.33,1.240328185,,
41,-83.125,2018,211,11.07,1.211865225,,
41,-82.5,2018,211,11.05,1.209675767,,
41.5,-83.75,2018,211,10.56,1.156034036,,
41.5,-83.125,2018,211,11.08,1.212959955,,
41.5,-82.5,2018,211,11.29,1.235949268,,
42,-83.75,2018,211,10.34,1.131949994,,
42,-83.125,2018,211,10.88,1.191065371,,
42,-82.5,2018,211,11.49,1.257843852,,
42.5,-83.75,2018,211,10.25,1.122097431,,
42.5,-83.125,2018,211,11.2,1.226096705,,
42.5,-82.5,2018,211,11.81,1.292875186,,
41,-83.75,2018,212,13.8,1.510726297,,
41,-83.125,2018,212,14.26,1.56108384,,
41,-82.5,2018,212,14.21,1.555610194,,
41.5,-83.75,2018,212,13.11,1.435189982,,
41.5,-83.125,2018,212,14.18,1.552326007,,
41.5,-82.5,2018,212,14.48,1.585167883,,
42,-83.75,2018,212,12.52,1.370600959,,
42,-83.125,2018,212,13.56,1.484452796,,
42,-82.5,2018,212,13.96,1.528241964,,
42.5,-83.75,2018,212,11.85,1.297254103,,
42.5,-83.125,2018,212,12.57,1.376074606,,
42.5,-82.5,2018,212,12.96,1.418769044,,
41,-83.75,2018,213,12.73,1.393590273,,
41,-83.125,2018,213,12.6,1.379358793,,
41,-82.5,2018,213,13.11,1.435189982,,
41.5,-83.75,2018,213,12.54,1.372790418,,
41.5,-83.125,2018,213,12.75,1.395779731,,
41.5,-82.5,2018,213,13.39,1.4658424,,
42,-83.75,2018,213,12.26,1.342138,,
42,-83.125,2018,213,12.9,1.412200669,,
42,-82.5,2018,213,13.6,1.488831713,,
42.5,-83.75,2018,213,11.93,1.306011937,,
42.5,-83.125,2018,213,12.46,1.364032584,,
42.5,-82.5,2018,213,13.36,1.462558212,,
41,-83.75,2018,214,11.97,1.310390853,,
41,-83.125,2018,214,12.24,1.339948542,,
41,-82.5,2018,214,12.73,1.393590273,,
41.5,-83.75,2018,214,11.87,1.299443561,,
41.5,-83.125,2018,214,12.68,1.388116627,,
41.5,-82.5,2018,214,13.64,1.49321063,,
42,-83.75,2018,214,11.94,1.307106666,,
42,-83.125,2018,214,13.29,1.454895108,,
42,-82.5,2018,214,14,1.532620881,,
42.5,-83.75,2018,214,11.84,1.296159374,,
42.5,-83.125,2018,214,12.76,1.39687446,,
42.5,-82.5,2018,214,13.34,1.460368754,,
41,-83.75,2018,215,12.28,1.344327459,,
41,-83.125,2018,215,12.4,1.357464209,,
41,-82.5,2018,215,12.41,1.358558938,,
41.5,-83.75,2018,215,12.4,1.357464209,,
41.5,-83.125,2018,215,13.15,1.439568899,,
41.5,-82.5,2018,215,13.84,1.515105214,,
42,-83.75,2018,215,12.78,1.399063919,,
42,-83.125,2018,215,14.04,1.536999798,,
42,-82.5,2018,215,14.9,1.631146509,,
42.5,-83.75,2018,215,13.04,1.427526878,,
42.5,-83.125,2018,215,13.84,1.515105214,,
42.5,-82.5,2018,215,14.56,1.593925716,,
41,-83.75,2018,216,12.87,1.408916482,,
41,-83.125,2018,216,12.29,1.345422188,,
41,-82.5,2018,216,12.62,1.381548252,,
41.5,-83.75,2018,216,11.73,1.284117353,,
41.5,-83.125,2018,216,11.77,1.288496269,,
41.5,-82.5,2018,216,12.95,1.417674315,,
42,-83.75,2018,216,12.18,1.333380167,,
42,-83.125,2018,216,12.88,1.410011211,,
42,-82.5,2018,216,13.75,1.505252651,,
42.5,-83.75,2018,216,12.68,1.388116627,,
42.5,-83.125,2018,216,13.16,1.440663628,,
42.5,-82.5,2018,216,13.76,1.50634738,,
41,-83.75,2018,217,14.68,1.607062467,,
41,-83.125,2018,217,14.86,1.626767593,,
41,-82.5,2018,217,15.06,1.648662177,,
41.5,-83.75,2018,217,14.48,1.585167883,,
41.5,-83.125,2018,217,15.35,1.680409323,,
41.5,-82.5,2018,217,16.17,1.770177118,,
42,-83.75,2018,217,14.88,1.628957051,,
42,-83.125,2018,217,15.85,1.735145783,,
42,-82.5,2018,217,16.74,1.832576682,,
42.5,-83.75,2018,217,14.94,1.635525426,,
42.5,-83.125,2018,217,15.53,1.700114449,,
42.5,-82.5,2018,217,16.23,1.776745493,,
41,-83.75,2018,218,15.5,1.696830261,,
41,-83.125,2018,218,15.32,1.677125136,,
41,-82.5,2018,218,15.26,1.670556761,,
41.5,-83.75,2018,218,15.82,1.731861596,,
41.5,-83.125,2018,218,16.1,1.762514013,,
41.5,-82.5,2018,218,16.57,1.813966286,,
42,-83.75,2018,218,16.57,1.813966286,,
42,-83.125,2018,218,17.02,1.8632291,,
42,-82.5,2018,218,17.39,1.90373408,,
42.5,-83.75,2018,218,16.42,1.797545348,,
42.5,-83.125,2018,218,16.78,1.836955599,,
42.5,-82.5,2018,218,17.18,1.880744767,,
41,-83.75,2018,219,16.87,1.846808162,,
41,-83.125,2018,219,16.6,1.817250473,,
41,-82.5,2018,219,16.49,1.805208452,,
41.5,-83.75,2018,219,16.33,1.787692785,,
41.5,-83.125,2018,219,16.25,1.778934951,,
41.5,-82.5,2018,219,16.23,1.776745493,,
42,-83.75,2018,219,15.49,1.695735532,,
42,-83.125,2018,219,16.02,1.75375618,,
42,-82.5,2018,219,16.07,1.759229826,,
42.5,-83.75,2018,219,14.98,1.639904343,,
42.5,-83.125,2018,219,15.6,1.707777553,,
42.5,-82.5,2018,219,15.9,1.740619429,,
41,-83.75,2018,220,15.37,1.682598782,,
41,-83.125,2018,220,15.34,1.679314594,,
41,-82.5,2018,220,15.35,1.680409323,,
41.5,-83.75,2018,220,15.55,1.702303907,,
41.5,-83.125,2018,220,16.04,1.755945638,,
41.5,-82.5,2018,220,16.36,1.790976973,,
42,-83.75,2018,220,14.51,1.58845207,,
42,-83.125,2018,220,15.61,1.708872283,,
42,-82.5,2018,220,15.99,1.750471992,,
42.5,-83.75,2018,220,14.39,1.57531532,,
42.5,-83.125,2018,220,14.9,1.631146509,,
42.5,-82.5,2018,220,15.13,1.656325281,,
41,-83.75,2018,221,13.25,1.450516191,,
41,-83.125,2018,221,12.98,1.420958503,,
41,-82.5,2018,221,13.18,1.442853087,,
41.5,-83.75,2018,221,13.84,1.515105214,,
41.5,-83.125,2018,221,14.3,1.565462757,,
41.5,-82.5,2018,221,14.97,1.638809614,,
42,-83.75,2018,221,13.83,1.514010485,,
42,-83.125,2018,221,14.83,1.623483405,,
42,-82.5,2018,221,15.21,1.665083115,,
42.5,-83.75,2018,221,13.82,1.512915756,,
42.5,-83.125,2018,221,14.29,1.564368028,,
42.5,-82.5,2018,221,14.72,1.611441384,,
41,-83.75,2018,222,15.57,1.704493366,,
41,-83.125,2018,222,15.55,1.702303907,,
41,-82.5,2018,222,15.37,1.682598782,,
41.5,-83.75,2018,222,14.98,1.639904343,,
41.5,-83.125,2018,222,15.1,1.653041093,,
41.5,-82.5,2018,222,15.47,1.693546074,,
42,-83.75,2018,222,13.32,1.458179296,,
42,-83.125,2018,222,13.91,1.522768318,,
42,-82.5,2018,222,14.47,1.584073154,,
42.5,-83.75,2018,222,12.08,1.322432875,,
42.5,-83.125,2018,222,12.46,1.364032584,,
42.5,-82.5,2018,222,13.12,1.436284712,,
41,-83.75,2018,223,11.94,1.307106666,,
41,-83.125,2018,223,11.89,1.30163302,,
41,-82.5,2018,223,12.27,1.343232729,,
41.5,-83.75,2018,223,11.13,1.218433601,,
41.5,-83.125,2018,223,11.02,1.206391579,,
41.5,-82.5,2018,223,11.78,1.289590999,,
42,-83.75,2018,223,10.89,1.1921601,,
42,-83.125,2018,223,10.51,1.15056039,,
