-BEGIN HEADER-,,,,,,,
NASA/POWER Source Native Resolution Daily Data,,,,,,,
Dates (month/day/year): 06/28/2018 through 06/28/2019 in LST,,,,,,,
Location: Regional,,,,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,,,,
parameter(s):,,,,,,,
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg),,,,,,,
-END HEADER-,,,,,,,
LAT,LON,YEAR,DOY,QV2M,Scaling Factor,,2018 QV2M Avg
42,-81.875,2018,181,16.65,1.802887121,,
42,-81.25,2018,181,16.18,1.751994812,,
42,-80.625,2018,181,15.6,1.689191537,,
42,-80,2018,181,15.51,1.679446201,,
42.5,-81.875,2018,181,17.6,1.905754554,,
42.5,-81.25,2018,181,16.53,1.78989334,,
42.5,-80.625,2018,181,16.28,1.762822963,,
42.5,-80,2018,181,15.85,1.716261914,,
41,-81.875,2018,182,15.87,1.718427544,,
41,-81.25,2018,182,15.02,1.626388262,,
41,-80.625,2018,182,15.11,1.636133597,,
41,-80,2018,182,16.06,1.739001031,,
41.5,-81.875,2018,182,16.1,1.743332291,,
41.5,-81.25,2018,182,14.18,1.535431794,,
41.5,-80.625,2018,182,14.6,1.580910028,,
41.5,-80,2018,182,15.59,1.688108722,,
42,-81.875,2018,182,16.51,1.78772771,,
42,-81.25,2018,182,14.86,1.60906322,,
42,-80.625,2018,182,14.37,1.556005281,,
42,-80,2018,182,15.04,1.628553892,,
42.5,-81.875,2018,182,16.97,1.837537204,,
42.5,-81.25,2018,182,15.6,1.689191537,,
42.5,-80.625,2018,182,14.83,1.605814775,,
42.5,-80,2018,182,15.27,1.653458639,,
41,-81.875,2018,183,18.16,1.966392199,,
41,-81.25,2018,183,17.74,1.920913965,,
41,-80.625,2018,183,17.85,1.932824931,,
41,-80,2018,183,18.17,1.967475014,,
41.5,-81.875,2018,183,18.01,1.950149973,,
41.5,-81.25,2018,183,17.78,1.925245226,,
41.5,-80.625,2018,183,17.91,1.939321822,,
41.5,-80,2018,183,17.89,1.937156192,,
42,-81.875,2018,183,17.21,1.863524766,,
42,-81.25,2018,183,17.54,1.899257664,,
42,-80.625,2018,183,17.34,1.877601362,,
42,-80,2018,183,17.45,1.889512328,,
42.5,-81.875,2018,183,16.7,1.808301196,,
42.5,-81.25,2018,183,16.66,1.803969936,,
42.5,-80.625,2018,183,16.83,1.822377792,,
42.5,-80,2018,183,16.96,1.836454389,,
41,-81.875,2018,184,17.67,1.91333426,,
41,-81.25,2018,184,17.26,1.868938841,,
41,-80.625,2018,184,16.97,1.837537204,,
41,-80,2018,184,17.15,1.857027875,,
41.5,-81.875,2018,184,17.89,1.937156192,,
41.5,-81.25,2018,184,17.37,1.880849807,,
41.5,-80.625,2018,184,17.34,1.877601362,,
41.5,-80,2018,184,17.4,1.884098252,,
42,-81.875,2018,184,16.16,1.749829182,,
42,-81.25,2018,184,16.72,1.810466826,,
42,-80.625,2018,184,16.52,1.788810525,,
42,-80,2018,184,16.75,1.813715272,,
42.5,-81.875,2018,184,13.42,1.453137848,,
42.5,-81.25,2018,184,13.63,1.475876964,,
42.5,-80.625,2018,184,13.45,1.456386293,,
42.5,-80,2018,184,14.28,1.546259945,,
41,-81.875,2018,185,16.82,1.821294977,,
41,-81.25,2018,185,16.18,1.751994812,,
41,-80.625,2018,185,15.95,1.727090065,,
41,-80,2018,185,16.89,1.828874683,,
41.5,-81.875,2018,185,17.04,1.845116909,,
41.5,-81.25,2018,185,16.35,1.770402668,,
41.5,-80.625,2018,185,16.63,1.800721491,,
41.5,-80,2018,185,17.19,1.861359136,,
42,-81.875,2018,185,17.12,1.85377943,,
42,-81.25,2018,185,17.13,1.854862245,,
42,-80.625,2018,185,16.62,1.799638676,,
42,-80,2018,185,16.93,1.833205943,,
42.5,-81.875,2018,185,16.72,1.810466826,,
42.5,-81.25,2018,185,16.44,1.780148004,,
42.5,-80.625,2018,185,16.44,1.780148004,,
42.5,-80,2018,185,16.59,1.79639023,,
41,-81.875,2018,186,18.19,1.969640644,,
41,-81.25,2018,186,17.34,1.877601362,,
41,-80.625,2018,186,17.26,1.868938841,,
41,-80,2018,186,17.9,1.938239007,,
41.5,-81.875,2018,186,18.72,2.027029844,,
41.5,-81.25,2018,186,17.73,1.91983115,,
41.5,-80.625,2018,186,17.74,1.920913965,,
41.5,-80,2018,186,17.8,1.927410856,,
42,-81.875,2018,186,18.52,2.005373542,,
42,-81.25,2018,186,18.2,1.970723459,,
42,-80.625,2018,186,17.8,1.927410856,,
42,-80,2018,186,17.67,1.91333426,,
42.5,-81.875,2018,186,17.89,1.937156192,,
42.5,-81.25,2018,186,17.59,1.904671739,,
42.5,-80.625,2018,186,17.59,1.904671739,,
42.5,-80,2018,186,17.8,1.927410856,,
41,-81.875,2018,187,11.39,1.233326385,,
41,-81.25,2018,187,11.17,1.209504453,,
41,-80.625,2018,187,11.51,1.246320166,,
41,-80,2018,187,12.21,1.322117222,,
41.5,-81.875,2018,187,11.34,1.227912309,,
41.5,-81.25,2018,187,10.73,1.161860589,,
41.5,-80.625,2018,187,11.29,1.222498234,,
41.5,-80,2018,187,11.45,1.239823275,,
42,-81.875,2018,187,10.73,1.161860589,,
42,-81.25,2018,187,10.94,1.184599706,,
42,-80.625,2018,187,10.77,1.166191849,,
42,-80,2018,187,10.83,1.17268874,,
42.5,-81.875,2018,187,9.05,0.9799476543,,
42.5,-81.25,2018,187,9.58,1.037336854,,
42.5,-80.625,2018,187,9.56,1.035171224,,
42.5,-80,2018,187,10.35,1.120713616,,
41,-81.875,2018,188,9.01,0.9756163939,,
41,-81.25,2018,188,8.34,0.9030677831,,
41,-80.625,2018,188,8.39,0.9084818585,,
41,-80,2018,188,8.68,0.939883496,,
41.5,-81.875,2018,188,9.7,1.050330635,,
41.5,-81.25,2018,188,8.69,0.9409663111,,
41.5,-80.625,2018,188,8.78,0.9507116469,,
41.5,-80,2018,188,8.65,0.9366350508,,
42,-81.875,2018,188,9.61,1.040585299,,
42,-81.25,2018,188,9.56,1.035171224,,
42,-80.625,2018,188,9.13,0.988610175,,
42,-80,2018,188,8.74,0.9463803866,,
42.5,-81.875,2018,188,8.47,0.9171443792,,
42.5,-81.25,2018,188,8.63,0.9344694206,,
42.5,-80.625,2018,188,8.44,0.9138959339,,
42.5,-80,2018,188,8.62,0.9333866055,,
41,-81.875,2018,189,9.49,1.027591518,,
41,-81.25,2018,189,8.66,0.9377178659,,
41,-80.625,2018,189,8.65,0.9366350508,,
41,-80,2018,189,9.27,1.003769586,,
41.5,-81.875,2018,189,10.13,1.096891684,,
41.5,-81.25,2018,189,9.08,0.9831960995,,
41.5,-80.625,2018,189,9.21,0.9972726957,,
41.5,-80,2018,189,9.43,1.021094628,,
42,-81.875,2018,189,10.53,1.140204287,,
42,-81.25,2018,189,10.5,1.136955842,,
42,-80.625,2018,189,9.75,1.05574471,,
42,-80,2018,189,9.85,1.066572861,,
42.5,-81.875,2018,189,10.51,1.138038657,,
42.5,-81.25,2018,189,9.94,1.076318197,,
42.5,-80.625,2018,189,9.66,1.045999375,,
42.5,-80,2018,189,10.55,1.142369917,,
41,-81.875,2018,190,12.53,1.356767305,,
41,-81.25,2018,190,11.3,1.223581049,,
41,-80.625,2018,190,10.56,1.143452733,,
41,-80,2018,190,11.01,1.192179411,,
41.5,-81.875,2018,190,13.84,1.498616081,,
41.5,-81.25,2018,190,11.71,1.267976468,,
41.5,-80.625,2018,190,11.17,1.209504453,,
41.5,-80,2018,190,11.09,1.200841932,,
42,-81.875,2018,190,14.51,1.571164692,,
42,-81.25,2018,190,14.33,1.551674021,,
42,-80.625,2018,190,12.66,1.370843901,,
42,-80,2018,190,11.63,1.259313947,,
42.5,-81.875,2018,190,13.03,1.410908059,,
42.5,-81.25,2018,190,13.43,1.454220663,,
42.5,-80.625,2018,190,13.23,1.432564361,,
42.5,-80,2018,190,13.29,1.439061251,,
41,-81.875,2018,191,13.82,1.496450451,,
41,-81.25,2018,191,13.08,1.416322135,,
41,-80.625,2018,191,12.87,1.393583018,,
41,-80,2018,191,13.82,1.496450451,,
41.5,-81.875,2018,191,14.17,1.534348979,,
41.5,-81.25,2018,191,13.25,1.434729991,,
41.5,-80.625,2018,191,13.24,1.433647176,,
41.5,-80,2018,191,13.68,1.48129104,,
42,-81.875,2018,191,13.66,1.47912541,,
42,-81.25,2018,191,14.2,1.537597424,,
42,-80.625,2018,191,13.79,1.493202006,,
42,-80,2018,191,13.56,1.468297259,,
42.5,-81.875,2018,191,11.5,1.245237351,,
42.5,-81.25,2018,191,12.35,1.337276633,,
42.5,-80.625,2018,191,12.72,1.377340791,,
42.5,-80,2018,191,13.67,1.480208225,,
41,-81.875,2018,192,10.42,1.128293321,,
41,-81.25,2018,192,9.94,1.076318197,,
41,-80.625,2018,192,10.17,1.101222944,,
41,-80,2018,192,10.89,1.17918563,,
41.5,-81.875,2018,192,11.09,1.200841932,,
41.5,-81.25,2018,192,10.28,1.11313391,,
41.5,-80.625,2018,192,10.53,1.140204287,,
41.5,-80,2018,192,10.67,1.155363698,,
42,-81.875,2018,192,11.64,1.260396762,,
42,-81.25,2018,192,11.51,1.246320166,,
42,-80.625,2018,192,10.99,1.190013781,,
42,-80,2018,192,10.48,1.134790212,,
42.5,-81.875,2018,192,10.16,1.100140129,,
42.5,-81.25,2018,192,11.05,1.196510672,,
42.5,-80.625,2018,192,10.64,1.152115253,,
42.5,-80,2018,192,11.14,1.206256008,,
41,-81.875,2018,193,9.9,1.071986937,,
41,-81.25,2018,193,9.12,0.9875273599,,
41,-80.625,2018,193,9.47,1.025425888,,
41,-80,2018,193,10.2,1.104471389,,
41.5,-81.875,2018,193,11.24,1.217084158,,
41.5,-81.25,2018,193,9.82,1.063324416,,
41.5,-80.625,2018,193,10.06,1.089311978,,
41.5,-80,2018,193,10.13,1.096891684,,
42,-81.875,2018,193,12.02,1.301543735,,
42,-81.25,2018,193,11.59,1.254982687,,
42,-80.625,2018,193,10.76,1.165109034,,
42,-80,2018,193,10.32,1.11746517,,
42.5,-81.875,2018,193,10.79,1.16835748,,
42.5,-81.25,2018,193,11.29,1.222498234,,
42.5,-80.625,2018,193,10.7,1.158612144,,
42.5,-80,2018,193,10.48,1.134790212,,
41,-81.875,2018,194,11.45,1.239823275,,
41,-81.25,2018,194,11.27,1.220332604,,
41,-80.625,2018,194,11.45,1.239823275,,
41,-80,2018,194,12.19,1.319951592,,
41.5,-81.875,2018,194,12.41,1.343773524,,
41.5,-81.25,2018,194,10.69,1.157529329,,
41.5,-80.625,2018,194,11.18,1.210587268,,
41.5,-80,2018,194,12.2,1.321034407,,
42,-81.875,2018,194,13.73,1.486705115,,
42,-81.25,2018,194,13.15,1.42390184,,
42,-80.625,2018,194,12.16,1.316703147,,
42,-80,2018,194,12.41,1.343773524,,
42.5,-81.875,2018,194,13.09,1.41740495,,
42.5,-81.25,2018,194,13.2,1.429315916,,
42.5,-80.625,2018,194,12.62,1.366512641,,
42.5,-80,2018,194,13.1,1.418487765,,
41,-81.875,2018,195,14.56,1.576578768,,
41,-81.25,2018,195,14.17,1.534348979,,
41,-80.625,2018,195,14.07,1.523520828,,
41,-80,2018,195,14.55,1.575495952,,
41.5,-81.875,2018,195,15.2,1.645878933,,
41.5,-81.25,2018,195,13.98,1.513775492,,
41.5,-80.625,2018,195,14.14,1.531100534,,
41.5,-80,2018,195,14.78,1.600400699,,
42,-81.875,2018,195,15.98,1.73033851,,
42,-81.25,2018,195,15.79,1.709765023,,
42,-80.625,2018,195,14.6,1.580910028,,
42,-80,2018,195,14.58,1.578744398,,
42.5,-81.875,2018,195,15.46,1.674032125,,
42.5,-81.25,2018,195,15.69,1.698936872,,
42.5,-80.625,2018,195,15.21,1.646961748,,
42.5,-80,2018,195,15.36,1.663203975,,
41,-81.875,2018,196,15.54,1.682694646,,
41,-81.25,2018,196,14.98,1.622057001,,
41,-80.625,2018,196,14.78,1.600400699,,
41,-80,2018,196,15.39,1.66645242,,
41.5,-81.875,2018,196,16.21,1.755243257,,
41.5,-81.25,2018,196,14.72,1.593903809,,
41.5,-80.625,2018,196,14.61,1.581992843,,
41.5,-80,2018,196,14.93,1.616642926,,
42,-81.875,2018,196,16.41,1.776899559,,
42,-81.25,2018,196,15.69,1.698936872,,
42,-80.625,2018,196,14.79,1.601483515,,
42,-80,2018,196,14.61,1.581992843,,
42.5,-81.875,2018,196,15.58,1.687025906,,
42.5,-81.25,2018,196,15.85,1.716261914,,
42.5,-80.625,2018,196,15.3,1.656707084,,
42.5,-80,2018,196,15.57,1.685943091,,
41,-81.875,2018,197,16.22,1.756326072,,
41,-81.25,2018,197,15.87,1.718427544,,
41,-80.625,2018,197,15.79,1.709765023,,
41,-80,2018,197,16.02,1.73466977,,
41.5,-81.875,2018,197,16.96,1.836454389,,
41.5,-81.25,2018,197,15.91,1.722758804,,
41.5,-80.625,2018,197,15.89,1.720593174,,
41.5,-80,2018,197,16.1,1.743332291,,
42,-81.875,2018,197,17.47,1.891677958,,
42,-81.25,2018,197,17.01,1.841868464,,
42,-80.625,2018,197,16.08,1.741166661,,
42,-80,2018,197,16.03,1.735752585,,
42.5,-81.875,2018,197,16.47,1.783396449,,
42.5,-81.25,2018,197,16.71,1.809384011,,
42.5,-80.625,2018,197,16.1,1.743332291,,
42.5,-80,2018,197,16.34,1.769319853,,
41,-81.875,2018,198,13.41,1.452055032,,
41,-81.25,2018,198,12.94,1.401162723,,
41,-80.625,2018,198,12.99,1.406576799,,
41,-80,2018,198,13.47,1.458551923,,
41.5,-81.875,2018,198,13.59,1.471545704,,
41.5,-81.25,2018,198,12.7,1.375175161,,
41.5,-80.625,2018,198,12.71,1.376257976,,
41.5,-80,2018,198,12.81,1.387086127,,
42,-81.875,2018,198,13.31,1.441226882,,
42,-81.25,2018,198,13.15,1.42390184,,
42,-80.625,2018,198,12.61,1.365429825,,
42,-80,2018,198,12.41,1.343773524,,
42.5,-81.875,2018,198,11.71,1.267976468,,
42.5,-81.25,2018,198,11.9,1.288549954,,
42.5,-80.625,2018,198,11.71,1.267976468,,
42.5,-80,2018,198,12.3,1.331862558,,
41,-81.875,2018,199,9.7,1.050330635,,
41,-81.25,2018,199,9.1,0.9853617297,,
41,-80.625,2018,199,9.15,0.9907758052,,
41,-80,2018,199,9.58,1.037336854,,
41.5,-81.875,2018,199,10.39,1.125044876,,
41.5,-81.25,2018,199,9.51,1.029757148,,
41.5,-80.625,2018,199,9.54,1.033005594,,
41.5,-80,2018,199,9.78,1.058993156,,
42,-81.875,2018,199,10.52,1.139121472,,
42,-81.25,2018,199,10.51,1.138038657,,
42,-80.625,2018,199,10.21,1.105554204,,
42,-80,2018,199,10.19,1.103388574,,
42.5,-81.875,2018,199,10.17,1.101222944,,
42.5,-81.25,2018,199,10.19,1.103388574,,
42.5,-80.625,2018,199,10.26,1.11096828,,
42.5,-80,2018,199,10.85,1.17485437,,
41,-81.875,2018,200,9.58,1.037336854,,
41,-81.25,2018,200,9.39,1.016763367,,
41,-80.625,2018,200,9.49,1.027591518,,
41,-80,2018,200,10.07,1.090394793,,
41.5,-81.875,2018,200,10.59,1.146701178,,
41.5,-81.25,2018,200,9.63,1.042750929,,
41.5,-80.625,2018,200,9.53,1.031922778,,
41.5,-80,2018,200,9.67,1.04708219,,
42,-81.875,2018,200,11.27,1.220332604,,
42,-81.25,2018,200,10.72,1.160777774,,
42,-80.625,2018,200,9.79,1.060075971,,
42,-80,2018,200,9.82,1.063324416,,
42.5,-81.875,2018,200,10.45,1.131541767,,
42.5,-81.25,2018,200,9.95,1.077401012,,
42.5,-80.625,2018,200,9.42,1.020011813,,
42.5,-80,2018,200,9.77,1.057910341,,
41,-81.875,2018,201,13.13,1.42173621,,
41,-81.25,2018,201,12.33,1.335111003,,
41,-80.625,2018,201,11.67,1.263645207,,
41,-80,2018,201,11.54,1.249568611,,
41.5,-81.875,2018,201,14.12,1.528934904,,
41.5,-81.25,2018,201,12.61,1.365429825,,
41.5,-80.625,2018,201,12.01,1.30046092,,
41.5,-80,2018,201,11.65,1.261479577,,
42,-81.875,2018,201,15.15,1.640464858,,
42,-81.25,2018,201,14.67,1.588489734,,
42,-80.625,2018,201,13.46,1.457469108,,
42,-80,2018,201,12.32,1.334028188,,
42.5,-81.875,2018,201,14.57,1.577661583,,
42.5,-81.25,2018,201,15,1.624222631,,
42.5,-80.625,2018,201,14.02,1.518106753,,
42.5,-80,2018,201,13.73,1.486705115,,
41,-81.875,2018,202,13.29,1.439061251,,
41,-81.25,2018,202,12.33,1.335111003,,
41,-80.625,2018,202,12.26,1.327531297,,
41,-80,2018,202,12.04,1.303709365,,
41.5,-81.875,2018,202,14.18,1.535431794,,
41.5,-81.25,2018,202,12.66,1.370843901,,
41.5,-80.625,2018,202,12.36,1.338359448,,
41.5,-80,2018,202,11.89,1.287467139,,
42,-81.875,2018,202,14.76,1.598235069,,
42,-81.25,2018,202,14.59,1.579827213,,
42,-80.625,2018,202,13.34,1.444475327,,
42,-80,2018,202,12.15,1.315620331,,
42.5,-81.875,2018,202,14.14,1.531100534,,
42.5,-81.25,2018,202,14.2,1.537597424,,
42.5,-80.625,2018,202,13.39,1.449889402,,
42.5,-80,2018,202,13.17,1.42606747,,
41,-81.875,2018,203,12.42,1.344856339,,
41,-81.25,2018,203,12.28,1.329696928,,
41,-80.625,2018,203,12.19,1.319951592,,
41,-80,2018,203,12.43,1.345939154,,
41.5,-81.875,2018,203,12.72,1.377340791,,
41.5,-81.25,2018,203,12.16,1.316703147,,
41.5,-80.625,2018,203,12.37,1.339442263,,
41.5,-80,2018,203,12.44,1.347021969,,
42,-81.875,2018,203,12.62,1.366512641,,
42,-81.25,2018,203,12.65,1.369761086,,
42,-80.625,2018,203,12.37,1.339442263,,
42,-80,2018,203,12.52,1.35568449,,
42.5,-81.875,2018,203,11.47,1.241988905,,
42.5,-81.25,2018,203,11.9,1.288549954,,
42.5,-80.625,2018,203,12.18,1.318868777,,
42.5,-80,2018,203,12.98,1.405493984,,
41,-81.875,2018,204,14.67,1.588489734,,
41,-81.25,2018,204,14.52,1.572247507,,
41,-80.625,2018,204,14.39,1.558170911,,
41,-80,2018,204,14.59,1.579827213,,
41.5,-81.875,2018,204,15.21,1.646961748,,
41.5,-81.25,2018,204,14.73,1.594986624,,
41.5,-80.625,2018,204,14.67,1.588489734,,
41.5,-80,2018,204,14.49,1.568999062,,
42,-81.875,2018,204,15.26,1.652375824,,
42,-81.25,2018,204,15.63,1.692439982,,
42,-80.625,2018,204,15.23,1.649127378,,
42,-80,2018,204,14.83,1.605814775,,
42.5,-81.875,2018,204,14.57,1.577661583,,
42.5,-81.25,2018,204,15.24,1.650210194,,
42.5,-80.625,2018,204,15.31,1.657789899,,
42.5,-80,2018,204,15.71,1.701102503,,
41,-81.875,2018,205,15.3,1.656707084,,
41,-81.25,2018,205,14.89,1.612311665,,
41,-80.625,2018,205,14.3,1.548425575,,
41,-80,2018,205,14.88,1.61122885,,
41.5,-81.875,2018,205,15.68,1.697854057,,
41.5,-81.25,2018,205,15.19,1.644796118,,
41.5,-80.625,2018,205,15.08,1.632885152,,
41.5,-80,2018,205,15.11,1.636133597,,
42,-81.875,2018,205,15.97,1.729255695,,
42,-81.25,2018,205,16.29,1.763905778,,
42,-80.625,2018,205,15.74,1.704350948,,
42,-80,2018,205,15.4,1.667535235,,
42.5,-81.875,2018,205,15.5,1.678363386,,
42.5,-81.25,2018,205,16.07,1.740083846,,
42.5,-80.625,2018,205,16,1.73250414,,
42.5,-80,2018,205,16,1.73250414,,
41,-81.875,2018,206,13.8,1.494284821,,
41,-81.25,2018,206,13.57,1.469380074,,
41,-80.625,2018,206,13.91,1.506195787,,
41,-80,2018,206,14.54,1.574413137,,
41.5,-81.875,2018,206,14.85,1.607980405,,
41.5,-81.25,2018,206,13.89,1.504030157,,
41.5,-80.625,2018,206,13.97,1.512692677,,
41.5,-80,2018,206,14.39,1.558170911,,
42,-81.875,2018,206,15.21,1.646961748,,
42,-81.25,2018,206,15.78,1.708682208,,
42,-80.625,2018,206,14.99,1.623139816,,
42,-80,2018,206,14.83,1.605814775,,
42.5,-81.875,2018,206,14.12,1.528934904,,
42.5,-81.25,2018,206,14.45,1.564667802,,
42.5,-80.625,2018,206,14.54,1.574413137,,
42.5,-80,2018,206,15.24,1.650210194,,
41,-81.875,2018,207,12.66,1.370843901,,
41,-81.25,2018,207,12.24,1.325365667,,
41,-80.625,2018,207,12.27,1.328614112,,
41,-80,2018,207,12.68,1.373009531,,
41.5,-81.875,2018,207,14.07,1.523520828,,
41.5,-81.25,2018,207,12.9,1.396831463,,
41.5,-80.625,2018,207,12.71,1.376257976,,
41.5,-80,2018,207,12.89,1.395748648,,
42,-81.875,2018,207,14.87,1.610146035,,
42,-81.25,2018,207,15.1,1.635050782,,
42,-80.625,2018,207,14.15,1.532183349,,
42,-80,2018,207,13.61,1.473711334,,
42.5,-81.875,2018,207,13.52,1.463965998,,
42.5,-81.25,2018,207,14.51,1.571164692,,
42.5,-80.625,2018,207,14.3,1.548425575,,
42.5,-80,2018,207,14.38,1.557088096,,
41,-81.875,2018,208,11.46,1.24090609,,
41,-81.25,2018,208,11.13,1.205173193,,
41,-80.625,2018,208,11.41,1.235492015,,
41,-80,2018,208,12.33,1.335111003,,
41.5,-81.875,2018,208,11.92,1.290715584,,
41.5,-81.25,2018,208,11.32,1.225746679,,
41.5,-80.625,2018,208,11.56,1.251734241,,
41.5,-80,2018,208,11.88,1.286384324,,
42,-81.875,2018,208,12.37,1.339442263,,
42,-81.25,2018,208,12.24,1.325365667,,
42,-80.625,2018,208,12.11,1.311289071,,
42,-80,2018,208,12.03,1.30262655,,
42.5,-81.875,2018,208,11.74,1.271224913,,
42.5,-81.25,2018,208,12.17,1.317785962,,
42.5,-80.625,2018,208,11.99,1.29829529,,
42.5,-80,2018,208,12.49,1.352436044,,
41,-81.875,2018,209,10.45,1.131541767,,
41,-81.25,2018,209,10.32,1.11746517,,
41,-80.625,2018,209,10.32,1.11746517,,
41,-80,2018,209,10.52,1.139121472,,
41.5,-81.875,2018,209,11.09,1.200841932,,
41.5,-81.25,2018,209,10.68,1.156446514,,
41.5,-80.625,2018,209,10.71,1.159694959,,
41.5,-80,2018,209,10.61,1.148866808,,
42,-81.875,2018,209,11.47,1.241988905,,
42,-81.25,2018,209,11.74,1.271224913,,
42,-80.625,2018,209,11.46,1.24090609,,
42,-80,2018,209,11.16,1.208421638,,
42.5,-81.875,2018,209,11.24,1.217084158,,
42.5,-81.25,2018,209,11.41,1.235492015,,
42.5,-80.625,2018,209,11.42,1.23657483,,
42.5,-80,2018,209,11.73,1.270142098,,
41,-81.875,2018,210,10.19,1.103388574,,
41,-81.25,2018,210,9.68,1.048165005,,
41,-80.625,2018,210,9.67,1.04708219,,
41,-80,2018,210,10.05,1.088229163,,
41.5,-81.875,2018,210,11.04,1.195427857,,
41.5,-81.25,2018,210,10.39,1.125044876,,
41.5,-80.625,2018,210,10.35,1.120713616,,
41.5,-80,2018,210,10.43,1.129376136,,
42,-81.875,2018,210,11.86,1.284218694,,
42,-81.25,2018,210,11.99,1.29829529,,
42,-80.625,2018,210,11.31,1.224663864,,
42,-80,2018,210,10.76,1.165109034,,
42.5,-81.875,2018,210,11.74,1.271224913,,
42.5,-81.25,2018,210,11.85,1.283135879,,
42.5,-80.625,2018,210,11.72,1.269059283,,
42.5,-80,2018,210,11.51,1.246320166,,
41,-81.875,2018,211,10.82,1.171605925,,
41,-81.25,2018,211,10.87,1.17702,,
41,-80.625,2018,211,11.53,1.248485796,,
41,-80,2018,211,11.97,1.29612966,,
41.5,-81.875,2018,211,11.21,1.213835713,,
41.5,-81.25,2018,211,11.13,1.205173193,,
41.5,-80.625,2018,211,11.62,1.258231132,,
41.5,-80,2018,211,11.68,1.264728022,,
42,-81.875,2018,211,11.52,1.247402981,,
42,-81.25,2018,211,11.78,1.275556173,,
42,-80.625,2018,211,12.28,1.329696928,,
42,-80,2018,211,11.8,1.277721803,,
42.5,-81.875,2018,211,11.79,1.276638988,,
42.5,-81.25,2018,211,11.83,1.280970249,,
42.5,-80.625,2018,211,12.01,1.30046092,,
42.5,-80,2018,211,12.46,1.349187599,,
41,-81.875,2018,212,14.2,1.537597424,,
41,-81.25,2018,212,14.38,1.557088096,,
41,-80.625,2018,212,14.25,1.5430115,,
41,-80,2018,212,14.07,1.523520828,,
41.5,-81.875,2018,212,14.51,1.571164692,,
41.5,-81.25,2018,212,13.89,1.504030157,,
41.5,-80.625,2018,212,13.88,1.502947342,,
41.5,-80,2018,212,13.6,1.472628519,,
42,-81.875,2018,212,14.42,1.561419356,,
42,-81.25,2018,212,14.7,1.591738179,,
42,-80.625,2018,212,14.29,1.54734276,,
42,-80,2018,212,13.71,1.484539485,,
42.5,-81.875,2018,212,13.15,1.42390184,,
42.5,-81.25,2018,212,14.01,1.517023938,,
42.5,-80.625,2018,212,14.08,1.524603643,,
42.5,-80,2018,212,14.24,1.541928685,,
41,-81.875,2018,213,13.43,1.454220663,,
41,-81.25,2018,213,13.52,1.463965998,,
41,-80.625,2018,213,13.75,1.488870745,,
