-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2025 through 06/28/2026 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,QV2M
43.5,-79.375,2025,182,12.9
43.5,-78.75,2025,182,13.21
43.5,-78.125,2025,182,13.21
42,-79.375,2025,183,11.24
42,-78.75,2025,183,11.46
42,-78.125,2025,183,11.55
42.5,-79.375,2025,183,11.89
42.5,-78.75,2025,183,11.27
42.5,-78.125,2025,183,11.36
43,-79.375,2025,183,11.17
43,-78.75,2025,183,11.05
43,-78.125,2025,183,10.84
43.5,-79.375,2025,183,11.2
43.5,-78.75,2025,183,11.69
43.5,-78.125,2025,183,11.79
42,-79.375,2025,184,10.9
42,-78.75,2025,184,11
42,-78.125,2025,184,10.83
42.5,-79.375,2025,184,11.52
42.5,-78.75,2025,184,10.79
42.5,-78.125,2025,184,10.47
43,-79.375,2025,184,10.38
43,-78.75,2025,184,10.32
43,-78.125,2025,184,9.94
43.5,-79.375,2025,184,10.06
43.5,-78.75,2025,184,10.85
43.5,-78.125,2025,184,11.34
42,-79.375,2025,185,8.55
42,-78.75,2025,185,8.39
42,-78.125,2025,185,8.19
42.5,-79.375,2025,185,7.89
42.5,-78.75,2025,185,8.24
42.5,-78.125,2025,185,7.97
43,-79.375,2025,185,8.25
43,-78.75,2025,185,8.16
43,-78.125,2025,185,7.96
43.5,-79.375,2025,185,8.6
43.5,-78.75,2025,185,9.36
43.5,-78.125,2025,185,9.57
42,-79.375,2025,186,13.32
42,-78.75,2025,186,13.33
42,-78.125,2025,186,12.62
42.5,-79.375,2025,186,13.23
42.5,-78.75,2025,186,12.85
42.5,-78.125,2025,186,12.41
43,-79.375,2025,186,12.61
43,-78.75,2025,186,12.08
43,-78.125,2025,186,11.75
43.5,-79.375,2025,186,12.55
43.5,-78.75,2025,186,12.14
43.5,-78.125,2025,186,11.71
42,-79.375,2025,187,14.71
42,-78.75,2025,187,15.03
42,-78.125,2025,187,14.44
42.5,-79.375,2025,187,14.94
42.5,-78.75,2025,187,14.85
42.5,-78.125,2025,187,14.52
43,-79.375,2025,187,14.1
43,-78.75,2025,187,14.23
43,-78.125,2025,187,14.05
43.5,-79.375,2025,187,13.56
43.5,-78.75,2025,187,14.06
43.5,-78.125,2025,187,14.19
42,-79.375,2025,188,15.42
42,-78.75,2025,188,15.71
42,-78.125,2025,188,15.17
42.5,-79.375,2025,188,15.45
42.5,-78.75,2025,188,15.45
42.5,-78.125,2025,188,15.17
43,-79.375,2025,188,14.83
43,-78.75,2025,188,15.06
43,-78.125,2025,188,15.05
43.5,-79.375,2025,188,14.2
43.5,-78.75,2025,188,14.76
43.5,-78.125,2025,188,15.12
42,-79.375,2025,189,12.34
42,-78.75,2025,189,13.44
42,-78.125,2025,189,14.09
42.5,-79.375,2025,189,12.62
42.5,-78.75,2025,189,13.4
42.5,-78.125,2025,189,13.88
43,-79.375,2025,189,11.78
43,-78.75,2025,189,12.86
43,-78.125,2025,189,13.73
43.5,-79.375,2025,189,11.79
43.5,-78.75,2025,189,12.91
43.5,-78.125,2025,189,13.16
42,-79.375,2025,190,10.94
42,-78.75,2025,190,11.04
42,-78.125,2025,190,11.02
42.5,-79.375,2025,190,11.67
42.5,-78.75,2025,190,11.18
42.5,-78.125,2025,190,10.96
43,-79.375,2025,190,12.15
43,-78.75,2025,190,11.68
43,-78.125,2025,190,11.32
43.5,-79.375,2025,190,12.7
43.5,-78.75,2025,190,13.25
43.5,-78.125,2025,190,13.29
42,-79.375,2025,191,13.71
42,-78.75,2025,191,13.61
42,-78.125,2025,191,12.79
42.5,-79.375,2025,191,13.91
42.5,-78.75,2025,191,13.13
42.5,-78.125,2025,191,12.38
43,-79.375,2025,191,13.24
43,-78.75,2025,191,12.86
43,-78.125,2025,191,12.13
43.5,-79.375,2025,191,13.31
43.5,-78.75,2025,191,14.17
43.5,-78.125,2025,191,14.32
42,-79.375,2025,192,14.63
42,-78.75,2025,192,14.88
42,-78.125,2025,192,14.38
42.5,-79.375,2025,192,14.92
42.5,-78.75,2025,192,14.34
42.5,-78.125,2025,192,13.93
43,-79.375,2025,192,13.75
43,-78.75,2025,192,13.74
43,-78.125,2025,192,13.15
43.5,-79.375,2025,192,13.41
43.5,-78.75,2025,192,14.99
43.5,-78.125,2025,192,15.18
42,-79.375,2025,193,15.43
42,-78.75,2025,193,15.49
42,-78.125,2025,193,14.73
42.5,-79.375,2025,193,16.22
42.5,-78.75,2025,193,15.63
42.5,-78.125,2025,193,14.81
43,-79.375,2025,193,15.78
43,-78.75,2025,193,15.41
43,-78.125,2025,193,14.83
43.5,-79.375,2025,193,15.51
43.5,-78.75,2025,193,15.99
43.5,-78.125,2025,193,16.01
42,-79.375,2025,194,15.96
42,-78.75,2025,194,15.9
42,-78.125,2025,194,15.31
42.5,-79.375,2025,194,16.75
42.5,-78.75,2025,194,16.01
42.5,-78.125,2025,194,15.29
43,-79.375,2025,194,16.52
43,-78.75,2025,194,16.12
43,-78.125,2025,194,15.48
43.5,-79.375,2025,194,15.98
43.5,-78.75,2025,194,16.84
43.5,-78.125,2025,194,17.2
42,-79.375,2025,195,14.57
42,-78.75,2025,195,15.01
42,-78.125,2025,195,15.05
42.5,-79.375,2025,195,15.53
42.5,-78.75,2025,195,14.76
42.5,-78.125,2025,195,14.61
43,-79.375,2025,195,14.35
43,-78.75,2025,195,14.48
43,-78.125,2025,195,14.51
43.5,-79.375,2025,195,13.67
43.5,-78.75,2025,195,14.26
43.5,-78.125,2025,195,14.31
42,-79.375,2025,196,13.71
42,-78.75,2025,196,13.63
42,-78.125,2025,196,12.36
42.5,-79.375,2025,196,13.88
42.5,-78.75,2025,196,12.72
42.5,-78.125,2025,196,11.33
43,-79.375,2025,196,13.15
43,-78.75,2025,196,12.73
43,-78.125,2025,196,11.77
43.5,-79.375,2025,196,13.02
43.5,-78.75,2025,196,14.18
43.5,-78.125,2025,196,14.48
42,-79.375,2025,197,16.02
42,-78.75,2025,197,15.99
42,-78.125,2025,197,15.62
42.5,-79.375,2025,197,16.28
42.5,-78.75,2025,197,15.62
42.5,-78.125,2025,197,15.18
43,-79.375,2025,197,15.03
43,-78.75,2025,197,14.9
43,-78.125,2025,197,14.62
43.5,-79.375,2025,197,14.33
43.5,-78.75,2025,197,15.54
43.5,-78.125,2025,197,15.63
42,-79.375,2025,198,14.93
42,-78.75,2025,198,15.01
42,-78.125,2025,198,14.9
42.5,-79.375,2025,198,15.28
42.5,-78.75,2025,198,14.71
42.5,-78.125,2025,198,14.55
43,-79.375,2025,198,14.6
43,-78.75,2025,198,14.51
43,-78.125,2025,198,14.34
43.5,-79.375,2025,198,14.48
43.5,-78.75,2025,198,15.21
43.5,-78.125,2025,198,15.77
42,-79.375,2025,199,8.78
42,-78.75,2025,199,8.71
42,-78.125,2025,199,8.2
42.5,-79.375,2025,199,8.44
42.5,-78.75,2025,199,7.9
42.5,-78.125,2025,199,7.5
43,-79.375,2025,199,7.72
43,-78.75,2025,199,7.33
43,-78.125,2025,199,6.94
43.5,-79.375,2025,199,8.15
43.5,-78.75,2025,199,8.44
43.5,-78.125,2025,199,8.64
42,-79.375,2025,200,11.73
42,-78.75,2025,200,11.95
42,-78.125,2025,200,11.56
42.5,-79.375,2025,200,11.18
42.5,-78.75,2025,200,10.91
42.5,-78.125,2025,200,10.43
43,-79.375,2025,200,9.88
43,-78.75,2025,200,9.6
43,-78.125,2025,200,9.05
43.5,-79.375,2025,200,9.66
43.5,-78.75,2025,200,9.92
43.5,-78.125,2025,200,10.14
42,-79.375,2025,201,13.09
42,-78.75,2025,201,13.48
42,-78.125,2025,201,13.59
42.5,-79.375,2025,201,13.16
42.5,-78.75,2025,201,12.97
42.5,-78.125,2025,201,12.87
43,-79.375,2025,201,12.2
43,-78.75,2025,201,12.32
43,-78.125,2025,201,12.29
43.5,-79.375,2025,201,12.28
43.5,-78.75,2025,201,12.71
43.5,-78.125,2025,201,12.82
42,-79.375,2025,202,9.39
42,-78.75,2025,202,9.1
42,-78.125,2025,202,8.82
42.5,-79.375,2025,202,9.54
42.5,-78.75,2025,202,8.7
42.5,-78.125,2025,202,8.27
43,-79.375,2025,202,8.68
43,-78.75,2025,202,8.37
43,-78.125,2025,202,8.17
43.5,-79.375,2025,202,8.79
43.5,-78.75,2025,202,8.77
43.5,-78.125,2025,202,8.87
42,-79.375,2025,203,7.13
42,-78.75,2025,203,7.31
42,-78.125,2025,203,7.31
42.5,-79.375,2025,203,7.85
42.5,-78.75,2025,203,7.32
42.5,-78.125,2025,203,7.18
43,-79.375,2025,203,7.73
43,-78.75,2025,203,7.21
43,-78.125,2025,203,7.1
43.5,-79.375,2025,203,8.93
43.5,-78.75,2025,203,8.99
43.5,-78.125,2025,203,9.05
42,-79.375,2025,204,9.46
42,-78.75,2025,204,9.91
42,-78.125,2025,204,9.99
42.5,-79.375,2025,204,10.18
42.5,-78.75,2025,204,9.35
42.5,-78.125,2025,204,9.04
43,-79.375,2025,204,9.54
43,-78.75,2025,204,8.95
43,-78.125,2025,204,8.52
43.5,-79.375,2025,204,10.19
43.5,-78.75,2025,204,10.72
43.5,-78.125,2025,204,10.94
42,-79.375,2025,205,13.05
42,-78.75,2025,205,13.2
42,-78.125,2025,205,12.93
42.5,-79.375,2025,205,14.38
42.5,-78.75,2025,205,13.01
42.5,-78.125,2025,205,12.43
43,-79.375,2025,205,14.59
43,-78.75,2025,205,13.35
43,-78.125,2025,205,12.15
43.5,-79.375,2025,205,14.92
43.5,-78.75,2025,205,15.07
43.5,-78.125,2025,205,14.73
42,-79.375,2025,206,15.53
42,-78.75,2025,206,15.28
42,-78.125,2025,206,15.1
42.5,-79.375,2025,206,15.79
42.5,-78.75,2025,206,14.89
42.5,-78.125,2025,206,14.52
43,-79.375,2025,206,15.02
43,-78.75,2025,206,14.87
43,-78.125,2025,206,14.44
43.5,-79.375,2025,206,14.09
43.5,-78.75,2025,206,15.25
43.5,-78.125,2025,206,15.46
42,-79.375,2025,207,15.63
42,-78.75,2025,207,15.24
42,-78.125,2025,207,14.69
42.5,-79.375,2025,207,15.84
42.5,-78.75,2025,207,14.65
42.5,-78.125,2025,207,14.12
43,-79.375,2025,207,15.31
43,-78.75,2025,207,14.27
43,-78.125,2025,207,13.52
43.5,-79.375,2025,207,14.48
43.5,-78.75,2025,207,14.55
43.5,-78.125,2025,207,14.39
42,-79.375,2025,208,15.23
42,-78.75,2025,208,15.21
42,-78.125,2025,208,15.17
42.5,-79.375,2025,208,16.12
42.5,-78.75,2025,208,15.19
42.5,-78.125,2025,208,14.79
43,-79.375,2025,208,15.37
43,-78.75,2025,208,15.14
43,-78.125,2025,208,14.74
43.5,-79.375,2025,208,15.19
43.5,-78.75,2025,208,15.83
43.5,-78.125,2025,208,16.07
42,-79.375,2025,209,12.15
42,-78.75,2025,209,11.9
42,-78.125,2025,209,12.1
42.5,-79.375,2025,209,13.32
42.5,-78.75,2025,209,11.76
42.5,-78.125,2025,209,11.31
43,-79.375,2025,209,13.03
43,-78.75,2025,209,12.19
43,-78.125,2025,209,11.38
43.5,-79.375,2025,209,13.72
43.5,-78.75,2025,209,14.73
43.5,-78.125,2025,209,15.38
42,-79.375,2025,210,12.14
42,-78.75,2025,210,11.9
42,-78.125,2025,210,11.57
42.5,-79.375,2025,210,14.42
42.5,-78.75,2025,210,12.47
42.5,-78.125,2025,210,11.7
43,-79.375,2025,210,13.57
43,-78.75,2025,210,12.97
43,-78.125,2025,210,12
43.5,-79.375,2025,210,13.4
43.5,-78.75,2025,210,14.73
43.5,-78.125,2025,210,14.85
42,-79.375,2025,211,12.61
42,-78.75,2025,211,12.03
42,-78.125,2025,211,11.73
42.5,-79.375,2025,211,13.77
42.5,-78.75,2025,211,12.39
42.5,-78.125,2025,211,11.42
43,-79.375,2025,211,13.12
43,-78.75,2025,211,12.81
43,-78.125,2025,211,12.05
43.5,-79.375,2025,211,12.91
43.5,-78.75,2025,211,14.12
43.5,-78.125,2025,211,14.31
42,-79.375,2025,212,10.84
42,-78.75,2025,212,10.69
42,-78.125,2025,212,10.64
42.5,-79.375,2025,212,11.16
42.5,-78.75,2025,212,10.2
42.5,-78.125,2025,212,10.08
43,-79.375,2025,212,10.3
43,-78.75,2025,212,10.06
43,-78.125,2025,212,9.81
43.5,-79.375,2025,212,10.18
43.5,-78.75,2025,212,10.75
43.5,-78.125,2025,212,10.72
42,-79.375,2025,213,7.47
42,-78.75,2025,213,7.2
42,-78.125,2025,213,7.01
42.5,-79.375,2025,213,8.42
42.5,-78.75,2025,213,7.1
42.5,-78.125,2025,213,6.74
43,-79.375,2025,213,7.96
43,-78.75,2025,213,7.14
43,-78.125,2025,213,6.66
43.5,-79.375,2025,213,8.41
43.5,-78.75,2025,213,8.38
43.5,-78.125,2025,213,8.54
42,-79.375,2025,214,6.73
42,-78.75,2025,214,6.49
42,-78.125,2025,214,6.2
42.5,-79.375,2025,214,7.64
42.5,-78.75,2025,214,6.59
42.5,-78.125,2025,214,5.99
43,-79.375,2025,214,7.84
43,-78.75,2025,214,7.08
43,-78.125,2025,214,6.28
43.5,-79.375,2025,214,9.14
43.5,-78.75,2025,214,9.79
43.5,-78.125,2025,214,9.5
42,-79.375,2025,215,7.35
42,-78.75,2025,215,7.25
42,-78.125,2025,215,7.03
42.5,-79.375,2025,215,8.72
42.5,-78.75,2025,215,7.85
42.5,-78.125,2025,215,7.42
43,-79.375,2025,215,9.46
43,-78.75,2025,215,8.87
43,-78.125,2025,215,7.63
43.5,-79.375,2025,215,10.35
43.5,-78.75,2025,215,12
43.5,-78.125,2025,215,12.43
42,-79.375,2025,216,8.46
42,-78.75,2025,216,8.3
42,-78.125,2025,216,8.06
42.5,-79.375,2025,216,9.82
42.5,-78.75,2025,216,8.38
42.5,-78.125,2025,216,7.8
43,-79.375,2025,216,9.79
43,-78.75,2025,216,9.41
43,-78.125,2025,216,8.66
43.5,-79.375,2025,216,10.42
43.5,-78.75,2025,216,11.58
43.5,-78.125,2025,216,12.22
42,-79.375,2025,217,7.13
42,-78.75,2025,217,7.89
42,-78.125,2025,217,8.96
42.5,-79.375,2025,217,9.95
42.5,-78.75,2025,217,8.78
42.5,-78.125,2025,217,8.85
43,-79.375,2025,217,10.5
43,-78.75,2025,217,9.93
43,-78.125,2025,217,9.76
43.5,-79.375,2025,217,12.25
43.5,-78.75,2025,217,12.95
43.5,-78.125,2025,217,13.53
42,-79.375,2025,218,8.84
42,-78.75,2025,218,9.4
42,-78.125,2025,218,9.5
42.5,-79.375,2025,218,11.56
42.5,-78.75,2025,218,10.15
42.5,-78.125,2025,218,9.94
43,-79.375,2025,218,12.1
43,-78.75,2025,218,11.29
43,-78.125,2025,218,10.88
43.5,-79.375,2025,218,13.31
43.5,-78.75,2025,218,13.99
43.5,-78.125,2025,218,14.48
42,-79.375,2025,219,8.92
42,-78.75,2025,219,9.37
42,-78.125,2025,219,9.43
42.5,-79.375,2025,219,11.08
42.5,-78.75,2025,219,9.89
42.5,-78.125,2025,219,9.64
43,-79.375,2025,219,11.36
43,-78.75,2025,219,10.74
43,-78.125,2025,219,10.23
43.5,-79.375,2025,219,12.86
43.5,-78.75,2025,219,13.11
43.5,-78.125,2025,219,12.94
42,-79.375,2025,220,9.84
42,-78.75,2025,220,9.54
42,-78.125,2025,220,9.31
42.5,-79.375,2025,220,11.61
42.5,-78.75,2025,220,9.83
42.5,-78.125,2025,220,9.33
43,-79.375,2025,220,11.79
43,-78.75,2025,220,10.34
43,-78.125,2025,220,9.55
43.5,-79.375,2025,220,13.1
43.5,-78.75,2025,220,12.54
43.5,-78.125,2025,220,12.41
42,-79.375,2025,221,9.47
42,-78.75,2025,221,8.72
42,-78.125,2025,221,8.22
42.5,-79.375,2025,221,12.28
42.5,-78.75,2025,221,9.9
42.5,-78.125,2025,221,8.97
43,-79.375,2025,221,12.62
43,-78.75,2025,221,11.21
43,-78.125,2025,221,9.79
43.5,-79.375,2025,221,13.91
43.5,-78.75,2025,221,14.15
43.5,-78.125,2025,221,13.72
42,-79.375,2025,222,8.3
42,-78.75,2025,222,7.78
42,-78.125,2025,222,7.16
42.5,-79.375,2025,222,11.12
42.5,-78.75,2025,222,9.16
42.5,-78.125,2025,222,8.34
43,-79.375,2025,222,11.71
43,-78.75,2025,222,10.63
43,-78.125,2025,222,9.59
43.5,-79.375,2025,222,13.54
43.5,-78.75,2025,222,14.07
43.5,-78.125,2025,222,14.07
42,-79.375,2025,223,9.43
42,-78.75,2025,223,8.98
42,-78.125,2025,223,7.82
42.5,-79.375,2025,223,11.65
42.5,-78.75,2025,223,9.29
42.5,-78.125,2025,223,7.87
43,-79.375,2025,223,11.9
43,-78.75,2025,223,9.89
43,-78.125,2025,223,7.76
43.5,-79.375,2025,223,13.65
43.5,-78.75,2025,223,12.73
43.5,-78.125,2025,223,12.37
42,-79.375,2025,224,12.47
42,-78.75,2025,224,11.87
42,-78.125,2025,224,11.38
42.5,-79.375,2025,224,14.72
42.5,-78.75,2025,224,12.77
42.5,-78.125,2025,224,11.91
43,-79.375,2025,224,14.55
43,-78.75,2025,224,13.63
43,-78.125,2025,224,12.83
43.5,-79.375,2025,224,15.38
43.5,-78.75,2025,224,16.14
43.5,-78.125,2025,224,15.46
42,-79.375,2025,225,14.07
42,-78.75,2025,225,13.65
42,-78.125,2025,225,13.5
42.5,-79.375,2025,225,15.94
42.5,-78.75,2025,225,14.82
42.5,-78.125,2025,225,14.15
43,-79.375,2025,225,15.69
43,-78.75,2025,225,15.34
43,-78.125,2025,225,15.03
43.5,-79.375,2025,225,15.03
43.5,-78.75,2025,225,15.97
43.5,-78.125,2025,225,16.35
42,-79.375,2025,226,11.57
42,-78.75,2025,226,11.18
42,-78.125,2025,226,11.48
42.5,-79.375,2025,226,12.35
42.5,-78.75,2025,226,11.27
42.5,-78.125,2025,226,11.22
43,-79.375,2025,226,12.14
43,-78.75,2025,226,11.67
43,-78.125,2025,226,11.48
43.5,-79.375,2025,226,12.8
43.5,-78.75,2025,226,12.87
43.5,-78.125,2025,226,13.18
42,-79.375,2025,227,10.43
42,-78.75,2025,227,11.02
42,-78.125,2025,227,11.37
42.5,-79.375,2025,227,12
42.5,-78.75,2025,227,10.63
42.5,-78.125,2025,227,10.35
43,-79.375,2025,227,11.53
43,-78.75,2025,227,10.51
43,-78.125,2025,227,9.93
43.5,-79.375,2025,227,12.83
43.5,-78.75,2025,227,12.91
43.5,-78.125,2025,227,12.74
42,-79.375,2025,228,9.8
42,-78.75,2025,228,9.69
42,-78.125,2025,228,10.01
42.5,-79.375,2025,228,11.1
42.5,-78.75,2025,228,9.88
42.5,-78.125,2025,228,9.68
43,-79.375,2025,228,11.4
43,-78.75,2025,228,10.45
43,-78.125,2025,228,10.1
43.5,-79.375,2025,228,13.17
43.5,-78.75,2025,228,13.51
43.5,-78.125,2025,228,13.57
42,-79.375,2025,229,13.74
42,-78.75,2025,229,13.36
42,-78.125,2025,229,12.46
42.5,-79.375,2025,229,14.56
42.5,-78.75,2025,229,13.34
42.5,-78.125,2025,229,12.09
43,-79.375,2025,229,14.2
43,-78.75,2025,229,13.5
43,-78.125,2025,229,12.1
43.5,-79.375,2025,229,13.51
43.5,-78.75,2025,229,14.27
43.5,-78.125,2025,229,13.67
42,-79.375,2025,230,7.85
42,-78.75,2025,230,7.21
42,-78.125,2025,230,6.89
42.5,-79.375,2025,230,9.09
42.5,-78.75,2025,230,7.38
42.5,-78.125,2025,230,6.86
43,-79.375,2025,230,8.73
43,-78.75,2025,230,7.73
43,-78.125,2025,230,6.95
43.5,-79.375,2025,230,8.84
43.5,-78.75,2025,230,9.46
43.5,-78.125,2025,230,9.48
42,-79.375,2025,231,10.27
42,-78.75,2025,231,10.2
42,-78.125,2025,231,10.03
42.5,-79.375,2025,231,11.16
42.5,-78.75,2025,231,10.27
42.5,-78.125,2025,231,9.9
43,-79.375,2025,231,11.08
43,-78.75,2025,231,10.66
43,-78.125,2025,231,10.33
43.5,-79.375,2025,231,11.53
43.5,-78.75,2025,231,12.12
43.5,-78.125,2025,231,12.23
42,-79.375,2025,232,13.32
42,-78.75,2025,232,13.43
42,-78.125,2025,232,13.1
42.5,-79.375,2025,232,13.92
42.5,-78.75,2025,232,13.21
42.5,-78.125,2025,232,12.86
43,-79.375,2025,232,13.44
43,-78.75,2025,232,13
43,-78.125,2025,232,12.39
43.5,-79.375,2025,232,13.41
43.5,-78.75,2025,232,13.59
43.5,-78.125,2025,232,13.23
42,-79.375,2025,233,11.41
42,-78.75,2025,233,11.49
42,-78.125,2025,233,11
42.5,-79.375,2025,233,11.65
42.5,-78.75,2025,233,10.6
42.5,-78.125,2025,233,10.3
43,-79.375,2025,233,11.16
43,-78.75,2025,233,10.34
43,-78.125,2025,233,9.76
43.5,-79.375,2025,233,11.34
43.5,-78.75,2025,233,11.57
43.5,-78.125,2025,233,11.21
42,-79.375,2025,234,9.13
42,-78.75,2025,234,8.63
42,-78.125,2025,234,8.51
42.5,-79.375,2025,234,9.87
42.5,-78.75,2025,234,8.88
42.5,-78.125,2025,234,8.51
43,-79.375,2025,234,10.12
43,-78.75,2025,234,9.37
43,-78.125,2025,234,8.92
43.5,-79.375,2025,234,11.17
43.5,-78.75,2025,234,10.99
43.5,-78.125,2025,234,10.97
42,-79.375,2025,235,10.7
42,-78.75,2025,235,10.76
42,-78.125,2025,235,10.8
42.5,-79.375,2025,235,11.82
42.5,-78.75,2025,235,10.89
42.5,-78.125,2025,235,10.83
43,-79.375,2025,235,11.95
43,-78.75,2025,235,11.18
43,-78.125,2025,235,10.75
43.5,-79.375,2025,235,12.49
43.5,-78.75,2025,235,13.18
43.5,-78.125,2025,235,13.02
42,-79.375,2025,236,10.34
42,-78.75,2025,236,10.93
42,-78.125,2025,236,11.53
42.5,-79.375,2025,236,11.42
42.5,-78.75,2025,236,10.9
42.5,-78.125,2025,236,11.34
43,-79.375,2025,236,11.02
43,-78.75,2025,236,10.96
43,-78.125,2025,236,10.98
43.5,-79.375,2025,236,11
43.5,-78.75,2025,236,11.99
43.5,-78.125,2025,236,12.63
42,-79.375,2025,237,8.63
42,-78.75,2025,237,8.09
42,-78.125,2025,237,7.96
42.5,-79.375,2025,237,9.52
42.5,-78.75,2025,237,8.62
42.5,-78.125,2025,237,8.13
43,-79.375,2025,237,9.18
43,-78.75,2025,237,8.96
43,-78.125,2025,237,8.37
43.5,-79.375,2025,237,9.62
43.5,-78.75,2025,237,10.24
43.5,-78.125,2025,237,10.68
42,-79.375,2025,238,7.35
42,-78.75,2025,238,7.09
42,-78.125,2025,238,6.78
42.5,-79.375,2025,238,8.26
42.5,-78.75,2025,238,7.38
42.5,-78.125,2025,238,7.01
43,-79.375,2025,238,8.04
43,-78.75,2025,238,7.7
43,-78.125,2025,238,7.31
43.5,-79.375,2025,238,8.61
43.5,-78.75,2025,238,9.26
43.5,-78.125,2025,238,9.62
42,-79.375,2025,239,6.81
42,-78.75,2025,239,6.57
42,-78.125,2025,239,6.36
42.5,-79.375,2025,239,8.08
42.5,-78.75,2025,239,7.14
42.5,-78.125,2025,239,6.88
43,-79.375,2025,239,7.54
43,-78.75,2025,239,7.46
43,-78.125,2025,239,7.25
43.5,-79.375,2025,239,7.78
43.5,-78.75,2025,239,8.76
43.5,-78.125,2025,239,9.1
42,-79.375,2025,240,6.7
42,-78.75,2025,240,6.31
42,-78.125,2025,240,6.13
42.5,-79.375,2025,240,9.02
42.5,-78.75,2025,240,7.41
42.5,-78.125,2025,240,6.82
43,-79.375,2025,240,9.49
43,-78.75,2025,240,8.71
43,-78.125,2025,240,7.69
43.5,-79.375,2025,240,9.95
43.5,-78.75,2025,240,10.68
43.5,-78.125,2025,240,10.47
42,-79.375,2025,241,7
42,-78.75,2025,241,6.86
42,-78.125,2025,241,6.63
42.5,-79.375,2025,241,7.79
42.5,-78.75,2025,241,6.86
42.5,-78.125,2025,241,6.5
43,-79.375,2025,241,7.27
43,-78.75,2025,241,6.87
43,-78.125,2025,241,6.59
43.5,-79.375,2025,241,7.33
43.5,-78.75,2025,241,7.92
43.5,-78.125,2025,241,8.25
42,-79.375,2025,242,6.4
42,-78.75,2025,242,6.14
42,-78.125,2025,242,5.8
42.5,-79.375,2025,242,7.64
42.5,-78.75,2025,242,6.48
42.5,-78.125,2025,242,6.02
43,-79.375,2025,242,7.31
43,-78.75,2025,242,6.78
43,-78.125,2025,242,6.3
43.5,-79.375,2025,242,7.53
43.5,-78.75,2025,242,8.14
43.5,-78.125,2025,242,8.47
42,-79.375,2025,243,6.42
42,-78.75,2025,243,6.23
42,-78.125,2025,243,6.14
42.5,-79.375,2025,243,7.79
42.5,-78.75,2025,243,6.76
42.5,-78.125,2025,243,6.33
43,-79.375,2025,243,7.68
43,-78.75,2025,243,7.09
43,-78.125,2025,243,6.73
43.5,-79.375,2025,243,8.06
43.5,-78.75,2025,243,8.3
43.5,-78.125,2025,243,8.04
42,-79.375,2025,244,6.79
42,-78.75,2025,244,6.75
42,-78.125,2025,244,6.88
42.5,-79.375,2025,244,8.34
42.5,-78.75,2025,244,7.01
42.5,-78.125,2025,244,6.9
43,-79.375,2025,244,8.31
43,-78.75,2025,244,7.45
43,-78.125,2025,244,7.05
43.5,-79.375,2025,244,8.95
43.5,-78.75,2025,244,8.66
43.5,-78.125,2025,244,8.6
42,-79.375,2025,245,7.31
42,-78.75,2025,245,7.46
42,-78.125,2025,245,7.27
42.5,-79.375,2025,245,8.88
