-BEGIN HEADER-,,,,
NASA/POWER Source Native Resolution Daily Data,,,,
Dates (month/day/year): 06/28/2025 through 06/28/2026 in LST,,,,
Location: Regional,,,,
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999,,,,
parameter(s):,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day),,,,
-END HEADER-,,,,
LAT,LON,YEAR,DOY,PRECTOTCORR
41.5,-83.75,2025,189,0.22
41.5,-83.125,2025,189,0.18
41.5,-82.5,2025,189,0.34
42,-83.75,2025,189,1.43
42,-83.125,2025,189,0.56
42,-82.5,2025,189,0.84
42.5,-83.75,2025,189,2.88
42.5,-83.125,2025,189,1.22
42.5,-82.5,2025,189,1.35
41,-83.75,2025,190,0.84
41,-83.125,2025,190,0.99
41,-82.5,2025,190,1.01
41.5,-83.75,2025,190,3.73
41.5,-83.125,2025,190,3
41.5,-82.5,2025,190,1.63
42,-83.75,2025,190,12.06
42,-83.125,2025,190,7.61
42,-82.5,2025,190,2.45
42.5,-83.75,2025,190,15.79
42.5,-83.125,2025,190,11.63
42.5,-82.5,2025,190,4.08
41,-83.75,2025,191,0.05
41,-83.125,2025,191,0.26
41,-82.5,2025,191,1.08
41.5,-83.75,2025,191,0.01
41.5,-83.125,2025,191,0.17
41.5,-82.5,2025,191,0.55
42,-83.75,2025,191,0.05
42,-83.125,2025,191,0.39
42,-82.5,2025,191,0.56
42.5,-83.75,2025,191,0.11
42.5,-83.125,2025,191,0.59
42.5,-82.5,2025,191,1.13
41,-83.75,2025,192,0.57
41,-83.125,2025,192,1.56
41,-82.5,2025,192,1.1
41.5,-83.75,2025,192,0.58
41.5,-83.125,2025,192,0.98
41.5,-82.5,2025,192,0.84
42,-83.75,2025,192,2.56
42,-83.125,2025,192,2.89
42,-82.5,2025,192,1.17
42.5,-83.75,2025,192,5.75
42.5,-83.125,2025,192,6.01
42.5,-82.5,2025,192,1.84
41,-83.75,2025,193,4.09
41,-83.125,2025,193,3.86
41,-82.5,2025,193,3.92
41.5,-83.75,2025,193,3.98
41.5,-83.125,2025,193,2.97
41.5,-82.5,2025,193,1.77
42,-83.75,2025,193,3.38
42,-83.125,2025,193,3.12
42,-82.5,2025,193,1.72
42.5,-83.75,2025,193,2.85
42.5,-83.125,2025,193,4.21
42.5,-82.5,2025,193,3.69
41,-83.75,2025,194,1.56
41,-83.125,2025,194,1.45
41,-82.5,2025,194,1.13
41.5,-83.75,2025,194,1.39
41.5,-83.125,2025,194,1.22
41.5,-82.5,2025,194,1.01
42,-83.75,2025,194,0.52
42,-83.125,2025,194,1.01
42,-82.5,2025,194,1.3
42.5,-83.75,2025,194,0.25
42.5,-83.125,2025,194,0.95
42.5,-82.5,2025,194,2.17
41,-83.75,2025,195,0.26
41,-83.125,2025,195,0.43
41,-82.5,2025,195,1.18
41.5,-83.75,2025,195,0.03
41.5,-83.125,2025,195,0.08
41.5,-82.5,2025,195,0.31
42,-83.75,2025,195,0
42,-83.125,2025,195,0.02
42,-82.5,2025,195,0.09
42.5,-83.75,2025,195,0
42.5,-83.125,2025,195,0.01
42.5,-82.5,2025,195,0.02
41,-83.75,2025,196,0.01
41,-83.125,2025,196,0
41,-82.5,2025,196,0
41.5,-83.75,2025,196,0
41.5,-83.125,2025,196,0
41.5,-82.5,2025,196,0
42,-83.75,2025,196,0.01
42,-83.125,2025,196,0
42,-82.5,2025,196,0.01
42.5,-83.75,2025,196,0
42.5,-83.125,2025,196,0
42.5,-82.5,2025,196,0
41,-83.75,2025,197,14.47
41,-83.125,2025,197,17.7
41,-82.5,2025,197,13.34
41.5,-83.75,2025,197,14.2
41.5,-83.125,2025,197,13.58
41.5,-82.5,2025,197,10.32
42,-83.75,2025,197,11.24
42,-83.125,2025,197,8.53
42,-82.5,2025,197,3.73
42.5,-83.75,2025,197,9.94
42.5,-83.125,2025,197,8.03
42.5,-82.5,2025,197,1.87
41,-83.75,2025,198,2.23
41,-83.125,2025,198,1.67
41,-82.5,2025,198,1.23
41.5,-83.75,2025,198,1.21
41.5,-83.125,2025,198,1.1
41.5,-82.5,2025,198,1.56
42,-83.75,2025,198,0.81
42,-83.125,2025,198,1.22
42,-82.5,2025,198,2.87
42.5,-83.75,2025,198,0.97
42.5,-83.125,2025,198,1.55
42.5,-82.5,2025,198,2.1
41,-83.75,2025,199,3.15
41,-83.125,2025,199,4.24
41,-82.5,2025,199,3.52
41.5,-83.75,2025,199,0.44
41.5,-83.125,2025,199,0.92
41.5,-82.5,2025,199,1.16
42,-83.75,2025,199,0.05
42,-83.125,2025,199,0.17
42,-82.5,2025,199,0.2
42.5,-83.75,2025,199,0.02
42.5,-83.125,2025,199,0.05
42.5,-82.5,2025,199,0.03
41,-83.75,2025,200,9.55
41,-83.125,2025,200,6.8
41,-82.5,2025,200,4.66
41.5,-83.75,2025,200,6.59
41.5,-83.125,2025,200,2.95
41.5,-82.5,2025,200,1.69
42,-83.75,2025,200,4.03
42,-83.125,2025,200,1.05
42,-82.5,2025,200,0.37
42.5,-83.75,2025,200,3.17
42.5,-83.125,2025,200,1.35
42.5,-82.5,2025,200,0.44
41,-83.75,2025,201,3.46
41,-83.125,2025,201,4
41,-82.5,2025,201,3.72
41.5,-83.75,2025,201,2.98
41.5,-83.125,2025,201,2.43
41.5,-82.5,2025,201,1.57
42,-83.75,2025,201,1
42,-83.125,2025,201,0.81
42,-82.5,2025,201,0.51
42.5,-83.75,2025,201,0.53
42.5,-83.125,2025,201,0.41
42.5,-82.5,2025,201,0.4
41,-83.75,2025,202,0
41,-83.125,2025,202,0
41,-82.5,2025,202,0.01
41.5,-83.75,2025,202,0
41.5,-83.125,2025,202,0
41.5,-82.5,2025,202,0.01
42,-83.75,2025,202,0
42,-83.125,2025,202,0.04
42,-82.5,2025,202,0.19
42.5,-83.75,2025,202,0
42.5,-83.125,2025,202,0.16
42.5,-82.5,2025,202,0.75
41,-83.75,2025,203,0
41,-83.125,2025,203,0
41,-82.5,2025,203,0
41.5,-83.75,2025,203,0
41.5,-83.125,2025,203,0
41.5,-82.5,2025,203,0
42,-83.75,2025,203,0
42,-83.125,2025,203,0
42,-82.5,2025,203,0
42.5,-83.75,2025,203,0
42.5,-83.125,2025,203,0
42.5,-82.5,2025,203,0
41,-83.75,2025,204,0
41,-83.125,2025,204,0
41,-82.5,2025,204,0
41.5,-83.75,2025,204,0
41.5,-83.125,2025,204,0
41.5,-82.5,2025,204,0
42,-83.75,2025,204,0
42,-83.125,2025,204,0
42,-82.5,2025,204,0
42.5,-83.75,2025,204,0
42.5,-83.125,2025,204,0
42.5,-82.5,2025,204,0
41,-83.75,2025,205,1.98
41,-83.125,2025,205,1.01
41,-82.5,2025,205,1.65
41.5,-83.75,2025,205,1.84
41.5,-83.125,2025,205,1.7
41.5,-82.5,2025,205,3.24
42,-83.75,2025,205,5.89
42,-83.125,2025,205,2.95
42,-82.5,2025,205,3.15
42.5,-83.75,2025,205,5.82
42.5,-83.125,2025,205,4.08
42.5,-82.5,2025,205,2.75
41,-83.75,2025,206,6.6
41,-83.125,2025,206,5.82
41,-82.5,2025,206,6.86
41.5,-83.75,2025,206,4.84
41.5,-83.125,2025,206,4.3
41.5,-82.5,2025,206,5.57
42,-83.75,2025,206,9.27
42,-83.125,2025,206,4.66
42,-82.5,2025,206,5.9
42.5,-83.75,2025,206,6.63
42.5,-83.125,2025,206,4.77
42.5,-82.5,2025,206,6.41
41,-83.75,2025,207,7.87
41,-83.125,2025,207,6.87
41,-82.5,2025,207,7.06
41.5,-83.75,2025,207,6.87
41.5,-83.125,2025,207,6.94
41.5,-82.5,2025,207,8.1
42,-83.75,2025,207,5.95
42,-83.125,2025,207,6.05
42,-82.5,2025,207,6.2
42.5,-83.75,2025,207,4.16
42.5,-83.125,2025,207,5.04
42.5,-82.5,2025,207,3.5
41,-83.75,2025,208,2.94
41,-83.125,2025,208,2.36
41,-82.5,2025,208,3.71
41.5,-83.75,2025,208,1.03
41.5,-83.125,2025,208,1.19
41.5,-82.5,2025,208,3.09
42,-83.75,2025,208,0.54
42,-83.125,2025,208,1.48
42,-82.5,2025,208,5.5
42.5,-83.75,2025,208,0.31
42.5,-83.125,2025,208,2.01
42.5,-82.5,2025,208,7.4
41,-83.75,2025,209,6.34
41,-83.125,2025,209,10.79
41,-82.5,2025,209,15.14
41.5,-83.75,2025,209,7.98
41.5,-83.125,2025,209,12.55
41.5,-82.5,2025,209,15.89
42,-83.75,2025,209,13.6
42,-83.125,2025,209,10.74
42,-82.5,2025,209,6.25
42.5,-83.75,2025,209,11.66
42.5,-83.125,2025,209,7.5
42.5,-82.5,2025,209,1.88
41,-83.75,2025,210,0.1
41,-83.125,2025,210,0.24
41,-82.5,2025,210,0.75
41.5,-83.75,2025,210,0.12
41.5,-83.125,2025,210,0.46
41.5,-82.5,2025,210,1.68
42,-83.75,2025,210,0.1
42,-83.125,2025,210,1.95
42,-82.5,2025,210,5.06
42.5,-83.75,2025,210,0.17
42.5,-83.125,2025,210,1.72
42.5,-82.5,2025,210,4.14
41,-83.75,2025,211,9.51
41,-83.125,2025,211,9.56
41,-82.5,2025,211,6.27
41.5,-83.75,2025,211,14.23
41.5,-83.125,2025,211,14.26
41.5,-82.5,2025,211,7.67
42,-83.75,2025,211,16.54
42,-83.125,2025,211,14.3
42,-82.5,2025,211,5.16
42.5,-83.75,2025,211,13.51
42.5,-83.125,2025,211,9.88
42.5,-82.5,2025,211,2.45
41,-83.75,2025,212,15.41
41,-83.125,2025,212,18.81
41,-82.5,2025,212,21.09
41.5,-83.75,2025,212,8.59
41.5,-83.125,2025,212,12.24
41.5,-82.5,2025,212,18.07
42,-83.75,2025,212,4.12
42,-83.125,2025,212,6.94
42,-82.5,2025,212,8.84
42.5,-83.75,2025,212,2
42.5,-83.125,2025,212,3.12
42.5,-82.5,2025,212,3.59
41,-83.75,2025,213,0
41,-83.125,2025,213,0
41,-82.5,2025,213,0
41.5,-83.75,2025,213,0
41.5,-83.125,2025,213,0.08
41.5,-82.5,2025,213,0.78
42,-83.75,2025,213,0
42,-83.125,2025,213,0.5
42,-82.5,2025,213,2.42
42.5,-83.75,2025,213,0
42.5,-83.125,2025,213,0.25
42.5,-82.5,2025,213,0.97
41,-83.75,2025,214,0
41,-83.125,2025,214,0
41,-82.5,2025,214,0
41.5,-83.75,2025,214,0
41.5,-83.125,2025,214,0
41.5,-82.5,2025,214,0.01
42,-83.75,2025,214,0
42,-83.125,2025,214,0
42,-82.5,2025,214,0.02
42.5,-83.75,2025,214,0
42.5,-83.125,2025,214,0
42.5,-82.5,2025,214,0.01
41,-83.75,2025,215,0
41,-83.125,2025,215,0
41,-82.5,2025,215,0
41.5,-83.75,2025,215,0
41.5,-83.125,2025,215,0
41.5,-82.5,2025,215,0
42,-83.75,2025,215,0
42,-83.125,2025,215,0.01
42,-82.5,2025,215,0.03
42.5,-83.75,2025,215,0
42.5,-83.125,2025,215,0.03
42.5,-82.5,2025,215,0.14
41,-83.75,2025,216,0
41,-83.125,2025,216,0
41,-82.5,2025,216,0.02
41.5,-83.75,2025,216,0.01
41.5,-83.125,2025,216,0.12
41.5,-82.5,2025,216,0.29
42,-83.75,2025,216,0.03
42,-83.125,2025,216,0.39
42,-82.5,2025,216,0.8
42.5,-83.75,2025,216,0.04
42.5,-83.125,2025,216,0.39
42.5,-82.5,2025,216,0.83
41,-83.75,2025,217,0.01
41,-83.125,2025,217,0.01
41,-82.5,2025,217,0.01
41.5,-83.75,2025,217,0.07
41.5,-83.125,2025,217,0.06
41.5,-82.5,2025,217,0.01
42,-83.75,2025,217,0.06
42,-83.125,2025,217,0.08
42,-82.5,2025,217,0.01
42.5,-83.75,2025,217,0.05
42.5,-83.125,2025,217,0.05
42.5,-82.5,2025,217,0.01
41,-83.75,2025,218,0.35
41,-83.125,2025,218,0.06
41,-82.5,2025,218,0.06
41.5,-83.75,2025,218,1
41.5,-83.125,2025,218,1.02
41.5,-82.5,2025,218,0.36
42,-83.75,2025,218,2.28
42,-83.125,2025,218,1.83
42,-82.5,2025,218,0.5
42.5,-83.75,2025,218,5.5
42.5,-83.125,2025,218,3.21
42.5,-82.5,2025,218,0.66
41,-83.75,2025,219,0.02
41,-83.125,2025,219,0
41,-82.5,2025,219,0.01
41.5,-83.75,2025,219,0.03
41.5,-83.125,2025,219,0.05
41.5,-82.5,2025,219,0.06
42,-83.75,2025,219,0.16
42,-83.125,2025,219,0.11
42,-82.5,2025,219,0.05
42.5,-83.75,2025,219,0.37
42.5,-83.125,2025,219,0.34
42.5,-82.5,2025,219,0.1
41,-83.75,2025,220,0
41,-83.125,2025,220,0
41,-82.5,2025,220,0.02
41.5,-83.75,2025,220,0.01
41.5,-83.125,2025,220,0.14
41.5,-82.5,2025,220,0.34
42,-83.75,2025,220,0.04
42,-83.125,2025,220,0.5
42,-82.5,2025,220,1.05
42.5,-83.75,2025,220,0.1
42.5,-83.125,2025,220,0.7
42.5,-82.5,2025,220,1.24
41,-83.75,2025,221,0
41,-83.125,2025,221,0
41,-82.5,2025,221,0
41.5,-83.75,2025,221,0
41.5,-83.125,2025,221,0
41.5,-82.5,2025,221,0
42,-83.75,2025,221,0
42,-83.125,2025,221,0
42,-82.5,2025,221,0.01
42.5,-83.75,2025,221,0
42.5,-83.125,2025,221,0
42.5,-82.5,2025,221,0.02
41,-83.75,2025,222,0
41,-83.125,2025,222,0
41,-82.5,2025,222,0
41.5,-83.75,2025,222,0
41.5,-83.125,2025,222,0
41.5,-82.5,2025,222,0
42,-83.75,2025,222,0
42,-83.125,2025,222,0
42,-82.5,2025,222,0
42.5,-83.75,2025,222,0.03
42.5,-83.125,2025,222,0
42.5,-82.5,2025,222,0
41,-83.75,2025,223,0.04
41,-83.125,2025,223,0.09
41,-82.5,2025,223,0.04
41.5,-83.75,2025,223,0.15
41.5,-83.125,2025,223,0.23
41.5,-82.5,2025,223,0.08
42,-83.75,2025,223,0.65
42,-83.125,2025,223,0.85
42,-82.5,2025,223,0.22
42.5,-83.75,2025,223,1.06
42.5,-83.125,2025,223,1.62
42.5,-82.5,2025,223,0.46
41,-83.75,2025,224,3.91
41,-83.125,2025,224,7.14
41,-82.5,2025,224,4.79
41.5,-83.75,2025,224,4.85
41.5,-83.125,2025,224,7.13
41.5,-82.5,2025,224,5.44
42,-83.75,2025,224,7.57
42,-83.125,2025,224,9.84
42,-82.5,2025,224,4.71
42.5,-83.75,2025,224,10.09
42.5,-83.125,2025,224,13.37
42.5,-82.5,2025,224,5.95
41,-83.75,2025,225,2.86
41,-83.125,2025,225,5.52
41,-82.5,2025,225,7.74
41.5,-83.75,2025,225,2.72
41.5,-83.125,2025,225,4.76
41.5,-82.5,2025,225,8.78
42,-83.75,2025,225,2.68
42,-83.125,2025,225,5.58
42,-82.5,2025,225,10.69
42.5,-83.75,2025,225,7.44
42.5,-83.125,2025,225,7.51
42.5,-82.5,2025,225,12.4
41,-83.75,2025,226,0.18
41,-83.125,2025,226,0.09
41,-82.5,2025,226,0.03
41.5,-83.75,2025,226,0.12
41.5,-83.125,2025,226,0.13
41.5,-82.5,2025,226,0.33
42,-83.75,2025,226,0.01
42,-83.125,2025,226,0.42
42,-82.5,2025,226,1.3
42.5,-83.75,2025,226,0.02
42.5,-83.125,2025,226,0.45
42.5,-82.5,2025,226,1.4
41,-83.75,2025,227,0
41,-83.125,2025,227,0
41,-82.5,2025,227,0
41.5,-83.75,2025,227,0.04
41.5,-83.125,2025,227,0.04
41.5,-82.5,2025,227,0.05
42,-83.75,2025,227,0.01
42,-83.125,2025,227,0.08
42,-82.5,2025,227,0.16
42.5,-83.75,2025,227,0.01
42.5,-83.125,2025,227,0.07
42.5,-82.5,2025,227,0.15
41,-83.75,2025,228,0.35
41,-83.125,2025,228,0.17
41,-82.5,2025,228,0.03
41.5,-83.75,2025,228,1.94
41.5,-83.125,2025,228,1.31
41.5,-82.5,2025,228,0.11
42,-83.75,2025,228,2.56
42,-83.125,2025,228,2.41
42,-82.5,2025,228,0.19
42.5,-83.75,2025,228,2.99
42.5,-83.125,2025,228,1.57
42.5,-82.5,2025,228,0.19
41,-83.75,2025,229,0.25
41,-83.125,2025,229,0.1
41,-82.5,2025,229,0.04
41.5,-83.75,2025,229,1.49
41.5,-83.125,2025,229,0.88
41.5,-82.5,2025,229,0.35
42,-83.75,2025,229,1.9
42,-83.125,2025,229,1.58
42,-82.5,2025,229,1.59
42.5,-83.75,2025,229,1.45
42.5,-83.125,2025,229,1.75
42.5,-82.5,2025,229,3.75
41,-83.75,2025,230,0
41,-83.125,2025,230,0
41,-82.5,2025,230,0
41.5,-83.75,2025,230,0
41.5,-83.125,2025,230,0
41.5,-82.5,2025,230,0
42,-83.75,2025,230,0.05
42,-83.125,2025,230,0.01
42,-82.5,2025,230,0
42.5,-83.75,2025,230,0.69
42.5,-83.125,2025,230,0.04
42.5,-82.5,2025,230,0
41,-83.75,2025,231,4.83
41,-83.125,2025,231,8.77
41,-82.5,2025,231,6.72
41.5,-83.75,2025,231,4.41
41.5,-83.125,2025,231,6.77
41.5,-82.5,2025,231,5.5
42,-83.75,2025,231,6.35
42,-83.125,2025,231,6.08
42,-82.5,2025,231,3.14
42.5,-83.75,2025,231,8.63
42.5,-83.125,2025,231,7.05
42.5,-82.5,2025,231,3.04
41,-83.75,2025,232,0.62
41,-83.125,2025,232,2.18
41,-82.5,2025,232,6.89
41.5,-83.75,2025,232,0.42
41.5,-83.125,2025,232,2.54
41.5,-82.5,2025,232,9.02
42,-83.75,2025,232,0.16
42,-83.125,2025,232,2.58
42,-82.5,2025,232,9.13
42.5,-83.75,2025,232,0.32
42.5,-83.125,2025,232,1.97
42.5,-82.5,2025,232,5.84
41,-83.75,2025,233,0.1
41,-83.125,2025,233,0.27
41,-82.5,2025,233,0.37
41.5,-83.75,2025,233,0.02
41.5,-83.125,2025,233,0.15
41.5,-82.5,2025,233,0.49
42,-83.75,2025,233,0.01
42,-83.125,2025,233,0.19
42,-82.5,2025,233,0.63
42.5,-83.75,2025,233,0
42.5,-83.125,2025,233,0.1
42.5,-82.5,2025,233,0.28
41,-83.75,2025,234,0
41,-83.125,2025,234,0
41,-82.5,2025,234,0.01
41.5,-83.75,2025,234,0
41.5,-83.125,2025,234,0.02
41.5,-82.5,2025,234,0.07
42,-83.75,2025,234,0
42,-83.125,2025,234,0.06
42,-82.5,2025,234,0.2
42.5,-83.75,2025,234,0.01
42.5,-83.125,2025,234,0.06
42.5,-82.5,2025,234,0.14
41,-83.75,2025,235,0.71
41,-83.125,2025,235,0.46
41,-82.5,2025,235,0.08
41.5,-83.75,2025,235,3.11
41.5,-83.125,2025,235,1.83
41.5,-82.5,2025,235,0.22
42,-83.75,2025,235,2.43
42,-83.125,2025,235,1.8
42,-82.5,2025,235,0.37
42.5,-83.75,2025,235,1.65
42.5,-83.125,2025,235,1.24
42.5,-82.5,2025,235,0.4
41,-83.75,2025,236,0
41,-83.125,2025,236,0.03
41,-82.5,2025,236,0.17
41.5,-83.75,2025,236,0
41.5,-83.125,2025,236,0.12
41.5,-82.5,2025,236,0.38
42,-83.75,2025,236,0.01
42,-83.125,2025,236,0.08
42,-82.5,2025,236,0.15
42.5,-83.75,2025,236,0.1
42.5,-83.125,2025,236,0.25
42.5,-82.5,2025,236,0.17
41,-83.75,2025,237,0.72
41,-83.125,2025,237,2.09
41,-82.5,2025,237,2.98
41.5,-83.75,2025,237,0.18
41.5,-83.125,2025,237,0.96
41.5,-82.5,2025,237,2.97
42,-83.75,2025,237,0.09
42,-83.125,2025,237,0.51
42,-82.5,2025,237,1.24
42.5,-83.75,2025,237,0.82
42.5,-83.125,2025,237,0.99
42.5,-82.5,2025,237,0.52
41,-83.75,2025,238,0.01
41,-83.125,2025,238,0.12
41,-82.5,2025,238,0.61
41.5,-83.75,2025,238,0.01
41.5,-83.125,2025,238,0.27
41.5,-82.5,2025,238,1.25
42,-83.75,2025,238,0.04
42,-83.125,2025,238,0.42
42,-82.5,2025,238,1.74
42.5,-83.75,2025,238,0.09
42.5,-83.125,2025,238,0.36
42.5,-82.5,2025,238,1.02
41,-83.75,2025,239,0
41,-83.125,2025,239,0.02
41,-82.5,2025,239,0.05
41.5,-83.75,2025,239,0
41.5,-83.125,2025,239,0.02
41.5,-82.5,2025,239,0.17
42,-83.75,2025,239,0
42,-83.125,2025,239,0.08
42,-82.5,2025,239,0.37
42.5,-83.75,2025,239,0
42.5,-83.125,2025,239,0.04
42.5,-82.5,2025,239,0.11
41,-83.75,2025,240,3.55
41,-83.125,2025,240,2.49
41,-82.5,2025,240,2.23
41.5,-83.75,2025,240,3.8
41.5,-83.125,2025,240,2.19
41.5,-82.5,2025,240,2.05
42,-83.75,2025,240,6.16
42,-83.125,2025,240,2.22
42,-82.5,2025,240,0.9
42.5,-83.75,2025,240,6.89
42.5,-83.125,2025,240,4.17
42.5,-82.5,2025,240,0.91
41,-83.75,2025,241,0.02
41,-83.125,2025,241,0.01
41,-82.5,2025,241,0.02
41.5,-83.75,2025,241,0
41.5,-83.125,2025,241,0.03
41.5,-82.5,2025,241,0.29
42,-83.75,2025,241,0
42,-83.125,2025,241,0.15
42,-82.5,2025,241,0.89
42.5,-83.75,2025,241,0.01
42.5,-83.125,2025,241,0.22
42.5,-82.5,2025,241,0.77
41,-83.75,2025,242,0
41,-83.125,2025,242,0
41,-82.5,2025,242,0.01
41.5,-83.75,2025,242,0
41.5,-83.125,2025,242,0
41.5,-82.5,2025,242,0.02
42,-83.75,2025,242,0.01
42,-83.125,2025,242,0.02
42,-82.5,2025,242,0.11
42.5,-83.75,2025,242,0.01
42.5,-83.125,2025,242,0.08
42.5,-82.5,2025,242,0.38
41,-83.75,2025,243,0
41,-83.125,2025,243,0
41,-82.5,2025,243,0
41.5,-83.75,2025,243,0
41.5,-83.125,2025,243,0
41.5,-82.5,2025,243,0
42,-83.75,2025,243,0
42,-83.125,2025,243,0
42,-82.5,2025,243,0
42.5,-83.75,2025,243,0
42.5,-83.125,2025,243,0
42.5,-82.5,2025,243,0.02
41,-83.75,2025,244,0
41,-83.125,2025,244,0
41,-82.5,2025,244,0
41.5,-83.75,2025,244,0
41.5,-83.125,2025,244,0
41.5,-82.5,2025,244,0
42,-83.75,2025,244,0
42,-83.125,2025,244,0
42,-82.5,2025,244,0
42.5,-83.75,2025,244,0
42.5,-83.125,2025,244,0
42.5,-82.5,2025,244,0
41,-83.75,2025,245,0
41,-83.125,2025,245,0
41,-82.5,2025,245,0
41.5,-83.75,2025,245,0
41.5,-83.125,2025,245,0.02
41.5,-82.5,2025,245,0.02
42,-83.75,2025,245,0.01
42,-83.125,2025,245,0.06
42,-82.5,2025,245,0.03
42.5,-83.75,2025,245,0.01
42.5,-83.125,2025,245,0.05
42.5,-82.5,2025,245,0.02
41,-83.75,2025,246,4.85
41,-83.125,2025,246,1.26
41,-82.5,2025,246,0.18
41.5,-83.75,2025,246,10.12
41.5,-83.125,2025,246,5.51
41.5,-82.5,2025,246,0.57
42,-83.75,2025,246,11.7
42,-83.125,2025,246,6.69
